sample_id	Acidobacteria	Actinobacteria	Aquificae	Armatimonadetes	Bacteroidetes	Balneolaeota	Calditrichaeota	Candidatus Bipolaricaulota	Candidatus Cloacimonetes	Candidatus Gracilibacteria	Candidatus Korarchaeota	Candidatus Micrarchaeota	Candidatus Saccharibacteria	Chlamydiae	Chlorobi	Chloroflexi	Chrysiogenetes	Coprothermobacterota	Crenarchaeota	Cyanobacteria	Deferribacteres	Deinococcus-Thermus	Dictyoglomi	Elusimicrobia	Euryarchaeota	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Ignavibacteriae	Kiritimatiellaeota	Lentisphaerae	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Thaumarchaeota	Thermodesulfobacteria	Thermotogae	Verrucomicrobia	candidate division Zixibacteria
SW00200	324	31728	128	56	1897270	8	20	10	5	1	1	2	94	88	798	436	25	3	170	1512	135	640	42	53	1197	62	700422	840	44	58	63	358	99	1270	62488	1106	336	861	73	68	297	46000	8
SW00201	6	3993	25	4	237157	0	1	0	0	0	1	0	1	6	558	9	1	1	44	96	3	6	0	6	43	1	191337	50	1	3	2	6	4	48	618074	70	18	27	2	4	15	432	0
SW00202	94	7383	32	16	861077	8	6	3	2	1	0	0	23	20	696	126	6	1	81	438	20	191	8	6	351	18	285554	133	10	17	17	15	31	336	29535	283	78	168	12	15	44	4576	1
SW00203	1163	61842	200	181	958267	113	63	36	64	0	0	0	102	198	1431	1251	41	22	208	3811	347	1300	18	66	3352	313	868167	516	256	61	141	395	198	4979	212910	2433	566	667	99	117	486	1916	21
SW00204	8	3439	23	3	118884	0	0	0	0	0	0	0	8	1	1565	15	0	0	69	78	0	50	1	2	84	4	28821	107	2	2	2	5	3	47	10942	49	32	11	6	4	2	4929	3
SW00205	283	30719	107	79	1858185	51	10	5	1	1	0	0	66	55	2209	427	21	14	180	1539	76	405	9	22	1255	33	1190171	683	86	79	68	38	73	1198	371493	959	204	454	35	28	221	48919	8
SW00206	729	154476	246	250	1151772	32	102	14	16	1	0	6	100	153	1243	826	27	62	206	3138	105	1351	16	111	2015	36	920986	1194	114	100	115	76	165	3328	112907	2309	1488	952	108	205	483	3479	58
SW00207	218	19752	67	35	4684052	12	12	3	34	4	1	0	118	103	475	389	16	4	101	1754	191	350	11	70	1490	60	766994	621	42	65	44	46	64	1186	424543	1123	150	521	85	29	211	3584	4
SW00208	602	41623	187	184	882049	47	21	12	15	1	0	1	126	185	789	1041	48	40	198	2653	248	1231	21	103	4196	116	992896	874	164	128	109	266	157	2744	145410	1770	614	1122	40	73	370	13411	14
SW00209	1	366	2	0	26401	1	0	0	0	0	0	0	0	1	161	2	0	0	14	12	0	5	0	0	110	0	8852	2	0	0	1	1	2	13	2595	8	1	14	1	0	1	1737	0
SW00210	73	12026	41	16	1121775	16	4	0	2	0	0	0	14	20	728	134	7	3	69	422	33	81	12	9	376	23	584632	1618	36	11	18	14	28	295	657142	358	162	209	26	16	80	1526	9
SW00211	1007	64935	218	157	3546796	91	33	23	15	0	0	2	109	122	1319	1591	116	13	261	3443	222	1824	24	117	4226	178	1067087	1288	247	152	190	279	326	4031	632760	2365	1203	1084	107	109	557	43462	33
SW00212	390	57984	95	64	5966785	10	27	14	19	8	2	0	94	75	551	571	55	9	156	2032	91	978	16	49	1773	71	1629423	592	103	52	88	121	192	2270	470963	1515	718	559	38	48	217	2581	22
SW00213	726	59094	96	145	4221764	45	11	13	9	4	0	2	92	105	917	1034	103	13	250	2795	87	1869	22	58	2541	128	1485570	526	239	114	117	1662	290	3370	169256	1795	765	718	62	53	274	6063	32
SW00214	1315	159103	200	272	10817722	44	65	35	26	7	1	1	236	165	1054	1679	66	10	276	3998	239	2739	33	93	3792	222	2519547	861	343	212	358	252	375	5151	360160	2413	1532	834	81	154	486	285692	51
SW00215	676	45435	100	105	5025512	25	16	30	15	2	0	0	104	103	988	923	52	9	144	2275	92	1302	13	52	2056	123	1396548	536	134	73	89	201	219	2642	193628	1533	963	530	74	59	267	1858	28
SW00216	209	54070	106	31	2585400	5	16	7	4	0	0	1	52	102	759	337	14	6	134	1288	63	388	33	27	843	75	1364335	706	45	32	40	45	64	898	140332	812	241	975	33	25	197	1675990	7
SW00217	102	13055	59	10	1643794	2	2	4	2	7	0	0	18	33	521	129	10	8	75	626	35	219	9	19	590	38	619132	233	21	30	14	16	48	510	113425	461	112	320	25	29	74	85123	3
SW00218	13	5252	16	0	39445	1	0	0	1	0	0	0	0	1	939	22	0	0	58	61	1	59	0	2	693	1	33698	32	6	6	1	4	5	47	4344	37	43	18	5	0	7	757	0
SW00219	80	14939	35	17	970295	6	8	4	3	3	0	0	16	27	499	111	7	1	79	453	29	177	3	10	369	23	395780	152	23	15	12	13	22	387	21633	306	127	126	12	10	44	203112	1
SW00220	251	35166	109	49	1498427	14	30	20	7	3	0	0	27	50	1268	385	19	4	132	973	74	647	20	39	779	31	423454	1442	65	38	43	77	93	1060	368369	685	210	379	36	36	139	69801	14
SW00221	18	4111	35	2	219145	3	0	1	0	0	0	0	17	3	949	30	1	1	81	122	2	33	2	5	105	1	88058	53	3	4	4	3	6	85	174604	68	9	64	5	5	24	1063	1
SW00222	1	611	27	1	19275	0	0	0	0	0	0	0	1	2	914	4	0	0	76	40	0	8	2	0	48	3	9182	15	1	1	1	1	1	15	15672	9	5	13	8	2	5	553	0
SW00223	48	4811	35	3	1168693	0	3	0	0	0	0	0	8	18	665	69	5	0	44	265	24	67	3	9	228	12	219340	2056	6	11	3	11	22	175	766439	214	44	149	17	7	41	8465	2
SW00224	1127	108979	198	207	4265999	57	25	30	21	1	1	2	120	248	950	1382	102	54	199	4334	242	2061	51	82	3932	198	3462370	1224	274	87	186	261	326	4304	638663	2829	890	970	50	140	536	3364	30
SW00225	139	19384	72	30	2000024	3	6	3	1	1	0	0	13	34	1025	201	69	1	91	736	27	554	1	12	1027	34	203225	3725	48	14	17	50	53	662	106589	369	104	152	11	28	42	257611	2
SW00226	174	26037	48	41	1528741	4	5	12	7	1	0	0	32	33	715	376	10	1	71	663	32	438	10	11	688	29	554826	157	51	41	25	41	42	865	127678	444	219	199	33	42	77	2636	18
SW00227	254	21040	75	53	1968005	81	17	3	8	0	0	0	29	69	722	277	31	1	122	1282	86	317	21	33	1130	34	931190	1102	45	66	48	22	47	1039	138143	668	442	410	34	17	206	3614	13
SW00228	810	54578	200	120	2753485	53	18	12	28	1	0	0	135	149	1162	1118	58	10	135	3425	221	1394	32	46	2899	183	1099816	1801	210	184	132	2067	206	3346	297915	1890	668	979	70	96	529	27370	62
SW00229	406	75583	166	101	5048050	40	31	12	1	1	2	0	105	110	1243	631	57	14	235	2408	103	1158	26	41	1785	98	1970817	779	168	121	110	119	222	2532	117233	1682	1942	630	73	90	299	4569	38
SW00230	17	10299	42	3	202834	3	0	1	1	0	0	0	6	11	1264	33	2	2	68	173	7	45	2	2	134	4	63665	72	11	8	3	4	13	92	36164	121	37	55	11	2	26	2270	1
SW00231	18	2180	28	2	64936	0	0	0	0	0	0	0	2	5	1225	18	2	0	79	91	1	38	1	0	284	1	58342	65	3	0	1	18	4	50	9396	32	15	247	3	0	12	4508	2
SW00232	403	36472	98	89	1391348	27	20	16	13	1	1	0	58	87	791	731	43	9	162	1401	71	866	21	36	2262	47	1353868	521	146	60	48	78	98	1605	94649	894	2435	372	39	68	180	28176	16
SW00233	384	43277	153	54	2765947	10	26	18	43	1	1	0	80	132	756	648	31	4	134	2327	152	400	5	35	1716	42	657480	13934	99	36	105	60	117	1951	2601914	1543	1044	348	75	91	234	2707	4
SW00234	361	144112	168	52	1284913	28	40	2	24	9	0	5	74	159	992	375	30	3	162	1886	44	1448	17	55	1172	96	1388378	69218	77	33	32	46	78	1672	932651	857	443	872	67	52	256	2085	12
SW00235	139	30305	72	28	1887162	15	14	1	5	1	0	9	119	33	838	172	11	2	115	1006	64	237	20	53	870	46	687792	914	33	48	34	30	78	809	161948	603	144	437	68	38	155	5941	15
SW00236	1267	46299	191	163	1024748	123	75	23	103	1	6	0	120	200	1538	1022	19	25	203	3908	304	976	39	142	3076	368	673031	565	189	68	134	167	207	5077	179866	2695	318	766	106	111	492	1490	21
SW00237	534	42871	163	116	6106208	52	43	17	15	4	1	0	112	143	691	904	48	22	204	2203	165	903	28	42	1986	95	1339275	773	96	125	115	728	154	2129	160474	1713	581	837	62	100	352	5421	16
SW00238	203	25874	61	33	2339120	12	7	4	3	0	0	0	23	56	629	192	13	0	106	1034	52	372	6	39	760	43	839381	446	42	48	21	43	45	822	70372	678	177	442	36	24	148	1499987	7
SW00239	6	713	25	0	27051	0	0	1	1	1	0	0	0	3	654	6	1	0	72	26	0	10	2	1	28	0	10603	13	1	1	2	1	0	21	52516	17	17	16	2	1	3	2979	0
SW00240	45	4000	18	10	1948876	8	1	0	1	0	0	0	9	10	831	35	3	2	47	374	9	70	7	1	209	16	286463	107	22	11	12	3	21	212	147243	195	78	165	5	12	86	5445	3
SW00241	229	29390	76	44	1260292	16	10	11	7	2	2	0	37	65	884	433	42	13	153	1149	71	586	9	16	3724	44	569923	285	72	44	58	854	73	1127	153124	702	692	380	55	28	144	2936	5
SW00242	115	14627	46	19	1389099	8	11	3	3	5	0	2	19	42	466	203	23	1	97	826	25	209	7	11	545	25	462008	890	25	24	21	33	44	670	95760	570	135	249	36	31	131	3296	9
SW00243	223	14579	99	13	2929903	3	30	8	5	4	0	0	42	80	206	319	17	2	122	1154	78	321	46	33	934	47	1269342	605	54	51	25	54	49	821	39444	788	187	499	40	25	168	202121	17
SW00244	1274	72781	248	253	3739005	115	44	31	11	5	2	0	184	172	1221	1581	141	13	224	3803	181	2199	32	116	4461	101	3904528	928	360	130	164	12158	325	5321	247322	2198	932	763	56	123	651	218864	31
SW00245	702	45167	71	22	1288220	34	10	3	115	1	0	5	113	188	1306	693	9	2	204	2185	321	633	27	85	2359	232	663121	544	101	70	42	125	204	3014	394693	2001	159	537	174	86	351	9892	9
SW00246	212	26132	38	30	957971	14	11	3	3	0	0	0	17	23	442	308	17	4	76	720	53	443	3	18	860	18	290165	375	77	19	42	3797	69	891	286365	494	188	221	21	13	109	268304	9
SW00247	197	27672	68	60	4974253	21	9	2	7	0	0	2	142	83	286	406	24	19	75	1116	51	408	4	19	882	42	821638	296	55	72	56	67	60	995	290890	759	303	322	19	37	185	58033	15
SW00248	360	61687	189	131	5076623	22	29	12	17	3	2	0	101	89	706	748	114	14	121	2413	139	976	14	91	1830	97	953768	9028	95	121	66	105	227	2350	116485	1394	455	855	66	121	372	185444	12
SW00249	256	40690	73	88	5059157	11	12	8	25	1	2	1	38	47	708	398	24	1	105	1622	128	560	12	90	1081	22	1501336	455	78	135	48	44	107	1279	1696541	980	297	356	51	64	177	2809	28
SW00250	215	20815	158	99	11600807	35	12	3	16	6	1	1	114	142	563	519	30	47	140	2098	186	434	7	57	1404	73	1660164	672	25	177	121	44	70	1390	147955	1145	371	568	32	77	231	3515	7
SW00251	42	11340	37	9	363314	2	2	3	4	0	0	0	24	12	344	54	5	3	34	220	13	68	1	5	153	16	141130	1208	6	13	9	14	13	128	4142460	156	36	85	12	5	20	778	1
SW00252	248	108433	73	42	3165504	22	15	19	7	1	0	2	35	99	887	358	28	1	145	1440	152	399	8	38	1199	47	2819692	2165	52	39	31	56	69	1349	3125714	991	196	838	41	50	219	3825	5
SW00253	376	28604	136	74	5367935	35	41	13	13	2	3	1	149	74	590	531	27	31	206	2481	87	817	38	99	1820	108	1924155	802	69	84	83	78	156	1897	130463	1694	324	794	100	35	314	15860	8
SW00254	243	20425	103	49	3752828	39	18	10	5	8	0	0	32	77	334	429	14	4	104	1450	52	552	37	37	1162	48	3379044	971	51	97	41	1349	107	1056	60764	1095	370	670	43	51	202	2982	14
SW00255	20	1822	11	3	111075	1	2	0	0	0	0	0	4	7	460	25	0	0	54	165	2	28	2	5	83	6	43109	44	6	6	7	7	17	98	13204	82	9	85	6	11	47	2338	2
SW00256	34	5254	25	6	848179	6	2	0	0	2	0	0	1	7	631	49	4	0	77	219	6	87	6	8	230	2	141131	69	4	9	11	21	14	202	79012	94	157	76	12	0	20	23679	1
SW00257	626	34068	332	228	4522964	21	25	5	12	4	0	0	177	175	597	1200	30	20	185	2595	410	1047	46	143	2726	92	2221572	1469	110	181	137	96	224	3094	98789	2822	641	1729	59	192	682	3957	8
SW00258	708	302956	221	131	1436401	30	19	17	9	5	10	1	135	273	752	900	41	39	240	3885	215	1187	65	68	3470	123	3789366	22579	76	64	91	323	195	2912	235796	3383	531	3101	113	124	783	3462	33
SW00259	70	11427	29	18	613150	5	6	0	1	1	0	0	12	29	785	126	5	2	52	482	17	167	6	7	292	16	334760	136	13	9	14	16	20	366	29576	237	142	160	15	7	75	1699	3
SW00260	198	21092	69	40	688275	11	18	4	7	0	1	0	37	45	911	299	20	2	137	821	55	433	8	31	2426	37	667262	285	42	58	43	4172	62	867	104270	561	1988	291	40	22	135	38549	2
SW00261	1024	127186	216	231	2578669	17	76	35	16	13	3	1	122	165	842	2174	117	12	372	3834	215	3363	43	108	13820	101	1475669	834	344	125	201	6943	338	4733	142081	2606	12821	1213	63	149	505	869738	20
SW00262	96	11174	34	20	1171068	2	2	7	3	2	0	0	20	28	557	122	9	1	101	391	13	226	6	11	310	18	431388	146	34	29	13	14	26	394	27686	241	119	134	17	16	72	65049	5
SW00263	21	38795	45	4	160631	0	10	1	5	0	0	0	8	10	1430	39	2	2	76	187	12	60	2	4	246	5	66942	94	9	7	6	3	6	102	11357	85	32	73	13	8	29	2487	1
SW00264	107	13396	41	18	579001	4	3	4	0	0	0	0	27	19	847	148	13	0	67	475	22	225	7	13	493	19	354291	159	27	38	17	25	33	473	44229	266	100	152	11	17	81	3543	11
SW00265	854	61701	198	139	1846898	56	47	28	7	5	1	0	161	165	732	1212	97	34	222	3598	211	1664	41	122	7780	139	3624886	1255	186	115	99	2131	217	3474	175102	2369	868	979	65	105	499	3072	53
SW00266	295	27147	143	56	1559281	4	39	4	39	2	0	0	52	108	975	355	32	4	195	1801	45	620	46	37	1159	57	692748	8945	92	69	57	41	77	1606	102656	1304	315	799	86	70	311	12344	20
SW00267	163	19797	44	32	927844	18	3	1	5	0	0	1	23	24	410	531	16	0	106	713	28	549	2	17	724	12	425382	178	79	9	26	54	52	703	1832071	455	2661	168	18	20	55	12753	4
SW00268	319	21610	208	85	5693320	43	17	4	17	12	0	2	184	158	450	559	26	36	192	2186	177	638	15	58	1526	69	1407842	865	66	173	117	75	125	1820	151488	1571	276	768	53	94	415	34366	34
SW00269	719	68893	84	162	1331800	28	31	28	7	1	0	0	47	84	520	883	55	2	173	2090	77	1798	25	14	2718	69	709645	318	191	59	144	152	159	2774	80443	1152	1218	487	67	34	191	4093647	9
SW00270	961	100938	164	162	4560782	37	64	47	17	2	1	1	105	114	1032	1538	71	10	173	3434	173	2133	31	68	5982	101	1624829	1658	230	148	229	31130	264	4131	1814779	2266	1010	825	71	77	450	168285	29
SW00271	567	66992	149	138	2642094	39	15	17	10	4	0	0	132	145	899	926	36	25	132	2439	114	1159	38	112	2686	86	1875384	924	157	65	107	2837	164	2213	383181	1678	856	1245	27	66	361	129178	27
SW00272	313	25144	90	76	6599471	79	27	1	17	2	0	0	75	102	546	445	40	10	140	1898	53	672	13	25	1351	44	1895176	613	68	188	58	52	129	1316	56088	1377	574	628	59	50	249	28077	7
SW00273	356	32963	228	67	2524507	59	20	7	13	0	0	0	131	162	1851	553	29	7	186	1988	61	610	52	99	1162	50	927190	4679	84	130	32	66	136	1777	106108	1361	271	795	75	90	258	32577	6
SW00274	8	1601	16	2	66882	0	0	0	2	0	0	0	0	2	427	10	2	0	50	82	3	11	1	0	130	0	50529	20	2	2	1	1	1	33	390342	33	20	22	1	1	9	4474	0
SW00275	22	1247	33	12	68996	3	0	0	7	0	0	0	1	10	997	23	1	0	85	110	2	22	1	3	94	0	31597	25	5	5	5	3	7	108	706041	68	9	28	3	3	11	413	3
SW00276	226	37957	47	47	4486482	8	12	3	7	0	0	0	13	51	449	323	16	2	39	658	36	495	6	9	817	17	1527742	528	40	23	58	46	45	754	202799	611	435	204	41	54	62	5967	11
SW00279	36	3164	31	5	118158	0	2	1	0	1	0	0	3	11	722	57	0	1	66	123	12	57	2	1	277	9	77153	96	6	10	4	10	12	135	18716	86	20	63	5	3	17	2739	3
SW00280	142	36980	35	11	2124089	20	9	10	1	4	0	1	8	83	442	253	16	1	48	1069	113	290	13	36	911	18	2639055	517	23	15	20	48	46	923	1706112	766	189	980	27	33	185	1802211	4
SW00281	561	39249	238	75	3098309	38	35	10	8	6	0	0	72	143	429	706	38	11	154	2522	205	1060	31	82	2095	71	1413508	1801	164	225	125	129	173	2434	74224	1785	589	1211	104	82	398	5108	29
SW00282	104	16480	39	18	2025732	5	0	5	9	1	1	0	13	9	764	93	8	1	56	572	36	197	2	24	897	10	480014	156	29	41	4	13	29	469	815232	290	60	157	27	13	52	1138	2
SW00283	361	87785	225	101	3525298	43	87	8	23	2	0	0	171	186	937	658	37	35	150	2228	76	626	28	94	1462	19	744181	2956	86	127	30	60	130	1978	609234	1638	25391	814	97	134	269	2344	24
SW00285	4	801	29	0	90315	0	0	0	0	0	0	0	0	1	1493	4	0	0	89	46	3	8	1	2	107	0	22876	22	1	0	1	1	0	19	70634	23	10	7	2	0	5	2025	0
SW00286	94	15432	70	17	1730606	3	5	1	2	1	0	0	4	27	446	226	11	0	81	622	23	139	7	9	560	8	739833	393	17	40	13	16	31	418	598214	457	169	347	16	14	127	3475	6
SW00287	57	4152	27	9	731810	1	0	0	5	0	0	0	5	18	478	52	4	0	68	295	14	114	13	5	311	13	203631	148	13	13	12	17	19	261	44432	206	56	123	8	9	38	6555	2
SW00288	7	5024	35	2	64233	0	3	1	1	0	0	0	2	7	839	12	0	0	62	78	2	15	0	2	58	0	28155	115	2	2	2	3	0	53	8579	25	9	20	8	3	4	3613	3
SW00289	202	17289	57	35	474214	12	11	2	4	3	1	0	19	47	1462	189	26	5	126	778	43	320	6	15	829	31	539460	299	34	37	27	35	62	670	35758	481	134	323	15	7	97	10909	7
SW00290	139	32572	88	48	2152839	7	6	6	2	0	0	0	22	26	657	214	23	14	114	549	41	207	3	18	595	37	572051	232	39	27	31	23	36	629	62795	365	158	175	23	30	99	3523	3
SW00291	52	8153	30	7	290951	3	0	0	0	0	0	0	9	8	652	77	1	8	57	203	12	97	6	5	203	7	217430	202	11	5	3	10	8	200	159493	141	46	99	13	8	38	966	5
SW00292	225	23150	74	41	1538550	15	14	5	4	3	0	1	30	54	1142	295	21	11	96	873	80	495	12	9	1332	35	744826	292	54	56	34	53	78	1015	487999	607	242	262	29	29	142	2319	8
SW00293	1001	116422	144	251	2731076	22	53	56	19	2	1	1	110	115	1119	1286	92	5	248	3327	140	2765	18	50	3547	106	1275166	571	392	158	153	292	305	4576	144245	1861	1671	734	63	128	321	183793	29
SW00294	215	38698	100	38	845441	9	13	2	38	0	1	0	38	156	1070	438	18	3	119	1247	57	426	6	19	1108	24	499035	245	52	42	70	71	63	1419	544502	940	146	221	16	27	132	4440	12
SW00295	127	13209	64	19	2719848	4	11	0	16	2	0	0	40	55	1041	199	10	5	115	921	76	228	18	36	650	23	1082764	419	8	48	25	35	50	681	64780	702	193	335	24	27	148	6173	6
SW00296	756	63696	262	130	6690427	96	29	5	35	3	1	0	195	235	909	1439	47	56	251	3329	217	1406	14	134	2571	139	3210675	874	172	161	146	130	195	3386	214708	2533	617	1147	45	84	544	3968	22
SW00297	493	47430	119	65	2303634	20	33	34	3	6	0	0	28	57	888	793	39	6	141	1596	55	975	12	32	2183	40	916805	561	116	53	94	162	122	1708	281839	1461	1171	514	33	62	277	4785	8
SW00298	326	25269	165	105	4187526	16	31	5	24	9	0	0	73	114	432	404	62	21	169	1928	61	850	41	40	2613	47	880656	725	130	71	43	1468	133	1675	279665	1126	273	604	40	44	254	33596	13
SW00299	4	819	15	2	103495	2	0	0	0	0	0	0	4	6	605	20	0	0	90	88	2	32	1	0	100	9	24972	33	2	6	6	1	3	67	7312	49	9	23	6	1	6	1644	0
SW00300	41	5906	33	7	630493	0	2	5	2	0	1	4	7	20	809	84	2	3	61	259	16	61	10	8	449	3	171771	2303	16	4	1	4	18	184	292197	227	54	169	12	30	46	1101	3
SW00301	223	62642	118	42	2180326	10	6	4	5	0	0	0	29	61	1350	424	21	15	149	981	52	415	4	20	975	52	1040523	402	33	40	34	39	74	945	87767	655	163	268	35	30	132	6687	10
SW00302	58	7220	45	4	792562	5	4	2	1	1	0	1	15	10	866	58	1	5	62	315	11	86	9	9	395	7	214558	417	4	10	10	3	18	198	276774	247	51	217	18	11	46	8042	2
SW00303	70	11706	75	17	1478388	5	1	2	0	1	0	0	11	63	942	174	4	5	52	936	21	147	38	28	411	15	584479	337	6	63	9	19	27	435	1028482	384	94	474	19	15	336	6048	6
SW00304	516	43386	153	95	6660294	63	31	7	16	0	0	0	172	159	586	890	43	30	103	2398	160	1095	8	84	1852	93	2399338	652	67	93	82	99	118	2111	208880	1662	505	889	57	50	407	4475	15
SW00305	262	51583	60	43	2677320	32	30	3	13	2	0	0	72	66	592	216	20	1	112	1025	48	407	10	26	854	38	877256	351	43	30	42	358	61	996	290757	674	164	368	22	34	99	7546	9
SW00306	16	2218	25	8	85257	0	1	0	1	2	0	0	10	3	697	19	0	1	49	123	7	26	1	1	84	4	234878	252	1	1	3	4	1	91	306566	90	19	55	13	2	10	499	0
SW00308	1053	153494	206	179	3963688	94	27	13	9	22	0	0	209	147	921	1843	108	37	270	3735	244	2566	17	189	26830	210	1321973	884	249	108	164	644	288	3971	160457	3209	2629	1338	87	253	545	138993	18
SW00309	355	75393	71	87	5109336	33	22	4	2	3	2	2	141	66	325	417	68	24	89	1539	90	686	10	52	1412	40	884048	405	62	67	57	68	82	1398	74187	1153	294	421	56	37	247	271775	10
SW00310	226	33722	92	35	3103423	6	16	8	3	2	0	0	60	75	730	766	21	6	144	1192	63	514	22	25	1036	34	2072566	685	59	30	38	32	63	1110	560015	815	300	462	28	51	178	7999	5
SW00311	472	244634	153	115	7127995	28	20	7	20	5	2	0	347	126	563	667	25	15	179	2096	167	1161	33	55	1989	114	1645938	802	123	65	88	83	195	2297	149048	1797	613	1026	56	83	331	432628	9
SW00312	238	42289	125	55	3461938	38	8	4	4	4	0	0	71	85	389	397	6	40	116	1565	111	354	25	71	926	72	1416395	792	21	99	19	29	123	878	51423	1167	222	762	40	75	193	889	9
SW00314	271	35863	60	19	3127495	16	22	5	0	1	2	2	27	40	570	221	15	8	79	884	48	263	2	37	702	55	832211	290	37	9	24	31	48	799	1046689	494	158	274	15	41	152	8165	2
SW00316	9	2852	64	3	78405	0	0	0	1	0	0	0	1	0	1910	27	2	1	113	86	3	33	1	0	109	0	38912	81	1	1	1	6	2	54	18012	35	12	21	9	4	4	9562	0
SW00317	305	25249	53	54	1802524	18	11	10	7	1	0	0	37	45	535	418	37	3	105	1132	32	692	8	29	1303	60	581304	246	58	42	49	64	93	1200	216490	659	378	444	22	15	96	97575	5
SW00318	96	8458	35	18	1235632	6	1	6	4	3	0	0	4	18	866	105	6	1	83	335	18	159	5	5	268	20	303124	146	19	20	20	15	18	317	69935	221	123	256	10	14	45	22588	1
SW00319	54	9177	48	19	665180	10	3	2	2	0	0	0	10	9	903	122	7	3	79	344	10	127	2	5	328	4	299736	108	18	9	9	25	23	218	34441	187	76	76	4	9	40	1130008	1
SW00321	270	28937	90	39	1442124	19	18	3	4	1	0	1	48	37	1137	534	20	9	116	1024	82	687	6	36	1289	65	571978	276	74	20	60	2214	112	1278	170474	651	344	377	24	30	143	51001	9
SW00322	318	44732	137	154	9977970	30	11	5	1	3	3	3	167	153	571	729	30	6	224	2108	117	474	27	27	1703	78	2241347	629	50	150	34	83	105	1991	103943	1715	476	634	202	54	270	789002	37
SW00323	3899	157707	279	69	7479443	215	24	14	3	5	1	1	55	129	2058	1833	83	9	191	3710	99	3684	17	74	4190	203	1344052	802	972	165	286	244	369	7122	882531	2018	691	551	42	214	261	570278	9
SW00324	296	28702	93	38	1918086	17	20	11	1	1	2	0	39	47	445	567	30	3	91	1181	83	794	13	48	5410	40	528927	248	67	24	60	54	113	1377	94929	828	2898	259	45	61	150	270651	7
SW00325	250	28703	96	70	1557402	18	12	11	2	0	0	0	55	87	899	479	23	12	149	1270	94	642	16	63	1196	72	800071	495	74	55	51	115	89	1233	51906	916	476	474	35	29	209	74974	6
SW00326	397	82706	115	47	3983530	48	25	20	20	1	3	0	59	116	454	1293	49	9	111	1692	117	604	24	47	1484	54	770780	914	107	91	83	79	120	1659	155575	1099	362	725	42	64	284	2513	13
SW00328	166	44800	51	34	1183385	18	15	3	5	1	0	0	29	83	673	342	15	2	128	1050	36	479	15	12	1386	39	824495	5678	74	35	50	114	38	978	78950	841	598	348	25	43	146	4491	11
SW00329	116	16050	99	31	3807535	10	15	2	4	1	0	1	31	87	1344	183	26	16	82	1168	42	178	14	17	651	66	1059994	421	48	19	17	12	75	668	77321	572	154	334	25	52	70	257102	11
SW00331	12	2126	23	7	88299	3	0	1	2	0	0	0	0	5	1181	14	3	1	66	113	6	12	4	0	39	1	130778	28	2	5	0	2	7	43	464631	39	5	36	2	3	14	1702	0
SW00333	460	45355	86	74	4588445	18	12	7	6	4	0	0	62	44	612	628	37	0	110	1414	77	814	7	36	1511	69	1590306	600	78	60	66	344	134	1661	177917	988	462	443	23	59	220	55695	20
SW00334	204	34760	96	51	7213189	10	13	2	1	0	2	0	88	61	625	373	33	3	87	1512	56	478	5	40	1406	67	1900913	490	59	38	39	42	125	1219	314642	1551	224	404	67	34	189	2629	11
SW00335	267	31315	104	49	4382539	11	15	3	5	7	0	0	35	57	277	446	37	7	52	1343	87	494	6	32	949	70	1113709	373	37	54	49	58	75	1184	833295	775	240	561	88	33	230	1486	20
SW00337	36	9760	31	8	1120181	1	1	0	1	0	1	0	6	6	989	36	4	0	79	180	6	49	4	1	144	7	119265	58	10	18	2	6	8	145	276596	79	40	51	7	5	7	1921	0
SW00338	80	7551	23	12	286710	10	4	1	2	1	0	0	15	26	430	123	2	1	37	354	9	186	7	4	243	6	386459	165	10	12	12	18	28	315	41232	255	63	310	18	3	44	1024006	5
SW00339	311	62381	78	70	6951941	16	18	2	5	2	0	0	94	68	456	360	44	2	180	1623	19	705	8	31	1111	45	1373489	752	104	64	28	89	112	1323	108422	935	523	371	51	52	182	32635	9
SW00340	299	22448	106	56	2981884	10	17	4	10	3	0	2	63	69	402	480	23	8	104	1491	49	446	22	46	953	57	1558959	573	81	69	46	2345	91	1280	78723	866	205	444	48	49	199	231581	12
SW00341	343	59536	88	102	4430877	11	28	3	7	1	0	1	47	108	1002	490	37	8	170	1816	103	582	15	33	1337	72	1663210	828	63	69	48	60	100	1476	123747	1124	360	594	129	52	207	72912	12
SW00342	430	52151	103	94	1334623	14	27	11	5	1	0	0	29	53	1106	651	55	5	122	1312	73	1334	14	16	2620	39	798170	342	190	44	95	112	123	2126	1415859	1054	832	280	29	67	196	489907	10
SW00343	71	4832	18	13	262229	4	5	0	13	0	0	0	17	29	673	63	1	0	55	290	19	90	2	6	743	8	108235	145	20	11	10	19	18	352	20511	195	56	101	22	8	38	5311	1
SW00344	60	23959	43	18	1663458	5	7	1	3	0	0	0	14	23	729	129	4	10	43	569	34	147	22	24	377	16	1071030	451	20	15	10	14	27	361	179080	365	213	225	12	18	105	1683	2
SW00345	257	8349	47	78	6342715	54	9	6	0	0	0	0	36	38	267	163	9	5	129	1656	43	332	4	20	909	47	1240907	574	55	66	69	47	39	950	162293	750	229	559	44	27	94	1825	4
