sample_id	Acidimicrobiia	Acidithiobacillia	Acidobacteriia	Actinobacteria	Alphaproteobacteria	Anaerolineae	Aquificae	Archaeoglobi	Ardenticatenia	Bacilli	Bacteroidia	Betaproteobacteria	Blastocatellia	Caldilineae	Calditrichae	Candidatus Brocadiae	Chitinophagia	Chlamydiia	Chlorobia	Chloroflexia	Chrysiogenetes	Chthonomonadetes	Clostridia	Coprothermobacteria	Coriobacteriia	Cytophagia	Deferribacteres	Dehalococcoidia	Deinococci	Deltaproteobacteria	Dictyoglomia	Elusimicrobia	Endomicrobia	Epsilonproteobacteria	Erysipelotrichia	Fibrobacteria	Fimbriimonadia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Gemmatimonadetes	Gloeobacteria	Halobacteria	Hydrogenophilalia	Ignavibacteria	Kiritimatiellae	Ktedonobacteria	Lentisphaeria	Limnochordia	Methanobacteria	Methanococci	Methanomicrobia	Methanopyri	Methylacidiphilae	Mollicutes	Negativicutes	Nitriliruptoria	Nitrososphaeria	Nitrospira	Oligoflexia	Opitutae	Phycisphaerae	Planctomycetia	Rubrobacteria	Saprospiria	Spartobacteria	Sphingobacteriia	Spirochaetia	Synergistia	Tepidiformia	Thermococci	Thermodesulfobacteria	Thermoleophilia	Thermomicrobia	Thermoplasmata	Thermoprotei	Thermotogae	Tissierellia	Unclassified Acidobacteria Phylum	Unclassified Actinobacteria Phylum	Unclassified Armatimonadetes Phylum	Unclassified Bacteroidetes Phylum	Unclassified Balneolaeota Phylum	Unclassified Candidatus Bipolaricaulota Phylum	Unclassified Candidatus Cloacimonetes Phylum	Unclassified Candidatus Gracilibacteria Phylum	Unclassified Candidatus Korarchaeota Phylum	Unclassified Candidatus Micrarchaeota Phylum	Unclassified Candidatus Saccharibacteria Phylum	Unclassified Chloroflexi Phylum	Unclassified Cyanobacteria Phylum	Unclassified Elusimicrobia Phylum	Unclassified Euryarchaeota Phylum	Unclassified Firmicutes Phylum	Unclassified Kiritimatiellaeota Phylum	Unclassified Planctomycetes Phylum	Unclassified Proteobacteria Phylum	Unclassified Tenericutes Phylum	Unclassified Thaumarchaeota Phylum	Unclassified Verrucomicrobia Phylum	Unclassified candidate division Zixibacteria Phylum	Verrucomicrobiae	Vicinamibacteria	Zetaproteobacteria
SW00270	151	199	791	76549	33930	342	164	54	111	61934	4528485	23563	37	155	64	28	1630	114	1032	177	71	45	1476682	10	22266	4903	173	432	2133	91950	31	17	26	7577	43317	101	43	7580	1658	1643993	230	177	1400	18	148	128	52	31130	230	3087	82	750	7	15	782	6881	168	25	264	198	596	390	1504	524	161	6	2444	2266	1010	88	328	77	259	172	253	173	450	4037	18	1021	74	15579	37	47	17	2	1	1	105	9	3257	25	21	31748	101	2209	13294	43	46	147	29	167521	115	57
SW00271	79	90	458	51519	17789	171	149	57	64	37481	2614533	12711	40	81	15	19	995	145	899	143	36	34	1734862	25	14258	2901	114	271	1159	7306	38	44	46	3596	17803	86	52	5891	924	335251	157	99	780	21	65	60	29	2837	109	932	82	493	20	14	1165	47787	122	9	164	207	336	215	796	325	48	6	1578	1678	856	65	173	66	62	98	145	132	361	1530	12	627	52	16148	39	17	10	4	0	0	132	4	2340	22	4	35812	47	1183	6176	80	18	80	27	128742	57	34
SW00272	25	139	238	17036	10306	100	90	18	49	24800	6494806	7259	45	29	27	17	2075	102	546	52	40	16	1752233	10	7588	5065	53	121	672	3132	13	11	3	5132	11856	44	19	13032	613	26473	68	40	372	1	188	18	24	52	62	154	60	461	13	27	598	84169	46	40	129	193	209	102	454	116	189	0	3777	1377	574	12	148	50	18	56	97	140	249	851	7	315	41	80527	79	1	17	2	0	0	75	2	1858	11	28	21205	40	743	3429	30	19	53	7	27788	23	24
SW00273	31	43	297	17384	10635	72	228	13	24	43961	2474995	10361	37	17	20	21	1745	162	1851	179	29	9	798058	7	15113	5124	61	171	610	33765	52	12	81	1650	6429	50	14	12818	4679	45379	84	26	381	34	130	10	16	66	38	146	37	302	21	29	770	57074	51	45	136	230	283	161	628	86	170	3	3571	1361	271	18	200	90	26	56	57	186	258	8828	1	272	44	26084	59	7	13	0	0	0	131	0	1962	6	5	12802	22	967	3892	25	30	81	6	32181	21	119
SW00274	0	0	6	794	352	1	16	0	2	6286	66001	480	2	2	0	0	38	2	427	1	2	0	38769	0	793	160	3	3	11	142	1	0	0	72	2089	0	2	210	20	388437	2	1	17	2	2	1	0	1	1	91	5	10	1	0	22	2226	4	1	1	8	7	2	12	4	7	0	77	33	20	1	2	1	1	0	4	50	9	600	0	5	0	389	0	0	2	0	0	0	0	0	81	0	0	558	0	19	848	0	0	3	0	4464	0	1
SW00275	1	3	19	879	574	4	33	3	0	4117	67101	847	0	0	0	0	153	10	997	3	1	7	25802	0	339	405	2	14	22	322	1	0	3	184	347	0	0	669	25	703569	5	0	23	1	5	5	1	3	3	6	4	30	6	7	28	599	2	3	7	14	1	5	31	4	13	0	216	68	9	1	11	3	1	0	11	85	11	256	1	21	5	439	3	0	7	0	0	0	1	0	110	0	0	473	0	72	527	0	0	4	3	401	2	0
SW00276	28	26	207	35128	9308	74	47	30	58	9587	4459457	7079	5	15	12	11	303	51	449	20	16	17	1462644	2	2421	1051	36	80	495	2707	6	3	5	5257	39275	17	18	2527	528	175688	40	33	342	2	23	28	18	46	60	111	33	187	17	2	197	4190	36	2	45	151	95	54	324	96	45	0	704	611	435	16	34	54	20	41	55	39	62	778	3	228	12	22395	8	3	7	0	0	0	13	1	625	1	8	11208	30	365	2540	7	39	29	11	5841	11	41
SW00279	15	6	23	2203	970	10	31	0	3	5373	115881	1070	4	5	2	2	93	11	722	16	0	0	65177	1	890	435	12	10	57	325	2	0	1	410	2570	9	1	694	96	15532	6	1	40	2	10	2	1	10	2	175	5	29	3	2	60	2028	9	1	12	16	19	18	41	11	2	0	179	86	20	0	15	3	8	12	9	66	17	349	1	28	4	874	0	1	0	1	0	0	3	0	122	0	1	1654	2	74	383	3	4	6	3	2712	8	2
SW00280	28	51	113	19878	7645	61	35	20	57	20462	2113709	8286	13	5	9	15	612	83	442	47	16	4	2554934	1	16836	1635	113	54	290	5087	13	8	25	7030	19203	18	0	3239	517	1674175	23	15	376	16	15	7	6	48	32	54	61	219	12	8	935	23990	40	8	46	88	82	58	304	69	62	1	1117	766	189	1	104	33	11	22	63	48	185	699	7	118	7	3715	20	10	1	4	0	1	8	0	1054	3	2	19735	13	546	3712	45	19	62	4	1802058	9	22
SW00281	96	89	423	26735	16382	156	238	47	39	27550	3065967	12883	17	30	35	31	1130	143	429	82	38	11	1306466	11	11533	3564	205	242	1060	5810	31	17	27	3609	13077	71	18	7972	1801	29778	164	86	801	6	225	53	17	129	83	253	107	537	5	18	1110	35520	150	36	173	165	315	228	787	249	94	3	1855	1785	589	76	188	82	36	61	145	154	398	1034	25	450	46	17727	38	10	8	6	0	0	72	3	2436	38	12	29778	72	1388	5469	101	68	110	29	4662	96	33
SW00282	16	28	83	14349	3769	27	39	6	1	18779	2006294	12547	6	2	0	2	495	9	764	38	8	1	451256	1	1980	1053	36	12	197	1216	2	0	22	1729	4144	10	5	3250	156	793028	29	3	126	13	41	2	1	13	8	568	42	95	3	13	151	1084	12	7	29	44	59	38	176	36	25	1	1054	290	60	3	36	13	5	9	19	56	52	552	3	82	12	13561	5	5	9	1	1	0	13	0	569	2	2	4191	2	253	2848	6	20	25	2	1040	12	10
SW00283	38	73	310	83632	11958	56	225	58	31	35480	3484648	8382	22	44	87	14	1508	186	937	168	37	42	638642	35	3744	6031	76	297	626	5085	28	5	84	22191	4221	19	15	14647	2956	554090	86	18	585	11	127	15	9	60	62	115	108	338	9	15	770	12290	44	46	130	211	220	165	625	80	239	1	3496	1638	25391	7	156	134	24	32	88	150	269	36967	0	223	44	14729	43	8	23	2	0	0	171	14	2210	5	5	16519	15	1174	7180	44	51	77	24	2031	29	53
SW00285	0	1	3	518	233	1	29	2	0	7998	89682	624	0	0	0	0	45	1	1493	1	0	0	12886	0	274	97	3	2	8	165	1	1	1	191	178	0	0	144	22	68800	1	0	13	0	0	1	0	1	1	74	1	3	5	0	7	1496	0	1	0	5	1	3	4	1	0	0	25	23	10	0	4	0	0	0	5	89	5	41	0	8	0	322	0	0	0	0	0	0	0	0	46	0	0	276	0	12	615	0	1	0	0	2024	1	0
SW00286	10	21	78	4677	3290	33	70	7	4	39282	1719920	2508	11	14	5	10	337	27	446	22	11	1	655806	0	10620	868	23	128	139	2411	7	2	7	1711	31889	8	7	2535	393	586860	17	6	131	3	40	5	6	16	14	209	35	113	5	2	334	2150	12	8	31	55	46	32	164	44	20	3	1126	457	169	4	31	14	11	15	26	81	127	772	1	58	9	5800	3	1	2	1	0	0	4	0	616	0	3	9920	8	212	1346	13	8	25	6	3399	4	9
SW00287	3	16	49	2861	2122	9	27	4	7	6294	724054	2625	6	3	0	3	324	18	478	11	4	2	176229	0	1214	845	14	13	114	1242	13	0	5	1351	1822	13	1	1768	148	36178	13	3	84	1	13	5	5	17	6	88	23	72	8	5	115	16583	9	3	19	30	36	25	87	13	17	0	654	206	56	2	17	9	1	0	15	68	38	145	0	51	6	4148	1	0	5	0	0	0	5	2	292	0	0	2552	7	146	854	8	5	8	2	6506	2	13
SW00288	0	1	5	4485	315	1	35	0	1	3832	63449	691	0	3	3	2	80	7	839	0	0	0	21583	0	524	161	2	7	15	69	0	0	1	193	366	0	0	187	115	7206	2	0	8	0	2	0	0	3	0	33	4	8	1	0	19	1770	0	7	0	6	4	7	15	3	3	0	65	25	9	0	3	3	1	0	1	62	4	158	0	11	2	288	0	1	1	0	0	0	2	0	78	1	0	446	2	29	97	1	1	2	3	3607	2	1
SW00289	12	14	161	11806	5432	55	57	10	18	13836	461574	4364	11	11	11	4	745	47	1462	28	26	2	503880	5	5196	2178	43	36	320	1684	6	2	12	1321	4745	31	14	4321	299	21183	34	16	226	4	37	15	12	35	13	297	28	153	9	11	305	9832	39	9	62	43	73	73	221	75	22	3	1481	481	134	9	63	7	23	20	40	126	97	525	10	138	19	3893	12	2	4	3	1	0	19	0	762	1	3	6629	12	372	1708	18	6	16	7	10806	20	5
SW00290	9	28	118	17237	5545	59	88	5	9	11100	2133569	7486	11	6	6	10	550	26	657	29	23	9	545445	14	15045	1413	41	76	207	7388	3	3	11	2710	5325	37	7	2843	232	37013	39	10	233	4	27	9	12	23	25	113	17	136	7	4	165	2543	31	13	36	77	119	53	233	65	34	1	1167	365	158	12	37	30	9	11	43	114	99	426	0	176	32	13263	7	6	2	0	0	0	22	0	539	4	4	7187	22	333	2535	10	10	24	3	3375	10	9
SW00291	8	4	37	6696	1645	26	30	1	6	5435	288660	1510	1	1	0	0	77	8	652	13	1	3	193722	8	1333	251	12	19	97	448	6	1	4	500	13270	7	1	531	202	154835	11	11	97	0	5	3	2	10	18	38	12	22	5	24	86	1036	16	4	8	9	26	14	81	39	8	1	119	141	46	3	16	8	3	7	12	57	38	1277	1	58	3	1305	3	0	0	0	0	0	9	0	192	0	0	2672	0	105	542	13	9	1	5	914	13	0
SW00292	34	21	174	13084	7362	57	74	19	27	37302	1527104	7830	12	11	14	22	615	54	1142	55	21	7	660816	11	9658	1934	80	86	495	3360	12	1	8	1642	6173	35	13	3308	292	464472	54	34	358	2	56	19	18	53	68	547	25	217	3	9	246	28874	63	14	78	91	159	74	388	96	39	1	1152	607	242	10	94	29	21	30	65	96	142	622	6	194	21	4398	15	5	4	3	0	1	30	1	839	0	4	10971	15	531	3203	16	15	34	8	2116	33	16
SW00293	284	152	840	85248	36489	214	144	29	110	28816	2696963	26420	32	83	53	13	1708	115	1119	196	92	59	1155158	5	28507	6125	140	309	2765	14391	18	7	39	9138	19417	106	80	8770	571	45764	392	106	1680	45	158	80	65	292	229	614	74	641	17	24	677	37991	319	38	305	175	818	402	1813	567	145	2	2744	1861	1671	83	269	128	196	216	213	248	321	3724	16	1301	112	14621	22	56	19	2	1	1	110	10	3221	4	10	29831	73	2348	11619	57	25	126	29	182823	113	52
SW00294	33	40	188	34586	7150	36	100	59	10	12033	822782	6435	12	13	13	7	1588	156	1070	56	18	16	470385	3	3687	4656	57	232	426	3452	6	7	11	1604	5548	24	13	7884	245	521978	52	24	416	8	42	56	5	71	38	60	26	233	3	80	212	4434	61	8	63	181	105	134	375	102	95	0	2724	940	146	67	152	27	22	17	153	119	132	842	0	207	9	5712	9	2	38	0	1	0	38	2	1223	1	6	5755	14	903	3630	9	8	33	12	4222	15	24
SW00295	9	43	105	8245	7369	47	64	10	18	15197	2712307	5202	10	9	11	11	526	55	1041	42	10	4	987968	5	4788	1142	76	42	228	2032	18	8	23	6634	8731	23	5	2417	419	41086	8	13	217	19	48	6	10	35	20	102	62	175	3	15	292	55812	21	10	50	73	56	64	238	39	21	1	854	702	193	18	36	27	5	13	31	115	148	422	1	102	10	2581	4	0	16	2	0	0	40	0	908	5	14	14614	19	368	2314	43	14	42	6	6059	11	8
SW00296	107	169	594	39831	22801	396	262	50	55	41616	6628965	20834	59	103	29	54	2658	235	909	217	47	26	3093207	56	22541	6804	217	485	1406	6923	14	29	66	5693	23756	139	10	13162	874	148137	172	109	974	34	161	49	27	130	87	295	79	653	22	50	1057	12896	87	20	195	349	482	293	1209	288	146	4	4580	2533	617	90	207	84	63	65	258	251	544	3991	6	779	94	34112	96	5	35	3	1	0	195	1	3220	39	33	35122	97	1830	9623	90	25	99	22	3333	97	145
SW00297	60	35	406	33715	15263	165	119	34	62	22415	2287356	13717	36	30	33	35	691	57	888	128	39	6	853934	6	12846	1795	55	248	975	7387	12	7	12	1635	13959	40	31	3226	561	238584	116	37	714	9	53	52	32	162	167	838	26	295	15	8	481	3564	114	10	122	80	281	144	615	248	61	16	1719	1461	1171	28	153	62	37	99	94	141	277	714	21	410	28	8786	20	34	3	6	0	0	28	1	1559	13	14	22052	42	914	5108	33	23	44	8	4436	30	21
SW00298	58	62	247	17016	13379	76	165	11	28	18411	4163015	7679	19	37	31	27	780	114	432	87	62	11	754867	21	7640	2835	61	115	850	6976	41	11	18	5857	11245	47	49	3709	725	238798	130	86	518	16	71	12	11	1468	44	1291	68	374	0	12	573	79207	77	17	133	133	210	186	707	122	49	2	1355	1126	273	11	154	44	24	38	186	169	254	631	3	332	45	15783	16	5	24	9	0	0	73	1	1842	11	11	16251	31	755	6754	31	23	68	13	33304	57	11
SW00299	0	1	4	680	456	2	15	1	1	3222	100166	742	0	2	0	1	151	6	605	4	0	0	18986	0	123	331	2	7	32	230	1	0	0	281	336	9	0	723	33	5438	2	3	21	0	6	6	2	1	0	50	4	13	5	1	23	1994	0	6	3	6	11	9	18	5	5	0	300	49	9	1	2	1	0	1	4	90	6	19	0	11	2	1819	2	0	0	0	0	0	4	0	85	0	0	415	0	39	154	0	0	6	0	1626	0	4
SW00300	2	2	34	4280	1226	18	33	1	9	33102	625090	1181	2	4	2	5	176	20	809	20	2	0	104393	3	1552	474	16	19	61	370	10	1	5	1850	24723	3	4	1325	2303	286992	16	3	53	4	4	0	2	4	3	295	16	48	2	128	150	1528	14	8	18	21	32	12	68	16	14	1	258	227	54	4	25	30	3	8	5	61	46	3937	0	39	3	3156	0	5	2	0	1	4	7	0	256	2	4	4085	1	99	549	19	4	7	3	933	5	2
SW00301	32	30	172	33138	7975	72	118	15	14	18877	2163771	10334	10	11	6	13	584	61	1350	79	21	12	984467	15	28988	1508	52	209	415	5150	4	5	15	6065	9617	52	4	3110	402	54942	33	47	349	6	40	12	10	39	19	221	40	177	11	8	251	7350	45	19	74	89	109	72	340	94	28	0	1111	655	163	16	75	30	26	12	75	149	132	5612	4	319	26	10214	10	4	5	0	0	0	29	1	934	0	12	14581	22	520	3151	17	16	26	10	6544	37	25
SW00302	9	14	50	4090	1569	14	45	7	3	7530	788871	1720	2	7	4	1	177	10	866	6	1	2	185228	5	3028	544	11	17	86	803	9	0	7	1053	13339	7	0	922	417	270871	4	2	68	0	10	4	3	3	6	191	29	56	6	7	206	3376	10	11	18	23	21	12	75	24	9	0	339	247	51	3	22	11	6	5	15	62	46	320	1	53	2	1700	5	2	1	1	0	1	15	0	313	2	1	4759	6	110	715	11	7	21	2	7993	5	6
SW00303	6	21	59	4996	3820	22	75	12	8	15998	1464473	5241	4	3	1	3	548	63	942	68	4	0	464100	5	6587	1808	21	61	147	1137	38	3	19	3126	7152	15	1	6796	337	1013093	6	12	120	32	63	2	4	19	14	40	16	96	3	3	439	86147	9	8	27	72	31	32	125	9	23	8	1337	384	94	1	71	15	5	4	48	52	336	4171	4	94	16	3403	5	2	0	1	0	0	11	3	924	6	5	6897	7	275	1929	35	11	45	6	5961	3	11
SW00304	67	115	384	26539	15629	238	153	47	41	32583	6612115	13160	34	127	31	18	1847	159	586	119	43	12	2304574	30	16004	4861	160	222	1095	5103	8	22	45	2806	16302	93	9	9301	652	165786	67	105	602	14	93	24	22	99	63	281	51	496	8	19	848	20286	60	25	118	250	376	131	849	184	86	6	3339	1662	505	77	157	50	35	44	180	103	407	717	6	497	74	28745	63	7	16	0	0	0	172	0	2293	17	30	24813	58	1113	5963	41	32	68	15	4006	92	54
SW00305	30	75	217	35433	6469	40	60	19	8	27091	2650446	7323	12	17	30	16	788	66	592	31	20	23	776530	1	15861	2681	48	85	407	1832	10	0	22	6050	7868	38	5	4318	351	266042	43	57	397	9	30	15	11	358	38	56	48	203	7	11	356	51672	42	9	61	91	125	81	354	71	95	1	1298	674	164	6	76	34	3	18	46	112	99	3162	0	143	15	17694	32	3	13	2	0	0	72	0	968	4	2	10895	27	545	2848	12	13	36	9	7373	33	18
SW00306	1	16	13	1753	611	5	25	2	0	28697	83156	738	1	0	1	0	145	3	697	4	0	1	62816	1	450	413	7	6	26	148	1	0	1	190	854	4	4	719	252	298397	1	1	15	0	1	1	2	4	0	15	8	27	0	1	50	140233	0	5	1	8	16	7	30	5	8	0	263	90	19	0	14	2	0	2	2	49	10	1112	2	9	3	553	0	0	1	2	0	0	10	0	122	0	1	1166	2	54	6458	5	8	2	0	480	0	0
SW00308	141	169	768	117988	33015	370	206	31	219	49675	3922687	22885	123	254	27	24	1537	147	921	155	108	64	1191213	37	33033	4845	244	417	2566	16573	17	45	134	4612	18886	210	42	8587	884	72131	249	268	1518	77	108	68	103	644	264	4114	182	727	18	32	1245	21665	209	47	288	317	795	339	1567	887	184	7	3021	3209	2629	187	347	253	86	128	19856	270	545	1565	22	1150	73	22827	94	13	9	22	0	0	209	10	3467	10	37	38705	96	2041	10633	93	40	239	18	137920	140	45
SW00309	22	64	273	47086	10532	106	71	12	30	56221	5074949	9786	23	10	22	12	1823	66	325	63	68	16	669292	24	27790	5269	90	163	686	5426	10	12	21	2438	8062	40	43	9498	405	41805	62	39	301	3	67	14	22	68	65	451	28	443	2	23	401	138121	63	6	82	101	232	174	379	89	134	2	3274	1153	294	8	88	37	17	15	84	89	247	507	3	326	28	14389	33	4	2	3	2	2	141	0	1500	19	3	11780	43	833	4000	20	50	77	10	271441	56	32
SW00310	32	40	201	19780	7884	122	92	27	79	222542	3090322	6510	6	34	16	13	528	75	730	40	21	10	1755266	6	13499	1789	63	419	514	2675	22	1	18	4204	58425	34	12	3928	685	535383	59	38	353	2	30	11	23	32	46	169	63	252	8	11	403	12426	63	9	63	92	110	106	472	111	65	5	922	815	300	13	64	51	14	35	87	144	178	4289	6	223	13	5869	6	8	3	2	0	0	60	1	1154	6	13	19572	27	519	3197	59	19	31	5	7842	13	28
SW00311	128	118	377	204204	17928	187	153	58	46	45177	7103000	15343	22	35	20	32	1097	126	563	107	25	22	1459439	15	39424	2525	167	128	1161	10498	33	13	24	6857	23851	114	40	4813	802	92120	123	89	746	11	65	24	42	83	139	128	119	546	41	29	942	79068	125	30	195	147	332	204	753	222	63	3	1726	1797	613	54	193	83	35	61	151	179	331	1850	20	496	53	14771	28	7	20	5	2	0	347	7	2007	18	7	36414	64	1308	5945	84	26	61	9	432203	53	81
SW00312	9	34	203	14180	5743	96	125	44	25	21978	3448528	8123	8	22	8	17	620	85	389	54	6	26	1188461	40	27759	1078	111	134	354	1738	25	14	54	1697	10046	72	6	3635	792	31607	21	25	212	3	99	6	25	29	29	147	60	249	4	11	721	177509	31	18	123	165	88	96	297	72	22	2	955	1167	222	11	108	75	4	30	86	116	193	825	6	234	23	7100	38	4	4	4	0	0	71	0	1540	3	16	17547	13	468	2255	41	22	13	9	775	21	58
SW00314	14	84	235	19150	7522	59	60	17	13	113187	3108475	28319	5	6	22	11	567	40	570	43	15	6	692657	8	16443	1357	48	41	263	8712	2	16	12	2421	11238	55	8	2541	290	990914	37	19	325	8	9	10	21	31	53	49	19	204	3	10	265	4409	24	10	48	80	91	49	328	86	33	3	1047	494	158	9	44	41	7	29	30	79	152	1299	0	139	5	13475	16	5	0	1	2	2	27	0	865	9	11	9368	14	411	8623	9	5	29	2	8032	31	6
SW00316	1	3	6	2243	1655	6	64	5	5	6838	77518	1177	0	4	0	1	89	0	1910	7	2	0	29693	1	593	107	3	4	33	254	1	0	0	71	380	0	3	233	81	14689	1	4	18	4	1	1	1	6	4	57	2	11	12	1	19	1529	1	8	2	5	6	4	19	4	11	0	110	35	12	0	3	4	4	0	1	113	4	47	1	6	0	337	0	0	1	0	0	0	1	0	82	0	0	421	0	30	154	2	1	2	0	9553	2	0
SW00317	50	58	243	18474	10705	105	53	18	38	11005	1790908	8239	16	60	11	10	584	45	535	51	37	6	527997	3	6154	1490	32	70	692	24149	8	9	18	1234	18717	60	21	2673	246	167631	58	45	433	5	42	33	18	64	51	348	45	289	3	9	410	12660	49	17	93	103	271	116	448	140	29	4	768	659	378	37	89	15	50	32	66	105	96	1886	16	332	27	6072	18	10	7	1	0	0	37	7	1087	2	12	8988	16	626	4349	34	5	119	5	97172	30	17
SW00318	7	11	81	4912	2557	26	35	10	10	7336	1230332	2182	2	5	1	2	266	18	866	9	6	1	285088	1	3424	681	18	33	159	2674	5	4	1	4324	4180	20	9	1213	146	57206	19	10	102	0	20	7	4	15	15	26	18	60	2	2	236	1506	3	4	18	22	49	25	96	45	19	0	421	221	123	8	30	14	15	10	13	83	45	885	2	52	8	2700	6	6	4	3	0	0	4	0	325	0	7	4114	13	194	956	20	6	24	1	22513	11	3
SW00319	11	37	44	6912	2578	24	48	4	6	13066	659302	2503	1	7	3	1	283	9	903	16	7	5	266064	3	2092	662	10	57	127	6885	2	3	2	623	1009	4	4	1437	108	20912	18	18	97	1	9	7	4	25	8	97	6	56	11	8	67	16818	23	3	23	26	31	26	85	43	25	0	367	187	76	3	29	9	5	5	26	79	40	507	1	91	10	3104	10	2	2	0	0	0	10	0	326	0	2	2264	2	106	863	9	1	46	1	1129923	8	13
SW00321	62	54	205	21422	9597	102	90	26	31	13493	1435874	7399	21	69	18	11	379	37	1137	39	20	4	528529	9	6785	1002	82	197	687	4434	6	15	18	1429	5471	65	5	1310	276	144245	74	46	508	13	20	40	26	2214	63	268	26	257	5	8	360	13391	60	16	112	80	234	122	494	191	17	0	377	651	344	28	124	30	59	38	67	116	143	437	9	358	30	3165	19	3	4	1	0	1	48	4	978	3	8	10594	20	651	3213	17	8	67	9	50692	35	10
SW00322	26	100	290	16939	11977	104	137	76	35	30747	9904182	15529	5	34	11	25	2887	153	571	221	30	95	1745246	6	27239	6407	117	224	474	3444	27	3	15	3839	17053	78	38	12907	629	63635	50	38	562	15	150	15	19	83	51	181	137	414	31	21	598	419436	60	50	105	280	234	174	746	109	115	2	4780	1715	476	13	184	54	13	79	110	224	270	876	1	346	21	46692	30	5	1	3	3	3	167	0	2070	9	8	27938	19	1046	5091	36	152	69	37	788676	22	33
SW00323	203	288	3046	127479	52459	150	279	67	45	33158	7380010	43134	434	89	24	44	4375	129	2058	372	83	21	1261317	9	27240	22585	99	437	3684	15857	17	5	55	6913	14337	203	21	13478	802	745981	972	64	2682	22	165	258	17	244	87	121	55	870	2	14	501	7651	482	16	369	365	1568	440	2550	683	175	2	4529	2018	691	241	255	214	304	296	133	191	261	3534	12	1316	27	54291	215	14	3	5	1	1	55	186	3646	14	5	23968	28	4088	17478	50	26	187	9	568507	407	34
SW00324	53	75	233	22084	10650	115	93	18	82	12131	1901712	7523	21	45	20	14	729	47	445	53	30	12	464838	3	5819	1984	83	129	794	5525	13	15	28	2558	7063	40	12	3868	248	64940	67	38	594	14	24	17	20	54	80	206	27	307	12	9	242	35053	63	36	113	87	215	124	485	256	67	5	1120	828	2898	62	128	61	34	60	4101	91	150	580	3	393	14	8606	17	11	1	1	2	0	39	1	1143	5	17	9182	43	754	3540	17	9	37	7	270385	39	17
SW00325	65	53	202	20173	9251	91	96	16	29	17825	1546085	9592	8	34	12	9	484	87	899	80	23	18	739494	12	7958	1790	94	158	642	3230	16	5	32	4910	8578	72	5	2944	495	21461	74	41	501	7	55	20	15	115	57	83	55	270	7	10	439	18687	54	25	89	121	184	141	402	138	32	4	848	916	476	24	114	29	36	48	142	149	209	2381	2	279	47	5219	18	11	2	0	0	0	55	0	1229	26	8	13049	31	681	3247	35	10	24	6	74752	38	34
SW00326	62	87	332	37782	13022	114	115	22	24	23342	3947903	18756	28	29	25	31	1701	116	454	87	49	8	651391	9	44007	3947	117	930	604	8098	24	10	30	3280	15480	54	12	8415	914	106260	107	37	502	15	91	30	28	79	33	228	57	460	1	14	692	62687	88	10	120	190	226	152	587	146	86	3	2915	1099	362	25	129	64	35	56	79	111	284	836	4	586	27	18563	48	20	20	1	3	0	59	0	1655	7	6	17011	53	889	5819	33	32	61	13	2209	33	48
SW00328	38	34	140	36339	7370	98	51	14	28	14837	1168080	8522	9	21	15	22	713	83	673	55	15	4	784741	2	7979	1577	36	82	479	14774	15	2	8	1414	9760	39	6	4084	5678	44165	74	19	618	10	35	13	10	114	30	310	38	262	16	14	326	3063	50	11	38	97	91	107	315	114	36	0	1146	841	598	10	68	43	18	36	56	128	146	2681	4	262	24	7749	18	3	5	1	0	0	29	2	1031	2	4	9383	37	534	2541	22	14	39	11	4347	13	23
SW00329	13	69	100	7995	4606	40	99	19	6	15475	3795198	7327	5	16	15	30	628	87	1344	44	26	22	1013127	16	7841	2083	42	40	178	2814	14	5	11	15462	10349	66	2	3997	421	44248	48	11	194	10	19	2	9	12	32	63	41	223	2	9	326	5692	12	16	75	96	141	75	220	43	31	7	1099	572	154	7	33	52	12	21	42	82	70	4847	0	134	7	4499	10	2	4	1	0	1	31	0	1157	1	34	10472	15	343	2666	8	9	54	11	256891	11	23
SW00331	0	3	11	1411	433	0	23	0	1	102981	86503	830	0	4	0	2	95	5	1181	1	3	1	13512	1	698	258	6	5	12	281	4	0	0	179	336	1	2	763	28	462560	2	0	9	2	5	0	1	2	0	10	5	3	2	2	34	11371	1	1	7	7	4	5	8	2	3	0	194	39	5	2	9	3	1	0	1	66	14	2215	0	13	4	483	3	1	2	0	0	0	0	0	113	0	0	363	0	28	336	2	1	5	0	1691	1	0
SW00333	53	86	382	31464	14675	179	86	30	60	159182	4566903	13091	21	25	12	14	705	44	612	92	37	21	1358429	0	13119	2571	77	167	814	12518	7	27	6	3318	18230	69	16	3724	600	128131	78	69	681	6	60	31	30	344	82	182	43	334	23	14	424	32841	68	14	134	135	257	145	642	198	36	6	855	988	462	20	90	59	46	55	101	110	220	1455	5	407	37	13651	18	7	6	4	0	0	62	0	1345	3	27	20087	35	860	5933	19	9	54	20	55364	52	24
SW00334	28	45	171	22434	9437	90	96	23	34	21700	7186364	12265	10	16	13	6	778	61	625	66	33	7	1840752	3	11757	2690	56	115	478	2865	5	15	11	3206	11651	67	20	3803	490	282899	59	49	367	2	38	5	26	42	72	332	96	338	12	10	388	8761	73	18	125	119	147	75	455	97	24	5	1077	1551	224	8	156	34	12	17	76	87	189	2580	1	359	24	18453	10	2	1	0	2	0	88	1	1463	14	6	15397	34	683	3788	16	49	37	11	2430	22	16
