sample_id	Acidimicrobiia	Acidithiobacillia	Acidobacteriia	Actinobacteria	Alphaproteobacteria	Anaerolineae	Aquificae	Archaeoglobi	Ardenticatenia	Bacilli	Bacteroidia	Betaproteobacteria	Blastocatellia	Caldilineae	Calditrichae	Candidatus Brocadiae	Chitinophagia	Chlamydiia	Chlorobia	Chloroflexia	Chrysiogenetes	Chthonomonadetes	Clostridia	Coprothermobacteria	Coriobacteriia	Cytophagia	Deferribacteres	Dehalococcoidia	Deinococci	Deltaproteobacteria	Dictyoglomia	Elusimicrobia	Endomicrobia	Epsilonproteobacteria	Erysipelotrichia	Fibrobacteria	Fimbriimonadia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Gemmatimonadetes	Gloeobacteria	Halobacteria	Hydrogenophilalia	Ignavibacteria	Kiritimatiellae	Ktedonobacteria	Lentisphaeria	Limnochordia	Methanobacteria	Methanococci	Methanomicrobia	Methanopyri	Methylacidiphilae	Mollicutes	Negativicutes	Nitriliruptoria	Nitrososphaeria	Nitrospira	Oligoflexia	Opitutae	Phycisphaerae	Planctomycetia	Rubrobacteria	Saprospiria	Spartobacteria	Sphingobacteriia	Spirochaetia	Synergistia	Tepidiformia	Thermococci	Thermodesulfobacteria	Thermoleophilia	Thermomicrobia	Thermoplasmata	Thermoprotei	Thermotogae	Tissierellia	Unclassified Acidobacteria Phylum	Unclassified Actinobacteria Phylum	Unclassified Armatimonadetes Phylum	Unclassified Bacteroidetes Phylum	Unclassified Balneolaeota Phylum	Unclassified Candidatus Bipolaricaulota Phylum	Unclassified Candidatus Cloacimonetes Phylum	Unclassified Candidatus Gracilibacteria Phylum	Unclassified Candidatus Korarchaeota Phylum	Unclassified Candidatus Micrarchaeota Phylum	Unclassified Candidatus Saccharibacteria Phylum	Unclassified Chloroflexi Phylum	Unclassified Cyanobacteria Phylum	Unclassified Elusimicrobia Phylum	Unclassified Euryarchaeota Phylum	Unclassified Firmicutes Phylum	Unclassified Kiritimatiellaeota Phylum	Unclassified Planctomycetes Phylum	Unclassified Proteobacteria Phylum	Unclassified Tenericutes Phylum	Unclassified Thaumarchaeota Phylum	Unclassified Verrucomicrobia Phylum	Unclassified candidate division Zixibacteria Phylum	Verrucomicrobiae	Vicinamibacteria	Zetaproteobacteria
FT00001	0	0	1	115	114	1	32	0	0	5167	17304	418	0	0	0	2	25	0	996	0	0	0	3721	0	41	85	1	2	3	78	3	1	0	21	48	0	0	84	24	5466	0	0	6	0	0	0	0	0	0	4	1	1	0	1	3	209	0	5	0	0	2	0	5	1	2	0	31	13	2	0	2	0	0	0	0	89	3	13	0	1	0	98	0	0	0	0	0	0	0	0	27	0	0	41	0	3	41	0	0	0	0	3687	0	0
FT00002	1	2	10	525	303	3	14	1	1	2270	43887	543	0	0	1	0	42	2	487	3	0	0	14471	1	203	77	2	4	20	381	1	0	0	73	198	2	1	177	26	7984	1	0	13	0	2	0	1	3	0	164	3	11	1	1	21	781	1	4	3	3	4	2	16	2	5	0	46	28	9	0	2	1	3	0	2	40	10	64	0	9	1	258	0	0	0	0	0	0	0	0	47	0	1	330	0	16	75	0	1	0	0	2563	0	1
FT00003	1	0	2	312	120	0	2	1	0	1877	13577	243	1	1	1	0	17	1	308	2	0	0	4602	0	146	95	0	0	6	87	0	0	0	25	93	0	0	56	8	2853	1	0	8	0	1	0	0	15	0	3	1	3	0	1	12	361	0	3	0	1	3	1	5	0	0	0	17	4	2	0	0	0	1	0	18	39	3	6	0	3	0	86	0	0	0	0	0	0	1	0	27	0	0	73	0	7	47	1	0	0	0	1295	0	0
FT00004	0	1	0	142	76	0	14	0	0	1987	27511	255	0	2	0	1	14	1	505	1	0	0	5054	0	57	91	0	1	3	72	1	0	0	24	56	1	0	76	26	3420	1	0	5	0	0	0	0	0	0	2	0	3	2	0	8	316	0	3	0	1	1	4	2	0	2	0	11	7	8	0	1	0	0	0	1	34	2	8	0	1	1	114	0	0	0	0	0	0	0	0	26	0	0	85	0	11	31	0	0	0	0	1314	1	0
FT00005	2	6	33	1637	966	10	33	6	0	5199	109356	1386	1	6	4	4	237	16	634	3	2	2	76592	2	822	631	13	26	33	529	1	1	2	313	720	3	0	1061	66	12817	5	4	43	0	6	6	1	37	2	109	7	45	8	3	50	9612	5	14	7	18	19	11	49	8	10	0	343	142	27	4	18	7	4	2	30	84	23	65	0	13	1	969	0	1	8	0	0	0	8	0	182	1	2	1179	2	107	381	3	1	3	0	1887	0	2
FT00006	0	2	5	621	217	4	23	0	1	3214	51090	442	0	0	1	0	29	1	639	2	0	0	13130	0	203	75	3	6	16	158	0	0	1	69	239	1	0	134	26	5497	2	0	7	0	0	0	0	3	0	10	1	9	2	0	15	1204	0	1	0	0	6	2	5	1	1	0	36	23	9	0	4	1	1	2	3	72	5	17	1	6	0	252	1	0	0	0	0	0	1	0	56	0	1	229	2	19	70	1	0	5	0	3818	4	0
FT00007	2	0	3	582	356	2	22	2	2	3326	93503	708	0	4	0	0	65	2	608	4	1	1	16449	1	214	189	2	3	17	251	3	1	0	149	230	4	2	210	22	4097	2	0	14	0	0	0	1	6	3	123	3	6	5	2	18	1832	2	5	4	5	2	3	16	6	3	0	53	40	26	0	2	0	1	0	35	56	4	26	0	3	0	497	1	0	0	1	0	0	0	0	68	0	0	353	0	25	82	1	2	2	0	4607	0	1
FT00008	2	0	5	407	238	4	19	0	1	6422	33041	554	0	1	0	0	27	2	630	0	1	0	13236	1	170	44	2	5	7	231	4	0	3	170	193	0	1	139	13	8285	1	1	14	0	3	1	0	2	1	90	1	6	4	1	11	445	2	2	1	2	4	3	5	1	5	1	41	25	5	1	2	3	0	3	3	56	8	42	0	6	0	148	0	0	0	0	0	0	1	0	48	0	0	246	1	12	88	0	0	2	2	2657	1	1
FT00009	4	5	14	3314	610	8	31	4	1	4494	89085	940	2	5	2	0	61	4	701	5	3	2	37765	0	652	182	9	13	30	304	3	2	3	246	975	8	0	340	40	27982	3	1	19	0	4	2	0	24	2	200	3	20	1	3	38	697	5	4	3	12	9	13	21	5	4	0	108	72	22	2	11	0	7	3	13	72	25	73	0	20	3	644	0	3	1	0	0	0	3	1	109	1	1	909	2	35	243	1	0	5	2	1252	0	1
FT00010	0	0	3	320	214	0	14	0	0	3790	12267	550	0	3	0	0	33	0	924	0	2	0	8147	1	154	70	0	4	16	62	0	0	0	39	134	0	1	98	38	6911	1	1	9	0	0	0	0	6	0	26	2	2	4	0	14	424	0	5	0	3	1	2	4	0	2	0	30	18	0	0	4	0	1	0	16	86	3	8	0	2	0	53	0	0	1	0	0	0	1	0	55	0	0	153	0	17	51	0	0	1	2	3794	0	0
FT00011	0	0	2	198	101	0	9	0	0	4736	11558	347	0	0	1	0	16	1	412	0	0	0	5541	0	61	34	1	2	3	101	2	0	0	21	76	2	0	68	33	5546	0	0	3	0	0	0	1	0	0	82	3	4	2	0	8	461	0	4	0	1	0	1	5	0	0	0	18	4	2	0	2	0	1	0	5	50	2	6	0	4	0	80	2	0	0	0	0	0	0	0	28	0	0	102	0	7	37	0	0	2	0	2454	0	0
FT00012	6	7	15	5868	1159	3	46	0	3	7097	30632	1915	0	6	0	0	59	4	1117	2	2	0	16877	0	304	126	3	9	79	288	1	0	0	143	324	0	1	230	31	6673	7	7	20	3	2	1	0	8	2	221	0	13	6	0	48	1668	8	7	1	3	4	9	24	15	5	1	62	54	9	1	7	1	2	5	6	42	10	39	1	16	2	177	1	2	2	0	0	0	1	0	101	0	0	577	0	44	244	2	3	1	2	483	0	4
FT00013	0	2	11	488	256	2	14	0	0	2785	51343	616	2	3	0	0	45	1	511	3	3	0	12219	0	174	93	3	4	12	172	2	0	1	87	158	0	1	154	14	4840	0	0	8	0	4	0	2	2	3	109	1	10	4	0	12	1480	1	5	1	4	6	2	15	3	0	0	51	29	50	0	2	5	1	0	18	47	8	19	0	4	0	275	0	0	0	0	0	0	0	0	62	0	0	273	0	18	111	0	1	1	2	4803	0	1
FT00014	0	1	6	401	252	2	39	2	0	4078	58131	716	0	1	1	1	48	1	869	1	1	0	12527	0	187	104	3	3	13	202	0	0	3	70	165	1	1	165	23	5838	0	0	4	0	1	2	0	5	0	58	1	9	4	0	14	2141	2	4	3	1	5	6	8	1	3	0	52	27	15	0	5	0	0	1	1	59	3	24	0	11	1	281	1	0	1	0	0	0	0	0	74	0	0	197	0	23	79	0	0	0	1	2992	1	0
FT00015	4	2	7	523	247	4	16	1	1	2589	40323	475	0	0	0	1	46	1	771	1	0	1	12075	0	162	80	2	6	12	398	2	0	1	80	191	0	0	166	69	3505	1	0	14	0	1	0	0	2	2	503	1	6	1	0	17	1007	1	2	1	4	10	2	8	1	1	0	57	30	11	0	2	2	1	0	3	54	5	31	0	11	2	260	1	0	0	0	0	0	0	0	50	0	0	232	2	26	69	0	1	0	0	4820	0	0
FT00016	0	1	2	448	151	2	9	0	0	2122	31500	342	1	1	1	0	22	1	413	1	0	0	9000	0	247	118	2	3	4	184	0	0	1	45	101	0	0	86	30	5243	0	1	4	0	1	2	0	0	0	1	2	8	2	0	11	2300	1	2	2	2	0	2	5	3	1	0	38	15	7	0	1	2	0	1	2	43	3	19	0	8	0	251	1	0	0	0	0	0	2	0	31	0	0	143	1	11	47	1	0	0	1	5538	0	0
FT00017	1	2	7	690	224	2	17	0	0	2972	53821	502	0	1	0	1	39	3	604	0	0	0	12905	0	187	103	1	5	10	125	0	0	0	131	165	0	0	161	21	5677	2	0	9	2	3	0	0	2	1	70	0	4	2	1	13	1085	0	7	2	5	3	2	11	2	2	0	46	20	9	0	1	1	1	1	8	53	3	55	0	4	0	288	0	1	1	0	0	0	0	0	44	1	0	234	0	10	78	0	0	1	0	2995	0	1
FT00018	4	1	2	543	249	0	21	0	1	3515	38777	606	0	4	0	1	31	1	770	1	2	0	13016	0	197	127	3	5	10	187	1	0	1	58	125	0	0	142	16	7813	1	1	13	0	2	0	0	4	0	4	0	5	3	0	13	2798	2	7	0	2	2	3	11	2	3	0	40	13	7	0	1	2	1	0	2	58	8	21	0	5	1	312	0	0	0	0	0	0	4	0	49	0	0	212	2	12	73	0	0	0	0	1314	0	0
FT00019	0	0	1	251	109	0	17	1	0	2641	22271	395	0	0	0	0	24	0	549	0	0	0	6464	0	88	127	0	5	5	139	0	0	0	57	121	0	0	83	8	4099	1	0	7	0	0	0	0	0	0	335	0	4	2	0	10	210	1	1	1	0	0	1	4	1	3	0	11	10	4	0	2	2	0	0	17	63	1	18	0	7	0	99	1	0	0	0	0	0	1	0	28	0	0	99	0	3	49	1	0	0	0	267	0	0
FT00020	2	0	4	794	253	0	17	0	0	2342	34615	495	0	2	1	0	31	1	494	1	0	0	12368	0	292	62	2	2	14	145	0	0	0	74	165	0	0	131	22	4080	1	0	9	2	0	0	2	6	0	185	0	6	4	1	9	817	2	0	4	3	4	7	10	2	0	0	32	14	8	1	2	1	0	2	1	50	3	83	0	9	0	204	1	0	0	0	0	0	3	0	46	0	0	280	0	24	81	1	0	2	0	2195	0	0
FT00021	2	0	5	630	257	2	18	1	0	3290	59396	544	0	1	1	0	41	2	644	1	1	0	15687	0	200	123	5	2	12	286	3	1	0	116	207	1	0	159	23	4644	2	1	14	0	2	3	0	3	1	104	2	5	1	1	9	2463	1	4	3	3	8	3	12	1	3	0	47	35	54	1	4	1	0	1	2	45	1	40	0	10	0	331	0	0	0	0	0	0	1	0	51	1	1	342	0	25	86	0	2	1	0	5774	0	1
FT00022	1	0	4	271	96	1	9	1	0	1756	28593	284	0	1	0	0	21	0	212	1	1	0	5861	0	276	96	0	1	6	84	0	0	0	31	125	0	0	66	26	5811	1	0	5	0	2	0	0	4	0	3	1	4	1	0	5	1093	0	4	1	2	2	1	7	0	2	0	26	11	2	0	0	0	0	0	0	29	5	13	0	2	0	99	0	0	0	0	0	0	0	0	23	0	0	131	0	9	43	1	0	0	0	1197	1	0
FT00023	0	0	2	351	122	2	11	0	0	2164	19333	326	0	1	0	0	19	1	454	0	1	0	5370	0	236	85	1	3	7	84	2	0	0	27	99	0	0	63	11	3185	2	0	5	0	2	0	0	3	0	6	1	1	2	3	8	601	0	2	1	1	3	3	3	2	0	0	25	9	1	0	1	0	0	0	1	43	2	12	0	6	0	85	1	0	0	0	0	0	2	0	38	0	0	95	0	6	34	0	0	0	2	1177	0	0
FT00024	4	1	6	2693	207	1	21	0	0	3199	78862	460	1	2	0	0	49	2	723	1	0	1	15171	0	331	104	1	5	10	98	0	0	0	67	217	0	1	141	56	13766	1	0	8	0	1	0	0	0	0	13	2	6	1	0	11	2085	1	2	0	3	4	1	8	0	1	0	49	30	3	0	4	1	1	0	1	80	3	21	3	6	0	547	0	0	2	0	0	0	1	0	40	0	0	278	0	23	68	0	1	1	2	400	1	1
FT00025	1	1	3	247	82	0	2	0	0	1634	13505	218	0	0	0	1	14	0	238	1	0	0	4638	0	87	99	2	0	6	56	0	0	0	26	75	1	0	57	10	3873	1	0	3	0	0	0	1	7	0	45	0	4	0	2	6	269	1	2	1	1	1	1	4	1	2	0	11	9	2	0	1	0	0	0	8	33	2	3	0	0	1	91	0	0	0	0	0	0	1	0	13	0	0	85	0	4	53	0	0	0	0	797	0	0
FT00026	0	1	6	561	252	2	4	2	2	5090	27479	549	0	0	0	0	20	4	227	1	1	0	10699	0	158	60	1	4	13	107	0	0	0	34	166	0	0	117	15	5150	3	2	10	0	0	1	0	1	1	19	1	3	2	1	10	772	2	11	1	3	6	1	21	3	1	0	36	32	6	0	2	3	1	0	0	24	3	24	0	5	1	128	0	0	0	0	0	0	3	0	56	0	0	183	0	16	87	0	0	1	0	5140	3	0
FT00027	0	1	3	527	307	6	16	0	0	2514	50169	461	0	1	1	1	34	1	636	0	1	0	16344	0	149	104	2	1	6	195	1	0	0	90	179	2	0	122	13	2810	4	3	11	1	1	0	0	6	0	59	5	8	4	0	12	1284	2	2	2	2	6	1	16	3	3	0	41	22	8	1	0	2	1	1	12	40	3	30	0	8	0	263	0	2	1	0	0	0	2	0	65	0	0	318	1	12	72	1	0	3	3	3932	1	0
FT00028	0	1	9	3292	312	6	19	0	0	3103	50018	501	0	2	0	0	33	1	477	4	0	0	18298	1	360	147	5	3	18	179	1	0	0	80	247	2	1	143	27	5801	5	3	11	0	3	1	1	2	1	6	6	8	0	1	12	1412	0	5	3	3	7	1	6	3	0	0	45	12	3	2	6	0	0	1	2	58	2	25	1	12	2	250	1	1	0	0	0	0	3	0	44	0	0	386	1	21	91	1	0	1	2	590	0	0
FT00030	0	0	0	264	124	1	25	0	0	2978	31627	342	0	0	0	0	25	2	932	1	0	0	8259	0	62	79	0	0	6	64	1	0	0	64	123	1	0	87	5	5801	0	0	6	0	0	0	0	2	0	244	2	5	3	0	3	375	0	0	1	1	3	0	7	1	1	0	20	19	0	0	2	0	1	0	0	74	1	9	0	7	0	198	0	0	0	0	0	0	1	1	34	0	0	111	0	11	51	0	0	0	0	200	1	0
FT00032	1	1	4	651	325	4	13	0	0	2810	79828	629	1	1	0	0	30	2	374	2	2	0	21292	0	229	105	0	3	24	200	0	0	0	69	344	1	0	214	26	5320	2	1	18	0	1	0	0	2	0	122	9	8	1	1	17	2049	2	3	1	5	9	3	13	2	5	0	53	33	26	3	3	1	0	0	4	72	5	32	0	8	0	344	0	0	0	0	0	0	3	0	69	0	0	367	3	26	100	1	1	2	1	5184	1	0
FT00033	0	1	6	321	162	5	11	0	0	2901	38117	390	0	1	0	1	21	1	433	1	3	0	9244	1	232	137	0	1	4	99	1	0	0	61	149	1	0	98	38	5854	0	0	10	0	2	2	1	3	1	250	0	7	1	0	13	1253	1	4	1	1	2	1	7	0	4	0	37	15	0	1	3	0	1	2	3	67	3	24	0	2	0	138	0	0	0	0	0	0	0	0	42	0	0	177	1	13	62	0	0	0	1	2505	0	0
FT00034	0	0	3	799	693	2	9	1	1	2800	49741	522	1	1	0	0	34	4	543	2	2	0	14010	0	302	86	4	2	38	291	1	0	0	69	215	2	1	187	12	5338	1	0	15	0	1	0	1	2	2	50	4	7	3	1	16	1979	1	7	0	2	8	2	8	5	3	0	62	32	16	2	1	1	2	0	3	52	4	27	0	10	0	222	0	0	0	0	0	0	1	0	54	0	0	260	0	21	121	1	1	1	2	7666	0	0
FT00035	0	1	4	471	191	2	17	0	0	2778	39988	541	0	5	0	0	43	1	734	2	0	0	10554	0	219	90	1	5	9	160	0	0	0	60	160	0	1	115	12	3710	1	0	5	0	1	1	1	6	0	68	1	5	1	0	17	1319	1	3	2	1	0	1	5	2	3	0	37	20	2	2	0	0	1	0	4	58	4	68	0	4	0	188	1	0	1	0	0	0	0	0	42	1	0	225	0	12	60	2	0	0	0	1589	0	1
FT00036	3	0	1	312	143	6	15	1	0	2457	22218	399	0	2	0	0	26	4	456	1	1	0	6313	0	93	33	0	0	8	182	2	0	0	17	95	0	0	49	4	2838	3	0	5	0	0	0	0	0	2	12	0	6	5	0	13	380	0	4	0	2	3	4	5	1	2	0	12	18	3	0	3	0	0	1	3	43	1	17	0	6	0	121	1	0	0	0	0	0	2	0	46	0	0	117	0	16	34	0	1	0	0	532	0	0
FT00037	2	0	3	294	145	1	18	1	0	3358	17740	509	0	2	0	0	18	2	721	0	0	0	7369	0	78	120	0	3	8	110	1	0	1	68	106	0	0	90	17	4387	1	0	9	0	0	1	0	9	0	18	3	5	4	0	10	552	0	6	1	1	3	2	2	1	2	0	29	24	3	0	3	0	0	1	0	76	4	19	0	5	0	97	0	0	2	0	0	0	0	0	41	0	0	157	0	4	40	2	0	0	0	466	1	1
FT00038	2	1	6	610	339	0	22	1	3	3720	52204	699	2	2	2	1	49	4	871	3	3	0	16530	0	174	172	1	2	20	144	1	0	0	113	188	2	0	167	13	7030	3	3	10	0	1	0	1	1	1	77	2	8	5	2	15	1082	0	5	2	2	0	0	6	3	1	0	44	39	29	1	3	0	1	1	23	60	5	27	0	7	0	285	1	1	1	0	0	0	1	0	65	0	0	310	0	27	103	0	0	4	0	2339	0	1
FT00039	1	0	3	438	230	1	32	0	3	3351	22898	585	1	3	0	0	30	0	924	0	1	1	8262	0	150	103	1	3	14	101	0	0	0	34	132	1	1	95	5	4607	2	1	12	0	1	0	1	6	2	20	0	4	3	0	8	582	1	7	1	1	1	4	5	2	1	0	24	14	8	1	3	1	0	1	32	72	5	20	0	3	1	113	1	0	1	0	0	0	0	0	45	0	0	168	0	13	52	0	0	2	0	2698	0	0
FT00040	0	1	3	322	132	0	16	0	0	2789	19506	347	1	0	0	0	20	2	612	0	0	0	5543	0	54	92	0	1	9	46	1	0	3	24	106	0	0	83	5	3700	1	0	6	0	0	0	0	3	0	8	1	6	2	6	10	598	0	7	2	1	1	7	3	1	0	0	21	16	2	0	5	0	0	0	2	76	2	5	0	1	1	117	0	0	0	0	0	0	1	0	48	0	0	102	0	4	30	2	0	0	0	182	0	0
FT00041	2	0	4	281	118	0	9	0	1	1897	25158	325	0	0	0	0	15	1	286	2	0	0	5098	0	144	37	0	1	5	54	1	0	0	37	82	1	0	74	28	4774	1	0	5	0	1	0	0	1	1	28	1	1	0	0	13	1237	0	1	0	2	0	1	2	3	0	0	19	6	3	1	1	0	0	0	2	31	3	17	1	2	2	116	0	1	0	0	0	0	0	0	40	0	0	122	0	17	31	0	0	0	0	1641	0	0
FT00042	0	1	2	323	170	1	11	0	1	2996	23002	508	0	0	0	0	21	1	294	0	0	0	7437	1	126	76	1	1	12	350	1	0	0	46	126	1	1	85	16	2392	1	0	2	3	2	0	0	5	2	65	0	4	2	0	14	419	0	2	2	2	5	0	8	5	3	0	24	17	6	1	3	1	1	0	1	49	4	25	0	6	1	116	0	0	0	1	0	0	0	0	47	0	0	169	0	13	52	0	0	3	1	1302	1	0
FT00043	0	0	1	307	104	1	15	0	0	2158	16386	232	0	0	0	0	18	1	586	2	0	0	5405	0	46	81	0	3	6	30	2	0	1	49	61	0	0	73	18	3247	1	0	2	1	1	0	0	1	1	73	0	4	2	2	4	650	0	1	3	0	4	0	0	0	0	0	22	8	2	0	3	0	0	1	0	43	2	13	0	2	1	79	0	0	0	0	0	0	5	0	30	0	0	67	0	7	23	0	0	0	0	738	0	0
FT00044	2	4	9	1301	607	3	24	4	3	11030	50793	1038	0	4	0	0	150	5	560	3	1	1	25386	0	491	286	5	19	23	173	3	0	0	126	295	0	1	514	19	6587	6	1	31	0	3	9	1	5	3	173	3	11	1	3	34	2631	7	5	1	16	9	9	25	3	3	0	183	58	11	7	9	4	1	1	8	52	11	71	1	13	0	364	0	0	1	0	0	0	1	0	91	0	0	468	0	52	247	8	0	1	1	7693	0	1
FT00045	2	1	5	550	314	2	16	1	2	3115	58801	557	0	2	1	1	42	1	793	1	0	1	20270	0	258	97	3	7	15	298	1	0	0	107	930	1	1	194	27	10519	3	1	7	0	2	0	1	2	0	298	0	11	1	3	18	714	2	3	9	6	8	0	9	1	6	0	56	25	6	0	5	1	0	0	5	61	3	52	0	5	2	323	0	0	0	0	0	0	1	0	51	0	1	459	0	28	97	0	0	3	3	1256	0	0
FT00046	1	0	2	226	101	1	9	0	0	1517	28394	269	0	1	0	0	21	0	313	0	0	0	6562	0	96	51	1	0	4	71	0	1	0	35	96	1	0	83	21	3019	2	0	8	0	0	0	0	7	0	3	1	2	8	1	5	990	0	5	1	0	7	0	3	0	1	0	19	15	3	0	3	0	0	0	0	20	3	12	0	3	1	146	0	0	0	0	0	0	0	0	24	0	0	136	0	16	37	0	0	0	0	1057	0	0
FT00047	3	5	19	2524	813	9	18	3	2	3433	101610	950	1	5	0	1	75	13	521	7	0	2	62448	1	681	278	8	11	47	440	4	1	1	186	813	12	3	343	61	22298	8	3	42	0	4	3	1	144	2	332	1	24	1	1	46	596	5	4	4	7	18	20	32	5	5	0	101	69	23	3	20	3	4	5	13	49	16	57	1	17	2	988	2	1	0	1	0	0	3	0	109	0	0	1021	4	49	320	1	0	3	1	3503	2	1
FT00048	3	0	4	420	196	4	18	0	1	2392	42350	498	2	0	0	1	29	1	554	1	1	1	11631	0	217	83	1	4	10	315	0	1	0	88	172	2	0	121	17	9921	0	0	14	0	1	1	0	1	0	243	2	7	2	1	12	1460	1	4	2	1	5	2	8	3	2	0	32	22	5	0	6	1	0	1	4	49	10	39	0	1	0	261	0	0	1	0	0	0	0	0	54	0	0	260	0	14	102	0	0	0	0	7374	0	0
FT00049	1	1	5	621	249	0	19	1	3	2905	39813	482	0	1	1	1	48	2	643	1	1	0	12556	0	151	164	3	5	11	185	2	2	1	78	164	1	0	189	15	12726	4	0	13	0	0	0	0	9	0	116	1	8	1	2	10	2155	1	2	1	1	4	3	11	2	3	0	61	30	21	1	4	0	0	1	5	56	1	8	0	2	0	233	0	0	1	0	0	0	0	0	55	0	0	219	1	14	95	1	0	2	1	2605	0	0
FT00050	0	1	6	538	296	5	27	0	0	4081	180536	834	0	2	0	0	85	2	842	0	2	0	22005	0	182	227	5	3	11	79	1	0	1	270	224	3	0	343	15	9613	0	0	5	0	0	0	0	6	0	12	1	9	8	20	20	3335	0	6	4	2	3	6	8	6	2	0	77	30	11	1	3	1	0	1	3	81	2	23	0	5	0	746	0	0	0	0	0	0	9	0	71	0	0	296	3	30	134	0	3	1	0	1639	1	0
FT00051	0	0	7	375	138	1	10	1	0	1466	21473	301	0	0	1	0	17	1	199	1	0	0	8544	0	145	119	0	2	13	268	1	0	0	98	127	1	0	92	13	4130	2	0	7	0	3	0	0	1	0	175	1	7	2	1	5	726	1	1	0	2	4	4	9	1	0	0	22	23	0	0	0	2	0	2	6	22	4	14	0	1	0	145	1	0	0	0	0	0	0	0	25	0	0	178	0	9	61	1	1	1	1	1093	0	0
FT00052	1	0	0	245	123	2	11	0	0	2055	19284	312	0	1	0	1	19	0	308	0	0	0	5082	0	89	38	0	0	1	83	1	0	0	38	81	0	1	65	41	2489	1	0	2	0	1	0	0	3	1	77	0	4	3	0	6	583	0	2	0	4	0	1	5	0	0	0	13	10	3	0	1	0	0	0	0	29	4	7	0	1	0	67	0	0	0	0	0	0	1	0	35	0	1	91	0	7	30	1	2	0	0	531	0	0
FT00053	0	1	3	269	171	2	32	0	0	3032	43853	316	0	2	0	0	41	2	851	2	0	0	8655	0	131	76	0	4	6	62	1	0	0	45	156	1	0	113	15	3857	0	0	6	0	2	0	0	1	0	13	1	0	4	2	4	1212	0	3	1	1	4	0	10	0	1	0	53	13	1	0	2	0	1	0	6	78	4	18	0	2	0	422	0	0	1	0	0	0	0	0	29	1	0	163	0	10	41	1	0	0	1	916	1	0
FT00054	0	0	2	214	151	0	13	0	2	3324	14183	435	0	1	0	0	18	1	716	0	0	0	4702	0	56	28	0	0	4	116	1	0	0	17	50	0	0	68	3	2010	1	0	6	0	0	0	0	4	1	18	0	1	0	0	9	559	0	2	3	0	0	0	4	3	1	0	22	12	5	0	2	0	0	0	1	77	1	10	0	2	0	73	0	0	1	0	0	0	0	0	29	0	0	75	0	10	28	0	1	1	0	2158	1	0
FT00055	0	0	1	215	117	0	8	1	0	2086	18604	353	0	0	0	0	22	1	669	0	0	1	5433	0	56	45	2	0	4	124	2	0	0	39	67	1	0	60	2	2673	0	0	11	0	1	0	0	1	0	129	3	2	3	0	8	512	1	7	1	3	2	1	3	0	1	0	21	10	1	0	2	1	0	0	2	31	0	4	0	0	0	105	0	0	0	0	0	0	1	0	39	0	0	87	0	12	27	0	0	0	0	912	0	0
FT00056	0	0	4	346	180	2	8	1	1	2817	31205	371	0	0	0	0	23	2	452	1	0	0	8039	0	173	133	1	2	9	80	0	1	0	42	149	2	0	113	31	5562	2	0	5	0	2	1	0	5	0	4	3	7	1	3	10	1142	0	4	2	0	4	4	5	1	3	0	35	17	8	2	8	1	0	2	56	50	1	21	0	6	0	157	0	1	0	0	0	0	0	0	41	0	0	175	0	15	66	0	1	0	0	3078	0	1
FT00057	0	1	2	2110	210	0	19	0	1	2764	30190	431	0	0	0	0	18	0	352	1	0	0	10711	0	269	49	2	1	15	118	0	0	0	106	129	0	2	133	23	4544	0	2	8	1	1	0	0	3	2	9	2	10	1	0	11	512	1	3	3	6	6	1	7	1	0	0	28	24	19	1	3	0	0	1	3	34	1	60	0	9	0	158	0	0	0	0	0	0	1	0	32	0	0	208	1	10	48	1	3	0	0	3198	0	1
FT00058	0	2	8	659	282	1	14	0	1	2380	59170	484	1	0	0	0	30	1	333	1	0	2	16362	0	245	87	5	2	14	316	0	0	0	81	268	2	1	186	30	4358	7	4	11	0	0	1	0	1	2	155	7	8	3	1	13	2164	1	4	4	4	2	1	17	4	5	0	50	26	69	0	1	0	2	1	4	64	3	44	0	6	1	292	2	0	0	0	0	0	4	0	64	0	1	262	2	33	86	1	0	4	0	8966	1	2
FT00059	0	2	4	284	123	3	5	0	0	2485	27025	458	0	0	0	0	19	2	280	1	1	0	5684	0	289	46	2	3	5	148	0	0	0	36	103	0	0	61	8	5176	2	0	6	0	0	0	0	9	0	3	1	2	3	0	6	904	0	5	0	2	2	1	6	6	1	0	13	12	0	0	1	0	0	1	0	26	1	17	0	4	0	109	1	0	0	0	0	0	1	0	25	0	0	136	0	9	59	0	0	0	0	1185	0	0
FT00061	0	2	7	392	263	1	12	0	0	5905	22318	456	0	0	0	0	28	2	540	1	0	0	10660	0	144	66	1	2	8	141	0	1	1	57	409	0	1	126	11	7602	2	2	6	0	1	2	1	5	1	125	6	4	5	0	10	312	1	1	2	1	3	0	7	5	1	0	20	20	6	0	4	1	0	0	1	44	6	29	0	4	0	99	0	0	0	0	0	0	1	0	51	0	0	243	0	17	55	0	0	0	0	3201	2	1
