Sample_ID,ruralurban,Methanobrevibacter,Methanosphaera,vadinCA11,Actinomyces,Mobiluncus,Cellulomonas,Corynebacterium,Clavibacter,Kocuria,Rothia,Cellulosimicrobium,Alloscardovia,Bifidobacterium,Gardnerella,Scardovia,Adlercreutzia,Atopobium,Collinsella,Eggerthella,Slackia,X5_7N15,Bacteroides,Parabacteroides,Porphyromonas,Prevotella,Alistipes,Butyricimonas,Odoribacter,CF231,Paraprevotella,X_Prevotella_,Hymenobacter,Owenweeksia,Maribacter,Polaribacter,Tenacibaculum,Cloacibacterium,Anoxybacillus,Bacillus,Geobacillus,Paenibacillus,Macrococcus,Staphylococcus,Aerococcus,Alloiococcus,Granulicatella,Enterococcus,Melissococcus,Vagococcus,Lactobacillus,Leuconostoc,Weissella,Lactococcus,Streptococcus,Turicibacter,Christensenella,X02d06,Caloramator,Clostridium,SMB53,Sarcina,Dehalobacterium,Anaerofustis,Pseudoramibacter_Eubacterium,Anaerostipes,Blautia,Clostridium_1,Coprococcus,Dorea,Epulopiscium,Lachnobacterium,Lachnospira,Moryella,Oribacterium,Roseburia,Ruminococcus,Shuttleworthia,X_Ruminococcus_,Peptococcus,rc4_4,Peptostreptococcus,X_Clostridium_,Anaerotruncus,Butyricicoccus,Clostridium_2,Faecalibacterium,Oscillospira,Ruminococcus_1,Acidaminococcus,Dialister,Megamonas,Megasphaera,Phascolarctobacterium,Schwartzia,Selenomonas,Veillonella,WH1_8,Mogibacterium,X1_68,Anaerococcus,Finegoldia,Parvimonas,Peptoniphilus,WAL_1855D,Bulleidia,Catenibacterium,Coprobacillus,Holdemania,Sharpea,X_Eubacterium_,cc_115,p_75_a5,Cetobacterium,Fusobacterium,Leptotrichia,Sneathia,Victivallis,Planctomyces,Martelella,Ochrobactrum,Methylopila,Agrobacterium,Paracoccus,Carludovica,Lupinus,Oenothera,Spirodela,Zea,Novosphingobium,Sphingomonas,Oligella,Sutterella,Lautropia,Comamonas,Janthinobacterium,Oxalobacter,Eikenella,Microvirgula,Neisseria,Bilophila,Desulfovibrio,Arcobacter,Campylobacter,Succinatimonas,Succinivibrio,BD2_13,Shewanella,Cardiobacterium,Aquamonas,Citrobacter,Enterobacter,Erwinia,Escherichia,Klebsiella,Leminorella,Morganella,Pantoea,Plesiomonas,Proteus,Raoultella,Salmonella,Serratia,Shigella,Trabulsiella,Xenorhabdus,Rickettsiella,Francisella,Alcanivorax,Halomonas,Actinobacillus,Aggregatibacter,Haemophilus,Acinetobacter,Perlucidibaca,Psychrobacter,Pseudomonas,Pseudoalteromonas,Aliivibrio,Enterovibrio,Listonella,Photobacterium,Vibrio,Lysobacter,Stenotrophomonas,Pyramidobacter,TG5,Cloacibacillus,Synergistes,Mycoplasma,Akkermansia,Rubritalea,Thermus
3A,rural,0,0,0,2.24995913691628,0,0,1.48385157240559,0,0,0,0,0,2.96119538461446,0,0,1.95136474594924,1.48385157240559,3.44494627903178,1.19684652899438,0,0,4.42650300943787,3.6109147142227,0,5.74985801486832,0,3.0379583995563,3.15540404512544,0,3.53018451963461,4.8146408850372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3463803855654,0,0,1.19684652899438,3.37533746258298,2.12583378718767,0,2.28453332197452,0,3.70999248411662,2.71323792530152,1.77769550840537,0,0,0,3.22166775683283,4.77899593709936,0,4.57060160538994,3.94070004271624,0,3.85143673543295,3.48653356898747,0,1.19684652899438,4.39956050516012,0,0,3.62631313517419,3.55761492413862,0,0,0,1.19684652899438,0,0,4.61611707075591,3.81184821002953,4.06434073303537,0,1.19684652899438,4.76195437125331,0,4.00659054915553,0,0,3.06632858382717,0,0,0,0,0,0,0,0,1.48385157240559,0,0,1.95136474594924,0,4.60640674959408,0,0,0,1.19684652899438,1.19684652899438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18564521136775,0,0,0,0,0,0,0,2.42523548284715,0,0,0,0,0,0,0,0,0,1.48385157240559,0,2.07508738762268,1.48385157240559,1.19684652899438,0,0,2.96119538461446,0,0,0,0,1.19684652899438,0,0,0,0,0,0,1.65516536078871,0,1.48385157240559,2.4919491590234,0,0,0,0,0,0,0,0,0,1.19684652899438,0,0,0,0,0,0,0,0,0,0
6A,rural,0,0,0,1.83462497482714,0,0,0,0,0,0,0,0,2.1324654667442,0,1.53990456314096,0,0,0,2.30748833121632,0,0,5.77697827582837,3.28708450995237,0,1.83462497482714,1.25122521674663,2.91688467296675,0,0,0,1.53990456314096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71179963457872,0,0,0,1.71179963457872,0,0,0,2.60744729748872,2.4318918832918,0,2.00859250284328,0,3.48875442973085,3.17093813510489,1.53990456314096,0,0,0,3.54225734444536,4.05292334728845,0,4.03978299684942,3.69900568831251,1.53990456314096,2.07493059979364,4.15047237796882,0,1.25122521674663,4.63880087582888,0,0,3.70046521162259,0,0,0,0,1.71179963457872,0,0,4.72282353956237,3.70912082272339,5.20879805821239,0,0,3.61543375681154,1.25122521674663,4.26678821541647,0,0,3.03947247902958,0,1.25122521674663,0,0,0,1.25122521674663,0,0,0,0,1.83462497482714,1.83462497482714,0,2.4318918832918,0,0,1.25122521674663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65640831229837,0,0,0,0,0,0,0,3.80601386494496,3.32327874358501,0,0,0,0,0,1.25122521674663,0,0,0,1.25122521674663,1.25122521674663,2.64212690736466,0,0,0,2.30748833121632,0,0,0,2.52848046872799,0,1.25122521674663,0,0,0,0,0,1.71179963457872,0,2.4581263091853,2.1324654667442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18A,rural,0,0,0,1.69769279450364,0,1.40528805006837,1.69769279450364,0,0,0,0,0,2.7109278871736,1.87087047833619,0,1.87087047833619,1.40528805006837,3.20767600950584,1.69769279450364,0,0,5.71779004242446,4.22230950437534,1.40528805006837,3.34709949828072,2.16896722022214,3.45247400431894,3.65277721029886,0,4.87202602548463,2.23549335164884,2.46852312611758,0,2.16896722022214,1.40528805006837,1.69769279450364,2.16896722022214,1.87087047833619,1.87087047833619,1.40528805006837,1.40528805006837,0,0,0,0,2.09037421198255,0,0,0,3.02174450739597,0,0,0,3.00108005857404,2.16896722022214,1.40528805006837,1.40528805006837,1.40528805006837,3.51832821901112,2.56513771981381,1.69769279450364,0,0,0,3.65513059349382,4.7773904867142,1.40528805006837,4.27494020773153,4.21590425169382,0,4.27886521919676,3.58387565326627,0,1.40528805006837,4.27550310014689,0,0,3.74204987261414,0,0,1.40528805006837,0,1.69769279450364,0,1.40528805006837,4.45158668269302,4.32439709008647,4.670494157345,0,2.29316953736846,3.37031916741331,0,4.73206653437385,0,0,1.69769279450364,0,0,1.40528805006837,1.40528805006837,0,0,0,1.40528805006837,1.69769279450364,0,0,2.75036294402801,0,2.09037421198255,0,0,0,3.78238613664704,0,0,0,0,1.69769279450364,0,0,1.40528805006837,1.40528805006837,0,0,1.99434506447462,0,0,1.40528805006837,1.40528805006837,0,4.62642092278289,0,0,0,0,0,0,0,4.08162570836408,1.99434506447462,1.40528805006837,1.40528805006837,0,1.69769279450364,1.40528805006837,2.64412190795416,0,0,0,0,0,1.40528805006837,0,0,1.69769279450364,1.99434506447462,0,0,0,1.40528805006837,0,0,0,0,0,1.69769279450364,1.40528805006837,2.86557627331224,0,0,1.99434506447462,1.99434506447462,1.40528805006837,0,0,2.29316953736846,1.69769279450364,2.80351941010821,1.87087047833619,1.69769279450364,2.09037421198255,0,0,1.40528805006837,0,0,0,0,3.47791240670991,1.40528805006837,1.40528805006837
082A,urban,0,0,0,1.45290926527735,0,0,0,0,0,1.45290926527735,0,0,2.34239522935132,0,1.45290926527735,2.34239522935132,0,0,1.45290926527735,0,0,5.78397358278661,3.44608224048699,0,2.86927753452688,1.74621778956313,3.05049720242362,3.40128679681345,1.45290926527735,4.53146092094898,1.74621778956313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45290926527735,0,0,0,0,0,0,0,3.03978300248644,2.64243700623743,0,1.74621778956313,0,3.93430672369336,2.34239522935132,3.35659575370681,0,0,0,3.52381640851086,4.15419472555167,0,3.88142841386181,3.73407186341974,1.45290926527735,1.45290926527735,4.07982721018632,0,0,4.96714643192044,1.45290926527735,0,3.41976301977212,0,0,0,0,1.45290926527735,0,0,4.45604224640343,4.14407550247029,4.83248452961778,0,4.55725399878298,0,1.45290926527735,0,0,0,3.88608932863305,0,0,0,0,0,1.45290926527735,0,0,1.45290926527735,0,0,2.92919973856494,1.45290926527735,2.55248862604139,0,0,0,0,0,0,0,0,0,1.45290926527735,0,0,0,0,0,0,0,1.45290926527735,0,0,0,4.62117597803224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45290926527735,0,0,0,0,1.45290926527735,0,1.45290926527735,0,0,2.58458637111793,0,0,0,0,0,0,0,0,0,0,0,1.91970441324879,0,1.45290926527735,2.28468521807022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01752746407598,0,0
37A,rural,3.43948757556256,0,0,2.36203942537482,0,0,1.71538129162968,0,0,2.18689058437027,0,0,2.85367267150832,0,0,0,1.42263556701267,2.98613813060362,0,1.88867563436837,0,3.90427061901594,2.92493640490715,0,5.71890873857078,1.42263556701267,2.80452763766627,2.10827380909119,0,0,4.66646365612348,0,0,0,0,0,0,0,1.42263556701267,0,0,1.42263556701267,0,0,0,2.01220912899093,3.31992772558516,1.42263556701267,1.42263556701267,4.21884551834265,3.47051092165188,3.25740443074077,3.69824900570817,4.95294666210091,1.42263556701267,0,2.01220912899093,0,3.74840612381027,1.88867563436837,1.71538129162968,1.71538129162968,0,0,1.71538129162968,4.21075333393455,0,4.32079848891341,3.74043862957459,0,2.36203942537482,3.59070881636517,0,1.71538129162968,4.00692156298844,0,0,3.43544907316911,2.68555628358408,0,1.42263556701267,0,0,0,0,4.93981001179478,3.63900176432598,3.97532580277482,0,2.10827380909119,0,0,4.49547168307255,0,0,3.96585953127034,0,1.71538129162968,0,0,0,0,0,0,1.42263556701267,3.7562300771477,0,2.01220912899093,0,3.95983658904064,0,0,0,2.01220912899093,2.72893665136436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30374885939495,0,2.18689058437027,0,1.42263556701267,0,0,0,2.10827380909119,2.96268194403676,0,1.42263556701267,0,4.14787589768618,0,0,1.42263556701267,0,2.44884639595034,1.88867563436837,4.21414342026842,3.02956111943312,2.749103186951,0,0,4.48618572745614,0,0,0,2.10827380909119,2.55325054159095,0,2.01220912899093,1.88867563436837,0,0,0,2.01220912899093,1.42263556701267,0,3.82427230827776,1.42263556701267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28A,rural,0,0,0,1.46175611000574,0,0,0,0,0,0,0,0,2.56162985728321,0,0,0,0,2.05241950138414,0,0,0,4.15748654160286,2.92413195690937,0,5.87393120053848,0,2.95212835476522,2.70262786560351,3.93650195058976,2.8450541370778,4.60153630071503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05241950138414,1.46175611000574,0,2.05241950138414,0,3.38619097218388,2.52696704515057,1.46175611000574,0,0,0,1.46175611000574,3.95439731344581,0,4.11677224603607,3.50353429689728,0,4.13047249295547,4.22539351994597,0,1.46175611000574,3.17106207167641,0,0,3.15436786437203,0,0,0,0,0,0,0,4.63823358446401,3.90894476240198,3.27923049925448,0,0,0,0,4.67464599527188,0,0,2.74829921722591,0,0,0,0,0,0,1.46175611000574,0,0,0,0,2.35152064514775,0,3.76671380777264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15409383572687,0,0,0,0,0,0,0,3.17106207167641,1.92876192314671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14855900133068,0,0,0,0,0,0,0,0,0,0,0,1.75522169811582,0,0,2.72606362729944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108A,urban,0,0,0,0,0,0,0,0,0,0,0,0,2.62372787478784,0,0,2.27283456080612,0,0,0,0,1.97411553219894,5.84052912344458,4.24825935705493,0,3.2127854371971,0,0,0,0,2.36928090107625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08378283283544,0,0,0,2.36928090107625,1.67767090329622,0,0,0,4.65118432343405,2.36928090107625,0,0,0,0,3.55506296368297,4.25167434234205,1.67767090329622,4.28756696911467,3.37620408741076,0,1.97411553219894,4.16816780915541,0,0,4.59685808007999,0,0,3.61303978762688,0,2.14866751370285,0,0,2.36928090107625,0,0,4.65568006581599,4.41197782379124,4.37003774944636,0,3.68137892295489,2.14866751370285,0,2.62372787478784,0,0,2.36928090107625,0,0,0,0,0,0,0,0,1.67767090329622,3.7824662645187,0,0,0,2.27283456080612,2.14866751370285,0,0,3.16011341717142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14704869153252,0,0,0,0,0,0,0,3.51368237657261,2.27283456080612,0,0,0,1.67767090329622,0,0,0,0,0,1.67767090329622,0,4.04323890111706,0,0,2.57270444510505,2.14866751370285,0,0,0,0,2.14866751370285,2.62372787478784,0,0,0,0,0,1.67767090329622,0,0,2.27283456080612,0,0,0,0,0,0,0,0,0,0,0,0,2.71069021068668,0,0,0,0,1.67767090329622,0,0
20A,rural,0,0,0,2.48710842123191,0,0,0,0,0,0,1.33038512556268,0,4.2127167144871,0,0,0,1.33038512556268,3.24434605900263,2.61169332934863,0,0,5.38656985074827,4.39024428492111,1.33038512556268,5.54221634456736,0,0,0,0,4.9062026008599,1.79376081572226,0,1.33038512556268,1.79376081572226,0,0,0,0,0,0,0,1.33038512556268,1.9169503590218,0,0,2.15772904290135,2.48710842123191,0,0,2.21534328367291,0,2.7417516984687,2.51504871473102,3.57453363168129,1.9169503590218,0,1.79376081572226,0,4.67752397975412,2.67225263656629,0,0,0,0,1.79376081572226,4.59875389168762,0,3.94210703265181,4.22449783280758,1.62114694861164,2.98215072476996,3.3590081893888,0,1.62114694861164,4.50689419092875,0,1.33038512556268,3.60196479764544,0,0,1.62114694861164,0,0,0,0,3.65408871502414,4.14848006060756,3.54525232606075,0,3.79962749027774,4.17709649013483,2.99128467669851,4.67938149060907,0,0,3.16115822557881,1.33038512556268,0,0,0,0,0,0,0,2.09128535110157,0,2.63283205795064,0,0,2.67225263656629,0,0,0,2.85427603169514,0,0,0,0,0,0,1.33038512556268,0,1.33038512556268,0,0,0,0,0,0,0,0,3.35511485730238,0,0,0,0,0,0,0,4.36499718782365,1.33038512556268,0,1.33038512556268,0,0,0,2.85427603169514,0,0,0,0,2.56605381365152,2.69069755299001,1.33038512556268,0,0,3.0089957193836,0,0,0,0,0,1.62114694861164,0,0,0,0,0,3.14242200957701,0,0,2.56605381365152,1.33038512556268,0,0,1.33038512556268,1.33038512556268,0,1.33038512556268,1.33038512556268,1.33038512556268,1.33038512556268,0,0,0,0,0,0,1.33038512556268,0,0,0
39A,rural,0,0,0,2.59408480672055,0,0,1.52690075745559,0,0,0,0,0,2.81549098757001,0,0,1.82142794551436,1.52690075745559,3.22162725597995,1.82142794551436,0,1.52690075745559,5.77505988976657,4.13187644576583,0,4.1244890621218,0,2.29415926385808,2.46951453321534,0,4.06283713479979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99532978315395,1.82142794551436,0,0,0,0,1.52690075745559,0,2.85682328748349,2.55639676677504,0,3.07046819607402,0,3.56699245558707,3.60732525564125,2.76980728979707,0,0,1.52690075745559,3.40606142755733,4.66364041081404,0,4.41581585491062,4.32202795519878,2.41854612515679,0,4.91069807556205,1.52690075745559,1.99532978315395,4.74425303927301,0,0,4.28245705733194,0,0,1.52690075745559,0,0,0,0,4.098162161259,3.32018409399555,3.72606550943252,0,1.52690075745559,2.51512467604592,1.82142794551436,3.29216922206198,0,0,2.69077359172024,0,1.99532978315395,0,0,1.82142794551436,1.82142794551436,1.82142794551436,0,1.82142794551436,0,1.99532978315395,1.82142794551436,0,2.69077359172024,0,0,0,2.41854612515679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86307977205782,0,1.82142794551436,0,0,0,0,0,2.55639676677504,2.8761021856056,0,0,2.51512467604592,0,0,0,0,0,0,0,1.82142794551436,1.52690075745559,0,0,0,2.36079078204636,0,0,0,0,0,0,0,0,0,0,0,1.82142794551436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99532978315395,1.52690075745559,0,2.55639676677504,0,0
118A,urban,0,0,0,1.46347119616513,0,0,0,0,0,0,0,0,1.93051734379763,0,0,0,0,0,2.15032271761173,0,0,5.86004128616952,4.27566180368753,0,3.67624774770262,0,0,3.58192215900112,0,0,1.46347119616513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75696685832719,0,2.15032271761173,0,0,2.52873808469229,0,3.38294781697269,2.35328906226825,2.29557206908971,0,0,0,2.7712248879069,4.43773517779349,1.46347119616513,3.91518992786905,4.10631490635579,0,0,4.49360642539828,0,1.46347119616513,4.69551481397653,0,0,3.74281426052134,1.46347119616513,0,1.46347119616513,0,0,2.62539093688365,0,3.60066678963701,4.51498132766238,4.39865170716953,0,0,0,2.22899161395142,4.6380504594479,0,0,0,0,0,0,1.46347119616513,0,0,0,0,1.46347119616513,0,2.52873808469229,2.7913948426803,0,3.2614208139784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46347119616513,0,0,0,0,0,0,1.46347119616513,0,0,1.46347119616513,0,1.75696685832719,1.93051734379763,0,0,0,2.05418009763196,0,0,0,0,0,0,0,0,0,0,0,1.75696685832719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24A,rural,0,0,0,0,1.59878711993641,0,1.59878711993641,0,0,2.06855345040039,0,0,3.44519582261014,0,2.36772508664363,1.89431263265824,0,2.19256400129469,0,1.59878711993641,0,5.4516264028126,4.43033285379484,0,2.36772508664363,2.28891614918278,3.99768427784204,3.11951634616472,0,5.08822194577803,0,0,0,0,0,0,0,1.59878711993641,0,0,0,0,0,0,0,0,1.59878711993641,0,0,1.89431263265824,2.06855345040039,0,2.36772508664363,3.50692076887113,1.59878711993641,1.59878711993641,0,0,3.47434393386036,2.70251322998839,0,0,0,0,3.26004405256246,3.9037320461292,0,4.38706585273256,3.37322125672364,0,1.89431263265824,3.80525944271373,0,1.59878711993641,4.1524041319709,0,0,3.01948669197743,0,0,0,0,2.54319512124231,0,0,5.26940321819437,3.99768427784204,4.26167326444291,0,4.31364021676314,4.61953019140757,4.64538342124392,2.73463637104654,0,0,3.579048063208,0,1.59878711993641,0,0,0,0,1.59878711993641,0,0,0,0,2.58882826020677,0,2.76454625069733,0,0,0,2.19256400129469,0,0,0,0,0,0,0,0,0,0,0,0,1.89431263265824,0,0,0,0,3.71812437839823,0,0,0,3.38722613328301,0,0,0,3.59641766977395,0,0,1.59878711993641,0,0,0,1.59878711993641,0,0,0,1.89431263265824,1.59878711993641,0,1.89431263265824,0,0,3.26918246034133,0,0,0,0,0,0,0,0,0,0,0,1.59878711993641,0,0,2.36772508664363,0,0,0,0,0,0,0,0,0,0,0,0,1.89431263265824,0,0,0,0,5.16508735219732,0,0
119A,urban,0,0,0,1.74696564407024,0,0,0,0,0,0,0,0,4.31777815326463,0,0,0,0,0,2.99483027227049,0,0,5.8335898152593,4.37961760723996,0,0,0,3.82908753771301,0,0,0,1.74696564407024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74696564407024,1.74696564407024,2.21887095660264,2.7399092210027,0,2.04408956773918,0,0,3.67872831475101,2.58534589378265,0,0,2.04408956773918,2.21887095660264,3.70768613948147,4.34444274517241,1.74696564407024,4.09133576144656,4.38847066332414,0,2.04408956773918,4.26418649451379,0,0,4.18319132986418,1.74696564407024,0,3.98220134686876,0,0,0,0,3.53163744486283,0,1.74696564407024,4.37159380036286,4.02471638730859,4.41030777662602,0,1.74696564407024,0,0,4.46504456677484,0,0,2.43966895811711,0,0,0,0,0,1.74696564407024,0,0,1.74696564407024,0,0,0,1.74696564407024,2.43966895811711,0,0,0,2.5185871194365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64770082192615,0,0,0,0,0,0,0,3.93782525338119,0,0,0,0,0,0,2.04408956773918,0,0,0,2.04408956773918,3.84298411976133,4.43286102837795,2.04408956773918,0,0,3.79226656635383,2.04408956773918,0,0,0,3.5385842780348,2.7399092210027,1.74696564407024,1.74696564407024,0,0,0,2.04408956773918,0,0,0,1.74696564407024,0,0,2.34315327362352,0,0,0,0,0,0,0,0,1.74696564407024,0,0,0,0,0,0,0
34A,rural,0,0,0,1.76428910538705,0,0,0,0,0,0,0,0,4.99592974753096,0,0,1.47066854690177,1.18408864564165,0,1.18408864564165,0,0,5.57623034012498,2.69962725508939,1.18408864564165,2.06156643262364,0,0,0,0,4.31004837460469,0,0,0,0,0,0,0,0,0,0,0,0,1.18408864564165,0,0,1.64183425339069,0,0,0,2.78886628276411,0,0,0,2.78886628276411,0,0,1.76428910538705,0,3.72995979752663,1.85970193991616,1.18408864564165,0,0,0,3.29479049996074,3.86061464911609,0,4.20741194935961,3.25873421428987,0,2.60293400684072,4.40022101710021,0,1.18408864564165,4.70930983500845,0,0,3.63766469084133,0,0,0,0,0,0,0,5.49497789697001,3.37758962915572,4.72733850193642,0,3.57805170195518,0,0,3.93071634334017,0,0,2.53616777189997,0,0,0,0,0,1.18408864564165,0,0,1.18408864564165,0,0,1.18408864564165,0,1.18408864564165,1.18408864564165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53502902213771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47066854690177,1.18408864564165,0,0,1.64183425339069,0,2.00411257050089,1.18408864564165,0,0,2.38692545430508,0,0,0,1.18408864564165,0,0,0,0,0,0,0,1.64183425339069,0,1.18408864564165,3.44931165967928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
091A,urban,0,0,0,2.1670601607174,0,0,0,0,0,0,0,0,2.82749831204901,0,0,0,0,1.47975658344749,1.47975658344749,0,0,5.8712727866392,2.98408859008262,1.77353186942942,2.67017302654895,2.1670601607174,0,1.47975658344749,0,1.77353186942942,1.47975658344749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77353186942942,0,0,0,2.64220617422712,1.77353186942942,0,0,2.07088855317763,2.24574843804721,0,0,0,3.37911921732679,2.37007017581936,0,0,0,0,2.5078674039501,4.44332008084011,0,4.46296195266742,3.52971017854423,0,1.94717770925513,4.29701560663406,0,0,4.89326426239326,0,0,3.48645492441218,0,0,0,0,2.07088855317763,0,0,4.38159590235209,3.99792193436417,4.32965532656776,0,4.16585727691631,1.47975658344749,1.47975658344749,1.94717770925513,0,0,2.42101683704182,0,0,0,1.77353186942942,0,0,1.94717770925513,0,0,0,0,1.77353186942942,0,1.47975658344749,0,0,0,3.37911921732679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12125496822554,0,0,0,2.1670601607174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47975658344749,0,0,1.47975658344749,1.47975658344749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77353186942942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31043450297822,0,0
098A,urban,0,0,0,0,0,0,1.23282367606773,0,0,0,0,0,3.22393547365516,0,1.23282367606773,1.69266748820026,0,0,0,0,1.23282367606773,5.77450465679802,3.87879800080947,0,2.8407383176316,1.69266748820026,2.88844581533047,3.49458354097469,0,0,1.69266748820026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23282367606773,0,0,0,0,1.23282367606773,1.23282367606773,0,2.28806702206369,0,0,0,0,3.57411445538735,2.25048180122619,0,2.05557892902462,0,0,2.86998682136062,3.66310310943205,0,4.68174157010948,2.88844581533047,0,1.23282367606773,4.53380994682868,0,0,4.00877455000758,0,0,2.43867617948678,0,0,0,0,0,0,0,5.22007247276728,4.17468749090878,4.29124121746511,0,3.24828067413927,1.23282367606773,0,4.41294555578729,0,0,2.28806702206369,0,0,0,0,0,0,0,1.23282367606773,0,0,0,2.16387340065669,0,1.23282367606773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59100728074859,0,0,0,0,0,0,0,3.53105306234891,0,0,1.23282367606773,0,0,0,2.11309295696231,0,0,1.52096045451237,0,1.52096045451237,2.25048180122619,2.11309295696231,0,0,3.08206365953493,0,0,0,0,0,1.23282367606773,0,0,0,0,0,2.05557892902462,0,1.69266748820026,2.66997028990796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1642797685253,0,0
100A,urban,0,0,0,1.45092996472351,0,0,0,0,0,0,0,0,3.338563972624,2.3403527987454,0,2.47811420604471,1.74420290115722,0,0,0,0,5.397314197844,3.49231943181719,0,5.5850798388484,0,1.45092996472351,1.45092996472351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45092996472351,0,0,0,0,0,2.3403527987454,0,0,0,2.39128487671671,0,0,0,0,2.73710107571518,1.45092996472351,0,0,0,0,2.61242745112646,3.89622776925132,0,3.98432306173299,3.79895575370385,0,0,3.98186271901356,0,0,4.0116584029734,0,0,3.5426092607234,0,0,0,0,1.74420290115722,0,0,4.37730104226584,3.94586897894755,4.09995124962865,0,4.63476575631853,2.66666037501083,1.74420290115722,4.88660621880701,0,0,2.1374212865511,0,0,0,0,0,0,0,0,1.45092996472351,0,2.3403527987454,2.1374212865511,0,2.3403527987454,0,0,0,4.33620786497271,0,1.9176773761236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08168209617066,0,0,0,0,0,0,0,3.13456347454369,0,0,0,0,0,0,1.74420290115722,1.45092996472351,0,0,0,0,1.74420290115722,0,0,0,1.45092996472351,0,0,0,0,0,0,0,0,0,0,0,1.74420290115722,0,0,0,1.74420290115722,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45092996472351,0,0,2.47811420604471,0,0
084A,urban,0,0,0,0,0,0,2.02437979684604,0,0,1.5553935997217,0,0,2.69014850062041,0,0,1.85033663265635,1.5553935997217,2.02437979684604,0,0,1.5553935997217,5.76543407323978,4.10546007876758,0,3.22463337257605,0,3.60769832233385,3.42411032864513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5553935997217,0,0,0,1.5553935997217,0,0,0,2.49875514671401,2.32335199322417,0,1.5553935997217,0,3.83766249091592,2.84478445544617,0,0,0,1.5553935997217,3.91425392132937,4.64074740772493,0,4.39866964536493,3.94458303055969,0,1.85033663265635,4.48713616850867,0,0,4.70957173708063,0,0,3.66707827503449,0,0,1.5553935997217,0,0,0,0,4.92334956972736,3.91976234919218,4.87253685048258,0,3.07497764967844,3.18686834843615,1.5553935997217,4.33833766408901,0,0,2.65803199746424,0,0,0,0,0,2.02437979684604,0,0,0,0,1.5553935997217,2.24458308780368,0,2.02437979684604,1.5553935997217,0,0,2.92386221102609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17257193535642,0,0,0,0,0,0,0,0,1.85033663265635,0,0,0,0,0,1.5553935997217,0,0,0,1.85033663265635,2.62334942126357,3.62241800670159,1.5553935997217,0,0,2.94157027693329,0,0,0,0,2.58565483167059,1.5553935997217,1.5553935997217,0,0,0,0,1.5553935997217,0,0,1.5553935997217,1.85033663265635,0,0,0,0,0,0,0,0,0,0,0,2.39000401395926,0,0,0,0,2.32335199322417,0,0
