Sample_ID,ruralurban,Methanobacteriaceae,X_Methanomassiliicoccaceae_,Actinomycetaceae,Cellulomonadaceae,Corynebacteriaceae,Dermabacteraceae,Microbacteriaceae,Micrococcaceae,Promicromonosporaceae,Bifidobacteriaceae,Coriobacteriaceae,Bacteroidaceae,Porphyromonadaceae,Prevotellaceae,Rikenellaceae,S24_7,X_Barnesiellaceae_,X_Odoribacteraceae_,X_Paraprevotellaceae_,Cytophagaceae,Cryomorphaceae,Flavobacteriaceae,X_Weeksellaceae_,Sphingobacteriaceae,Bacillaceae,Paenibacillaceae,Planococcaceae,Staphylococcaceae,Gemellaceae,Aerococcaceae,Carnobacteriaceae,Enterococcaceae,Lactobacillaceae,Leuconostocaceae,Streptococcaceae,Turicibacteraceae,Christensenellaceae,Clostridiaceae,Dehalobacteriaceae,EtOH8,Eubacteriaceae,Lachnospiraceae,Peptococcaceae,Peptostreptococcaceae,Ruminococcaceae,Veillonellaceae,X_Acidaminobacteraceae_,X_Mogibacteriaceae_,X_Tissierellaceae_,Erysipelotrichaceae,Fusobacteriaceae,Leptotrichiaceae,Victivallaceae,Phycisphaeraceae,Planctomycetaceae,Caulobacteraceae,Aurantimonadaceae,Brucellaceae,Methylobacteriaceae,Methylocystaceae,Rhizobiaceae,Rhodobacteraceae,mitochondria,Sphingomonadaceae,Alcaligenaceae,Burkholderiaceae,Comamonadaceae,Oxalobacteraceae,Neisseriaceae,Rhodocyclaceae,Desulfovibrionaceae,Campylobacteraceae,Aeromonadaceae,Succinivibrionaceae,Alteromonadaceae,Shewanellaceae,Cardiobacteriaceae,Enterobacteriaceae,Coxiellaceae,Francisellaceae,Alcanivoracaceae,Halomonadaceae,Pasteurellaceae,Moraxellaceae,Pseudomonadaceae,Pseudoalteromonadaceae,Vibrionaceae,Xanthomonadaceae,Dethiosulfovibrionaceae,Synergistaceae,Rs_045,Mycoplasmataceae,Verrucomicrobiaceae,Thermaceae
11A,rural,0,0,2.20601524016567,0,1.32144246558884,1.32144246558884,0,2.08197641087862,0,2.55669375649823,2.85712069003497,5.0512661827852,3.82919534959703,5.65476544572565,2.66288698937717,3.84681875317681,0,2.7922772078456,3.7715794918752,0,0,0,0,0,0,0,0,0,1.61198806315273,0,1.90767939158165,0,4.04140536937249,1.61198806315273,4.16712166106244,0,2.00351375050336,3.34180470640762,0,0,0,5.12153454200656,0,1.61198806315273,5.10278621455298,4.93125707289648,0,2.41582792847712,0,3.82010800409573,1.61198806315273,1.32144246558884,0,0,0,0,0,0,0,0,0,0,0,0,4.37687296784995,0,0,2.08197641087862,0,0,3.37228062579413,0,0,2.302384412358,0,1.32144246558884,0,3.87314405678165,0,0,0,1.90767939158165,2.25686737864844,0,0,0,0,0,0,0,0,0,0,0
10A,rural,0,0,2.11181414761902,0,0,0,0,1.35013235928981,0,4.38146327525592,2.77817512839775,5.48880738075589,3.59285471231825,3.32172587597415,4.06752252914411,2.03330381218271,3.32613290354093,3.34752119468592,1.64135581048262,0,0,0,0,0,0,0,0,0,1.35013235928981,0,1.64135581048262,0,4.54249276700917,0,4.08314500398873,0,2.69290224899909,4.02668994038927,1.35013235928981,0,0,5.44723390625752,3.13678975139723,1.35013235928981,5.44483853548969,4.06592892281372,0,2.23591278583456,1.81412838837717,3.5478996647608,2.5077351832986,0,0,0,0,0,0,0,0,0,0,0,0,0,3.633589748596,0,1.35013235928981,2.28678491396591,1.35013235928981,0,2.11181414761902,0,0,0,0,0,0,3.15667038796694,0,0,0,1.64135581048262,3.539933012754,0,0,0,0,0,0,0,0,0,3.12995535783423,0
109A,urban,0,0,2.38778642814122,0,1.36382202586694,0,0,1.36382202586694,0,3.61188970677027,2.34657153366046,5.69447278142406,3.6211775361052,1.65535312667258,3.74609029746139,0,1.36382202586694,3.0171273807763,1.65535312667258,0,0,0,0,0,0,0,1.36382202586694,0,1.36382202586694,0,1.36382202586694,0,3.59999343189926,2.46006342896969,4.13913139424598,1.36382202586694,0,3.69880716091284,0,0,0,5.37184092044681,0,1.95155461153196,5.02838315123443,4.70426619496908,0,1.95155461153196,0,3.14426402749229,4.28564856346605,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29907251402758,0,0,1.82823135072418,0,0,3.23695816416547,2.12602436314459,0,0,0,1.36382202586694,0,4.61716008544957,1.36382202586694,0,0,1.65535312667258,3.85655561345879,1.82823135072418,0,0,0,1.65535312667258,0,0,0,0,2.19250675076767,0
31A,rural,2.38783424800363,0,1.91425466269742,0,0,0,0,0,0,0,2.51232823822748,5.07169843772995,2.9763369145425,5.68478523655606,3.98208362774879,0,0,0,4.2291031813853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44758835137024,2.43341389466077,0,2.212631117695,4.36632714887959,0,0,0,5.09598520091845,1.44758835137024,1.74080082957745,5.27660002973741,4.28613852837274,0,2.212631117695,0,2.93746184145529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75616861624812,0,0,0,0,0,3.50749198327439,0,0,0,0,1.44758835137024,0,3.4232000224223,0,0,0,0,2.38783424800363,1.44758835137024,0,0,0,0,2.13398187841717,1.44758835137024,0,0,1.44758835137024,0
29A,rural,0,1.73940864505807,1.73940864505807,0,0,0,0,0,0,1.91285398417001,2.57767004506111,4.03681329922369,3.22998839561679,5.73797443118511,2.81127446404365,3.78264619359347,1.44622104180529,2.89334557181823,5.16391326153005,0,0,0,0,0,0,0,0,0,1.91285398417001,0,2.03646369109393,2.60755669797226,2.2777869893202,2.33549248515939,3.63189053494761,1.91285398417001,2.38642208158035,4.15058204146157,2.13257432969108,0,0,4.73121289103427,2.21122184087578,0,5.14085103682617,4.34581145532963,0,2.63551841133837,1.73940864505807,3.72713863433196,2.13257432969108,0,3.38961054262135,0,0,0,0,0,0,0,0,0,1.44622104180529,0,3.91474472435814,0,2.38642208158035,1.91285398417001,1.91285398417001,0,3.50241063701401,1.91285398417001,1.44622104180529,3.4599264476664,0,1.44622104180529,1.44622104180529,4.4364458855926,0,0,0,1.91285398417001,3.14670528493306,0,0,0,0,0,1.73940864505807,0,0,0,0,0
101A,urban,0,0,1.27294310120524,0,0,0,0,1.27294310120524,0,4.00884730951192,2.29274853022997,5.72228881538211,4.22367455093262,3.4424183429277,4.21200624605039,0,0,3.73493829798278,2.50576677727297,0,0,0,0,0,0,0,0,0,0,0,1.56223309976616,0,1.9529736936374,1.73433942696536,2.52917653862605,0,2.89314538332199,4.36376668763894,0,0,2.09771677685726,5.29913194697833,0,0,5.15244704633865,3.47199988698079,0,2.48102290647479,0,3.82554316359438,2.86251720377137,0,0,0,0,0,0,0,0,0,0,0,1.9529736936374,0,4.62407878378392,0,0,0,0,0,0,0,0,0,0,0,0,3.24938154772249,0,0,0,1.27294310120524,1.8572719016179,1.27294310120524,0,0,0,0,0,0,0,0,0,0
083A,urban,0,0,0,0,0,0,0,0,0,3.87376429230947,0,5.75222531252056,2.60891069171687,1.66313506004093,3.52588380323244,0,1.95942276422746,2.43335347608905,0,0,0,0,0,0,0,0,0,0,0,0,1.37143706790643,0,0,0,3.00620898021792,2.2004124422632,0,3.73646317372106,0,0,0,5.14320821057523,0,1.37143706790643,5.32198610714129,4.009666454018,0,1.37143706790643,0,3.39413609217042,2.43335347608905,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67562302678923,0,0,0,0,0,3.12374687610855,0,0,0,0,0,0,3.22206037320769,0,0,0,1.37143706790643,3.61274546135843,0,0,0,0,0,1.37143706790643,0,0,0,0,0
13A,rural,0,0,2.02064317603887,0,0,0,0,1.33793042392884,0,3.28152696519682,2.27407117313558,5.68845132598505,3.82543274993339,3.35513021180149,4.14101757594192,0,0,2.76541599294663,2.09913364929107,0,0,0,0,0,0,0,0,0,1.6288711727154,0,1.33793042392884,2.09913364929107,1.6288711727154,0,3.38587646675144,2.39843189073059,0,4.05553750156798,0,0,1.33793042392884,5.33559002643323,0,2.02064317603887,5.25897608902692,4.49965491619858,0,1.6288711727154,0,3.99789111387089,4.22441139727133,0,0,0,0,0,0,0,0,1.6288711727154,1.33793042392884,0,0,0,4.08618567230815,0,0,0,1.33793042392884,0,0,1.33793042392884,0,0,0,0,0,3.24717676724749,0,0,0,1.33793042392884,3.11024071071906,0,0,0,0,0,0,0,1.33793042392884,0,0,0
093A,urban,0,0,1.90721727624785,0,0,0,0,0,0,2.3431144775858,2.20555024764773,5.51142879680005,4.85713929946187,1.78406729560599,4.04797329914456,0,1.32099689240616,2.53147453594984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32099689240616,2.60186396551787,0,1.32099689240616,3.47598281093051,0,0,1.61153159667584,5.28839674361662,0,0,4.21727822650807,5.34741252892919,0,0,0,3.17509793582401,4.65750026426822,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97945131707513,0,0,0,0,0,0,0,0,0,0,1.78406729560599,0,4.07210487682438,0,0,0,2.3431144775858,0,1.32099689240616,0,0,0,0,0,0,0,0,2.14794461680847,0
094A,urban,0,0,1.69135827497282,0,0,0,0,0,0,3.98996809617584,1.3990789901703,5.85152929208536,4.24947843004203,2.63767153448714,0,0,0,1.3990789901703,1.69135827497282,0,0,0,0,0,0,0,0,0,0,0,1.3990789901703,1.3990789901703,1.98794589441977,1.3990789901703,2.61290678558327,1.98794589441977,0,2.85911999580295,0,0,0,4.64195589316508,0,0,3.89732647525658,5.13780865067044,0,0,0,3.52454222591651,2.16254620572951,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80003718593248,0,0,1.3990789901703,0,0,0,0,0,0,0,0,0,3.57741219740533,0,0,0,1.69135827497282,2.72463980671421,0,0,0,0,0,0,0,0,0,0,0
085A,urban,0,0,1.16461379841623,0,0,0,0,0,0,2.94049735764307,1.16461379841623,4.83547969229042,2.59731608015318,5.78583388225657,0,0,0,0,2.13699864651793,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91725678047956,1.98345228448469,2.04087991311764,0,0,4.44727990864194,0,0,2.65329895193016,4.99780018069879,0,0,5.14687012470725,3.76126014794677,0,1.74378483335367,1.62144970577076,2.76802901271344,0,0,0,0,1.16461379841623,0,0,0,0,0,0,0,0,0,3.91706029434088,0,0,0,1.16461379841623,0,3.14696597928412,0,0,0,0,1.16461379841623,0,4.0292821774765,0,0,0,1.45051930135812,1.45051930135812,0,0,0,0,0,2.25021030504555,0,0,0,4.3773713483077,0
