Sample_ID,ruralurban,Puniceicoccaceae,Micrococcaceae,Moraxellaceae,Paenibacillaceae_1,Actinomycetaceae,Methylocystaceae,Acidaminococcaceae,Cytophagaceae,Sphingomonadaceae,Dermabacteraceae,Methanobacteriaceae,Enterobacteriaceae,Campylobacteraceae,Aeromonadaceae,Ruminococcaceae,Bacillaceae_1,Vibrionaceae,Rhodospirillaceae,Pasteurellaceae,Rubritaleaceae,Bacteroidales_incertae_sedis,Porphyromonadaceae,Rhizobiaceae,Coxiellaceae,Corynebacteriaceae,Coriobacteriaceae,Francisellaceae,Verrucomicrobiaceae,Flavobacteriaceae,Bifidobacteriaceae,Victivallaceae,Rikenellaceae,Methylobacteriaceae,Burkholderiales_incertae_sedis,Streptococcaceae,Leptotrichiaceae,Oxalobacteraceae,Comamonadaceae,Fusobacteriaceae,Shewanellaceae,Desulfovibrionaceae,Neisseriaceae,Erythrobacteraceae,Peptococcaceae_1,Aerococcaceae,Thiotrichales_incertae_sedis,Leuconostocaceae,Clostridiaceae_1,Promicromonosporaceae,Prevotellaceae,Bacteroidaceae,Erysipelotrichaceae,Helicobacteraceae,Microbacteriaceae,Brevibacteriaceae,Pseudomonadaceae,Cardiobacteriaceae,Bdellovibrionaceae,Mycoplasmataceae,Carnobacteriaceae,Halomonadaceae,Clostridiales_Incertae_Sedis_XIII,Rhodobacteraceae,Enterococcaceae,Staphylococcaceae,Veillonellaceae,Chloroplast,Phycisphaeraceae,Aurantimonadaceae,Succinivibrionaceae,Lactobacillaceae,Lachnospiraceae,Clostridiales_Incertae_Sedis_XI,Alcaligenaceae,Thermaceae,Alcanivoracaceae,Synergistaceae,Caulobacteraceae,Pseudoalteromonadaceae,Brucellaceae,Sutterellaceae,Eubacteriaceae,Peptostreptococcaceae,Xanthomonadaceae,Bacillales_Incertae_Sedis_XI
085A,urban,0,0,0,0,1.24534586603151,0,2.99851848360304,0,0,0,0,4.07244798778737,0,0,5.09028013480815,0,0,0,1.70569034219102,0,0,3.29569808258856,0,0,0,1.53385442606426,0,4.41362902119448,0,3.0056899242611,0,1.41312974155657,0,0,1.82848566885156,0,0,0,0,0,3.19793025884081,0.968325116238832,0,0,0,0,1.77141362177313,3.59661814952617,0,5.79088912875903,4.77750583430858,2.69792404797951,0,0,0,0,0,0,0,0,1.41312974155657,0,0,0,0,4.44731918324033,0,0,0,0,1.77141362177313,5.07027478461774,0.968325116238832,0,0,0,2.30128810457057,0,0,0,3.66172101937169,2.60123165129015,2.45191702149332,0,0
119A,urban,0,0,0,0,1.06487309747366,0,4.1634604598364,0,0,0,0,5.50809183813436,0,0,5.52784696148514,0,0,0,1.06487309747366,0,0,4.10605976210124,0,0,0,2.87144245163708,0,0,0,3.84536605795424,0,4.54704131372005,0,0,2.25860993668029,0,0,0,2.20457139400377,1.06487309747366,3.52420057980866,0,0,0,0,0,1.7328396010508,0,0,2.02983378349549,5.27073190270812,3.61245343790874,1.06487309747366,0,0,1.7328396010508,1.06487309747366,0,0,0,1.63793351722186,0,0,0,0,2.17480180749883,0,0,0,0,0,4.86962140043696,1.06487309747366,0,0,0,1.51631425060724,0,0,0,2.97560974659448,2.02983378349549,2.62884211071545,0,0
082A,urban,0,1.35893239751272,0,0,1.07650264409979,0,1.65035474958544,0,0,0,0,3.1069952076037,0,0,5.47526971680022,0,0,0,2.24506690305887,0,0,4.00371451547407,0,0,0,2.60774441881725,0,2.84527034453271,1.35893239751272,2.12095075903922,0,4.26328539626351,0,0,2.68282485312568,0,0,0,0,1.07650264409979,1.07650264409979,0,0,2.04242646709475,0,0,0,3.2205747615463,0,4.48827070951197,5.53490246522582,4.12379299032134,0,1.35893239751272,0,0,0,0,0,1.07650264409979,1.65035474958544,0,0,0,0,4.48796227173812,1.35893239751272,0,0,0,1.07650264409979,5.34186220346572,1.07650264409979,0,0,0,0,0,0,1.07650264409979,4.47655169890852,0,2.67286159652654,0,0
21A,rural,0,0.926406830683306,0,0,1.36779845148907,0,3.37014176660268,0,0,0,2.58035901813919,3.3728893065708,0,0,5.4176964989745,0,0,0,3.05387335870697,0,0,4.43264406616149,0,0,0,3.28349183327525,0,0.926406830683306,0.926406830683306,3.28180613039259,1.95566377856776,4.33645350661176,0,0,2.48585099176099,0,2.58877023575693,0,1.36779845148907,0.926406830683306,3.38370887527253,0,0,0,0,0,1.36779845148907,3.52691351016616,0,5.35369210016763,5.42216947695346,3.54294323911108,0,0,0,0,0,0,0,0,1.65941707269194,1.20091893624098,0,0,0,4.50794670954046,0,0,0,0,0,5.09303763144101,0,0,0,0,2.07939841546506,0,0,0,4.3480622857794,0.926406830683306,2.84539426687343,0,0
120A,urban,0,1.08211419672867,0,0,1.53458377894644,0,4.38505329832682,0,0,0,0,3.70648935004643,0,2.30203566476642,5.37529091666786,0,0,0,3.10938700466661,0,0,4.68018462439365,0,0,0,2.80869447386772,0,1.75132971817794,0,2.77771021262842,0,4.47500342702643,0,0,2.25115386415809,0,2.67897022129188,0,4.19904272472532,1.08211419672867,3.46304213998031,1.08211419672867,0,0,0,0,1.75132971817794,2.76134766322206,0,3.25967404365682,5.63038004261638,3.42856857271017,0,0,0,0,0,0,0,1.08211419672867,1.6563402920353,1.36478785807586,0,0,0,3.89529279710761,0,0,0,0,1.08211419672867,5.22606586168708,2.00316673328981,0,0,0,1.08211419672867,0,0,0,4.39485680237935,1.36478785807586,2.04849287043927,0,1.08211419672867
7A,rural,0,1.17282009070323,0,0,2.44521307749899,0,3.67163147941057,0,0,0,0,3.20734976267473,0.900023990092581,0,5.61753855067154,0,0,0,3.03232729769123,0,0.900023990092581,3.44380859673835,0,0,0,2.24202689834606,0,0,0,2.42301867576119,0,2.87559476059003,0,0,4.45881746572096,0,0,0,0,0,2.36199738809136,2.10032566750467,0,0,0.900023990092581,0,0,3.79007566478831,0,4.07182246134506,5.35243400178621,3.94817206200425,0,0,0,0,0,0,0,1.33907688063034,1.33907688063034,1.55289449757739,0,0,0,3.04338258180997,0,0,0,0,1.17282009070323,5.46339298939759,1.17282009070323,0,0,0,0.900023990092581,0,0,0,0.900023990092581,0.900023990092581,2.89904541598243,0,1.80272920106423
083A,urban,0,0,0,0,0,0,4.22408858440941,0,0,0,0,3.31138969503011,0,0,5.31709884784972,0,0,0,3.65599557990966,0,0,3.20814981325705,0,0,0,0,0,0,1.66115921184848,3.8673629122224,0,3.71109996467289,0,0,2.90738866142021,0,0,0,2.49805805224582,0,3.13381768630599,0,0,0,0,0,0,2.2560534089374,0,2.29063021315778,5.72747872195434,3.51503384572137,0,0,0,0,0,0,0,1.20258808959952,1.20258808959952,0,0,0,0,1.66115921184848,1.20258808959952,0,0,0,0,5.2062316561129,0,0,0,0,1.48978029479602,0,0,0,4.72088457280235,0,3.1524864620444,0,1.20258808959952
10A,rural,0,1.20265500728906,0,0,1.95749578040292,0,3.97184232454,0,0,0,0,3.29202149352887,0,0,5.35151825069272,0,0,0,3.54200905547693,0,0,4.06218338048276,0,0,0,2.874079205408,0,3.1525578071125,0,4.34889848913727,0,4.0803604176789,0,0,4.01530360510804,0,2.17742449927031,1.20265500728906,2.55594872249333,0,2.13198760389442,1.20265500728906,0,2.94587267264169,0,0,0,2.80867212524633,0,3.43475945710046,5.4791065725495,3.6340218123216,0,0,0,0,0,0,0,0,1.48984937882299,0,0,0,0,3.82780552357949,1.20265500728906,0,0,1.48984937882299,4.46989031085036,5.54367129740387,1.20265500728906,0,0,0,0,0,0,0,3.61711309928062,0,3.09915351183036,0,1.20265500728906
101A,urban,0,1.17423205518038,0,0,1.46047454136871,0,1.63152258309591,0,0,0,0,3.38236192906366,0,0,5.11587864324088,0,0,0,2.05110380547075,0,0,4.50436393626412,0,0,0,2.32229960989848,0,0,0,4.01749804471169,0,4.00690600119885,0,0,2.48797263258016,0,0,0,2.83496733451434,0,0,0,0,0,0,0,1.75391757813685,2.35019908385877,0,3.7462736199808,5.6894684761548,3.92088902048841,0,0,0,0,0,0,0,1.46047454136871,1.63152258309591,0,0,0,0,4.36556868082474,3.16973548914463,0,0,1.17423205518038,1.84929416375282,5.38861254605128,0,0,0,0,0,0,0,0,4.59944842110976,2.37641394682851,2.35019908385877,0,0
116A,urban,0,0,0,0,1.58423185608212,0,4.91297104238318,0,0,0,0,4.28712175841199,1.01484818287204,0,4.74763635339662,0,0,0,1.01484818287204,0,0,4.62470379863691,0,0,1.29436938019511,2.97976500394046,0,0,0,3.43921491261885,0,3.2719718165328,0,0,2.62495330769587,0,0,0,3.99276948598397,1.58423185608212,4.24442991142345,0,0,0,0,0,1.01484818287204,1.97533086276616,0,2.85780326219436,5.62399068308183,3.6826070177036,0,0,0,0,0,0,0,1.01484818287204,1.97533086276616,1.29436938019511,0,0,0,2.56296383131444,1.29436938019511,0,0,0,2.29513562226588,5.52968329423687,1.46304762368669,0,0,0,1.97533086276616,0,0,0,1.82239449532536,2.77761488333876,2.90067475001755,0,0
