ID	SRR5947807_reads	SRR5947808_reads	SRR5947809_reads	SRR5947810_reads	SRR5947811_reads	SRR5947812_reads	SRR5947813_reads	SRR5947814_reads	SRR5947815_reads	SRR5947816_reads	SRR5947817_reads	SRR5947818_reads	SRR5947819_reads	SRR5947820_reads	SRR5947821_reads	SRR5947822_reads	SRR5947823_reads	SRR5947824_reads	SRR5947825_reads	SRR5947826_reads	SRR5947827_reads	SRR5947828_reads	SRR5947829_reads	SRR5947830_reads	SRR5947831_reads	SRR5947832_reads	SRR5947833_reads	SRR5947834_reads	SRR5947835_reads	SRR5947836_reads	SRR5947837_reads	SRR5947838_reads	SRR5947839_reads	SRR5947840_reads	SRR5947841_reads	SRR5947842_reads	SRR5947843_reads	SRR5947844_reads	SRR5947845_reads	SRR5947846_reads	SRR5947847_reads	SRR5947848_reads	SRR5947849_reads	SRR5947850_reads	SRR5947851_reads	SRR5947852_reads	SRR5947853_reads	SRR5947854_reads	SRR5947855_reads	SRR5947856_reads	SRR5947857_reads	SRR5947858_reads	SRR5947859_reads	SRR5947860_reads	SRR5947861_reads	SRR5947862_reads	SRR5947863_reads	SRR5947864_reads	SRR5947865_reads	SRR5947866_reads	SRR5947867_reads	SRR5947868_reads	SRR5947869_reads	SRR5947870_reads	SRR5947871_reads	SRR5947872_reads	SRR5947873_reads	SRR5947874_reads	SRR5947875_reads	SRR5947876_reads	SRR5947877_reads	SRR5947878_reads	SRR5947879_reads	SRR5947880_reads	SRR5947881_reads	SRR5947882_reads	SRR5947883_reads	SRR5947884_reads	SRR5947895_reads	SRR5947896_reads	SRR5947897_reads	SRR5947898_reads	SRR5947899_reads	SRR5947900_reads	SRR5947901_reads	SRR5947902_reads	SRR5947903_reads	SRR5947904_reads	SRR5947905_reads	SRR5947906_reads	SRR5947907_reads	SRR5947908_reads	SRR5947909_reads	SRR5947910_reads	SRR5947911_reads	SRR5947912_reads	SRR5947913_reads	SRR5947914_reads	SRR5947915_reads	SRR5947916_reads	SRR5947917_reads	SRR5947918_reads	SRR5947919_reads	SRR5947920_reads	SRR5947921_reads	SRR5947922_reads	SRR5947923_reads	SRR5947924_reads	SRR5947925_reads	SRR5947926_reads	SRR5947927_reads	SRR5947928_reads	SRR5947929_reads	SRR5947930_reads	SRR5947931_reads	SRR5947932_reads	SRR5947933_reads	SRR5947934_reads	SRR5947935_reads	SRR5947936_reads	SRR5947937_reads	SRR5947938_reads	SRR5947939_reads	SRR5947940_reads	SRR5947941_reads	SRR5947942_reads	SRR5947943_reads	SRR5947944_reads	SRR5947945_reads	SRR5947946_reads	SRR5947947_reads	SRR5947948_reads	SRR5947949_reads	SRR5947950_reads	SRR5947951_reads	SRR5947952_reads	SRR5947953_reads	SRR5947954_reads	SRR5947955_reads	SRR5947956_reads	SRR5947957_reads	SRR5947958_reads	SRR5947959_reads	SRR5947960_reads	SRR5947961_reads	SRR5947962_reads	SRR5947963_reads	SRR5947964_reads	SRR5947965_reads	SRR5947966_reads	SRR5947967_reads	SRR5947968_reads	SRR5947969_reads	SRR5947970_reads	SRR5947971_reads	SRR5947972_reads	SRR5983264_reads	SRR5983265_reads	SRR5983266_reads	SRR5983267_reads	SRR5983268_reads	SRR5983269_reads	SRR5983270_reads	SRR5983271_reads	SRR5983272_reads	SRR5983273_reads	SRR5983274_reads	SRR5983275_reads	SRR5983276_reads	SRR5983277_reads	SRR5983278_reads	SRR5983279_reads	SRR5983280_reads	SRR5983281_reads	SRR5983282_reads	SRR5983283_reads	SRR5983284_reads	SRR5983285_reads	SRR5983286_reads	SRR5983287_reads	SRR5983288_reads	SRR5983289_reads	SRR5983290_reads	SRR5983291_reads	SRR5983292_reads	SRR5983293_reads	SRR5983294_reads	SRR5983295_reads	SRR5983296_reads	SRR5983297_reads	SRR5983298_reads	SRR5983299_reads	SRR5983300_reads	SRR5983301_reads	SRR5983302_reads	SRR5983303_reads	SRR5983304_reads	SRR5983305_reads	SRR5983306_reads	SRR5983307_reads	SRR5983308_reads	SRR5983309_reads	SRR5983310_reads	SRR5983311_reads	SRR5983312_reads	SRR5983313_reads	SRR5983314_reads	SRR5983315_reads	SRR5983316_reads	SRR5983317_reads	SRR5983318_reads	SRR5983319_reads	SRR5983320_reads	SRR5983321_reads	SRR5983322_reads	SRR5983323_reads	SRR5983324_reads	SRR5983325_reads	SRR5983326_reads	SRR5983327_reads	SRR5983328_reads	SRR5983329_reads	SRR5983330_reads	SRR5983331_reads	SRR5983332_reads	SRR5983333_reads	SRR5983334_reads	SRR5983335_reads	SRR5983336_reads	SRR5983337_reads	SRR5983338_reads	SRR5983339_reads	SRR5983340_reads	SRR5983341_reads	SRR5983342_reads	SRR5983343_reads	SRR5983344_reads	SRR5983345_reads	SRR5983346_reads	SRR5983347_reads	SRR5983348_reads	SRR5983349_reads	SRR5983350_reads	SRR5983351_reads	SRR5983352_reads	SRR5983353_reads	SRR5983354_reads	SRR5983355_reads	SRR5983356_reads	SRR5983357_reads	SRR5983358_reads	SRR5983359_reads	SRR5983360_reads	SRR5983361_reads	SRR5983362_reads	SRR5983363_reads	SRR5983364_reads	SRR5983365_reads	SRR5983366_reads	SRR5983367_reads	SRR5983368_reads	SRR5983369_reads	SRR5983370_reads	SRR5983371_reads	SRR5983372_reads	SRR5983373_reads	SRR5983374_reads	SRR5983375_reads	SRR5983376_reads	SRR5983377_reads	SRR5983378_reads	SRR5983379_reads	SRR5983380_reads	SRR5983381_reads	SRR5983382_reads	SRR5983383_reads	SRR5983384_reads	SRR5983385_reads	SRR5983386_reads	SRR5983387_reads	SRR5983388_reads	SRR5983389_reads	SRR5983390_reads	SRR5983391_reads	SRR5983392_reads	SRR5983393_reads	SRR5983394_reads	SRR5983395_reads	SRR5983396_reads	SRR5983397_reads	SRR5983398_reads	SRR5983399_reads	SRR5983400_reads	SRR5983401_reads	SRR5983402_reads	SRR5983403_reads	SRR5983404_reads	SRR5983405_reads	SRR5983406_reads	SRR5983407_reads	SRR5983408_reads	SRR5983409_reads	SRR5983410_reads	SRR5983411_reads	SRR5983412_reads	SRR5983413_reads	SRR5983414_reads	SRR5983415_reads	SRR5983416_reads	SRR5983417_reads	SRR5983418_reads	SRR5983419_reads	SRR5983420_reads	SRR5983421_reads	SRR5983422_reads	SRR5983423_reads	SRR5983424_reads	SRR5983425_reads	SRR5983426_reads	SRR5983427_reads	SRR5983428_reads	SRR5983429_reads	SRR5983430_reads	SRR5983431_reads	SRR5983432_reads	SRR5983433_reads	SRR5983434_reads	SRR5983435_reads	SRR5983436_reads	SRR5983437_reads	SRR5983438_reads	SRR5983439_reads	SRR5983440_reads	SRR5983441_reads	SRR5983442_reads	SRR5983443_reads	SRR5983444_reads	SRR5983445_reads	SRR5983446_reads	SRR5983447_reads	SRR5983448_reads	SRR5983449_reads	SRR5983450_reads	SRR5983451_reads	SRR5983452_reads	SRR5983453_reads	SRR5983454_reads	SRR5983455_reads	SRR5983456_reads	SRR5983457_reads	SRR5983458_reads	SRR5983459_reads	SRR5983460_reads	SRR5983461_reads	SRR5983462_reads	SRR5983463_reads	SRR5983464_reads	SRR5983465_reads	SRR5983466_reads	SRR5983467_reads
Euryarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1963	0.0	0.0	0.0	0.0	0.0	0.0	248	0.0	0.0	0.0	0.0	0.0	0.0	522	0.0	9472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1109	0.0	0.0	3292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25914	0.0	8795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinobacteria	230	454	2074	114517	407	618	4714	294	128044	6011	2942	0.0	0.0	3955	13543	11007	3502	0.0	0.0	0.0	52906	3895	730	3474	21725	0.0	3592	5062	4373	0.0	0.0	485	1932	97000	0.0	2412	484	0.0	9178	68286	18658	488	2720	160018	97	992	554	614	2659	394	4318	73030	6018	8500	0.0	31825	1881	161	22039	2130	14304	4009	5843	7786	99958	194694	0.0	14886	0.0	0.0	35843	42910	51142	5967	0.0	15531	0.0	3612	3065	0.0	0.0	0.0	0.0	0.0	0.0	15445	47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	758	0.0	5621	3343	463	0.0	0.0	0.0	0.0	0.0	0.0	1557	0.0	0.0	1692	0.0	2812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15135	0.0	0.0	0.0	5476	2277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3134	36981	0.0	0.0	0.0	0.0	0.0	10102	0.0	0.0	0.0	0.0	0.0	7189	0.0	2419	743	0.0	0.0	0.0	0.0	1363	14643	0.0	880	44621	92830	13175	0.0	28292	2057	8224	682	97	0.0	6363	2546	846	170831	1717	0.0	19830	96212	0.0	25656	74278	0.0	10265	1693	0.0	66	1969	58932	72569	1587	1275	453	0.0	3715	10036	65021	8225	170980	2645	41402	393	47090	791	7373	148338	10266	1817	0.0	6726	33100	0.0	8742	669	13820	49259	164504	1837	5321	7971	627	15972	21946	46633	13762	3299	0.0	1149	749	11152	3388	1085	184	508	144	5041	93	1835	4548	8091	147041	15337	3684	1718	4526	250	6060	12149	22796	6011	138953	935	21285	9237	18496	30882	198784	250	0.0	246	4486	3317	5971	1151	6763	8277	4301	23518	111766	32153	9316	4144	0.0	125519	487	19685	17249	406	13150	2685	79153	0.0	3287	816	4199	284	993	574	27938	9287	368375	23399	0.0	8589	1705	102022	8027	10730	0.0	74	0.0	880	5989	24569	0.0	0.0	126	0.0	0.0	51490	5583	295	4458	9226	38490	1614	416	30531	190528	2214	43582	0.0	265	10299	328	10667	24675	204	83432	291	121866	350854	474	332499	3987	5365	183002	354	93565	16370	58271	111243	0.0	5690	97495	25798	6552	0.0	134820	34788	103787	1395	540	1237	0.0	20281	149401	61880	1850	36990	12771
Bacteroidetes	4879239	4736639	145143	2916875	2393474	860833	3314156	1269597	3987734	3202820	1365682	104136	9786	6638728	2599617	5332718	5792086	815216	60314	3683690	4325000	343962	4820149	3521991	1416196	2216588	578800	1574625	1229053	3410684	100598	1799554	1085944	6051282	3811044	1609582	399828	688071	2602555	2681545	779226	4182021	2925095	3184381	4666180	5950845	3225384	4491940	5216045	381881	2513614	6458894	3478544	2155846	172111	1980836	3411583	1511721	933438	3650014	3161545	2439509	4002674	2656572	2186620	2188539	5746052	1189169	2927136	4453106	4722991	2550926	1670819	4841771	629072	6132805	2754884	3721992	1289431	629976	155938	18035	1593322	104931	16540	0.0	229563	199268	1463481	662530	270634	276411	34163	166383	1134431	257289	23798	106795	531769	295298	284776	323838	130223	230928	243366	528667	312248	36032	909493	322142	6607178	153242	205821	26412	672701	74463	304283	1362548	203323	524389	290523	5598	572033	625272	534662	264429	75069	7570	0.0	426652	52399	1760284	149069	40620	18464	900329	2068145	186926	767079	0.0	523849	1239949	132958	177844	1570	130716	2080618	7578	1907189	397501	1728707	1782574	51243	383380	2128	3441507	1755153	5581326	3168217	5597543	641119	4129008	1407577	4188133	1697208	620179	1934086	626184	1899423	2584526	3141089	922474	1658435	5563	1839187	0.0	3223294	815997	2535081	1323997	1916369	82501	5193450	1298994	72443	2271612	341689	1791085	1327732	3211325	2988707	2744413	3200507	5038292	1281321	2979176	2383798	1153577	2261468	2996598	3730059	2689599	2781470	37172	1472368	2959404	183093	3609318	307490	1645173	5295011	2727920	2106586	28788	1019965	324956	1802850	4471026	3329174	1152752	3618917	3259344	2533791	1266419	1972781	2149531	3879609	2035391	1278391	5070229	2905774	903293	6491896	5325	919057	4016316	1929896	1518016	3624559	5136047	1076802	1037628	504114	1559044	2950540	311224	2282369	518925	1044516	2853202	3490170	2098618	1647207	637416	2741155	1872757	323964	882146	311505	3119155	3005181	3199314	630067	1037289	3443517	1384347	1376466	1213348	858724	463435	2020116	1854466	307578	2665900	818798	679075	2061606	180451	2284549	12768512	3012717	5208083	2182399	6922622	4259870	4387411	4379513	3218139	3290522	503097	2794668	1032666	3295826	2306265	2159379	512367	2210347	2193595	329020	1865262	1891393	2999215	4580061	93979	1717717	2408667	4828557	5598046	7079564	2737	1321503	1288952	1063029	1820713	2136177	9279	738834	433405	253822	2210356	2536838	3147476	2927367	398677	2508180	1978689	1189869	1813036	2516814	1467502	2121966	2650009	1176917	2675321	168849	333656	2218077	636222	4292479	1789656	1165220	7305013	2728492	602198	5838699	3673732	5960615	1960895	2135645	4269157	6902496	0.0	2281374	5078644	2301363	3223061	2100363	23099	1957696	1019995
Cyanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcus_Thermus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445	445	891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Firmicutes	690925	667918	2965596	1426378	284476	2606040	497680	305046	1535954	545341	1033551	12087	2230	2535685	981480	1132217	2046108	244456	22198	274185	1760434	416429	458085	484944	957574	148155	162187	399098	2072718	299570	22496	562742	40159	1994654	244913	1097597	314126	151886	439788	1397438	2187539	887114	886824	1834986	480669	327877	171862	195044	565545	95392	1577821	432401	616825	801157	37181	846150	166249	944333	2708192	825088	340646	322194	965389	690658	1267880	1652128	371560	1236078	141181	410496	635587	1175214	624923	1393236	105403	909251	81667	941294	246621	222380	10235	35840	127522	14592	0.0	585050	101351	79163	538257	273446	57078	40856	32946	0.0	161263	109914	46173	1142002	183092	44400	106639	262962	104814	408698	383180	333182	49084	15726	22155	14272	2935817	30953	240141	19626	63194	34787	430032	281483	1274718	183016	584590	14823	360816	71779	65672	8823	60710	61802	1867	154333	437838	108651	52729	381486	39678	201037	457785	27850	59183	55730	47854	67779	146818	16891	73997	116118	207592	41715	445937	91709	358225	300308	65866	18806	56000	285015	87178	1616855	345625	113548	1593480	311122	844791	784611	502567	112916	525981	228320	512964	252051	130888	397647	1041026	110652	310194	40008	745305	495804	366010	283638	50619	199526	277231	119168	10522	247814	609412	874545	151348	357205	411258	412115	264354	408649	712317	650126	256198	2955988	240984	1181014	31778	758791	718856	2024884	1021209	780017	28229	239595	105826	765138	24852	558858	209926	19326	488406	509967	254537	247082	670250	1307341	953055	534748	764823	308985	847852	209744	219423	458495	244209	413884	1794651	66076	380190	404040	282007	293899	328689	578288	370298	1957190	546124	618473	179524	331021	130522	72695	183473	306490	116033	215104	300379	282084	833713	234233	1319657	2611299	53774	233233	45531	428795	157121	929743	681437	340086	432637	1784184	85033	1783584	772745	114222	262322	343212	570211	86498	95957	197007	181883	208132	154066	853669	97782	175399	1145549	932003	446695	229969	338645	857740	161285	628500	671573	346487	299292	657807	685831	613990	248098	588578	111949	566746	98745	264155	509535	955400	274123	383463	287849	235457	638800	355633	757379	1851785	527063	413677	178376	1054	613287	522286	17702	266060	1404253	1065941	208655	71644	482069	320209	389715	944853	78074	1522058	1315807	206658	663551	449163	49239	237820	485096	341986	340211	1442188	1053466	1397565	420894	1151797	872315	865855	947620	1033172	1136451	811909	1731582	611386	1630796	1180762	803645	4335750	499956	53952	403115	191201
