ID	ERR1135178_reads	ERR1135179_reads	ERR1135180_reads	ERR1135181_reads	ERR1135182_reads	ERR1135183_reads	ERR1135184_reads	ERR1135185_reads	ERR1135186_reads	ERR1135187_reads	ERR1135188_reads	ERR1135189_reads	ERR1135190_reads	ERR1135191_reads	ERR1135192_reads	ERR1135193_reads	ERR1135194_reads	ERR1135195_reads	ERR1135196_reads	ERR1135197_reads	ERR1135198_reads	ERR1135199_reads	ERR1135200_reads	ERR1135201_reads	ERR1135202_reads	ERR1135203_reads	ERR1135204_reads	ERR1135205_reads	ERR1135206_reads	ERR1135207_reads	ERR1135208_reads	ERR1135209_reads	ERR1135210_reads	ERR1135211_reads	ERR1135212_reads	ERR1135213_reads	ERR1135214_reads	ERR1135215_reads	ERR1135216_reads	ERR1135217_reads	ERR1135218_reads	ERR1135219_reads	ERR1135220_reads	ERR1135221_reads	ERR1135222_reads	ERR1135223_reads	ERR1135224_reads	ERR1135225_reads	ERR1135226_reads	ERR1135227_reads	ERR1135228_reads	ERR1135229_reads	ERR1135230_reads	ERR1135231_reads	ERR1135232_reads	ERR1135233_reads	ERR1135234_reads	ERR1135235_reads	ERR1135236_reads	ERR1135237_reads	ERR1135238_reads	ERR1135239_reads	ERR1135240_reads	ERR1135241_reads	ERR1135242_reads	ERR1135243_reads	ERR1135244_reads	ERR1135245_reads	ERR1135246_reads	ERR1135247_reads	ERR1135248_reads	ERR1135249_reads	ERR1135250_reads	ERR1135251_reads	ERR1135252_reads	ERR1135253_reads	ERR1135254_reads	ERR1135255_reads	ERR1135256_reads	ERR1135257_reads	ERR1135258_reads	ERR1135259_reads	ERR1135260_reads	ERR1135261_reads	ERR1135262_reads	ERR1135263_reads	ERR1135264_reads	ERR1135265_reads	ERR1135266_reads	ERR1135267_reads	ERR1135268_reads	ERR1135269_reads	ERR1135270_reads	ERR1135271_reads	ERR1135272_reads	ERR1135273_reads	ERR1135274_reads	ERR1135275_reads	ERR1135276_reads	ERR1135277_reads	ERR1135278_reads	ERR1135279_reads	ERR1135280_reads	ERR1135281_reads	ERR1135282_reads	ERR1135283_reads	ERR1135284_reads	ERR1135285_reads	ERR1135286_reads	ERR1135287_reads	ERR1135288_reads	ERR1135289_reads	ERR1135290_reads	ERR1135291_reads	ERR1135292_reads	ERR1135293_reads	ERR1135294_reads	ERR1135295_reads	ERR1135296_reads	ERR1135297_reads	ERR1135298_reads	ERR1135299_reads	ERR1135300_reads	ERR1135301_reads	ERR1135302_reads	ERR1135303_reads	ERR1135304_reads	ERR1135305_reads	ERR1135306_reads	ERR1135307_reads	ERR1135308_reads	ERR1135309_reads	ERR1135310_reads	ERR1135311_reads	ERR1135312_reads	ERR1135313_reads	ERR1135314_reads	ERR1135315_reads	ERR1135316_reads	ERR1135317_reads	ERR1135318_reads	ERR1135319_reads	ERR1135320_reads	ERR1135321_reads	ERR1135322_reads	ERR1135323_reads	ERR1135324_reads	ERR1135325_reads	ERR1135326_reads	ERR1135327_reads	ERR1135328_reads	ERR1135329_reads	ERR1135330_reads	ERR1135331_reads	ERR1135332_reads	ERR1135333_reads	ERR1135334_reads	ERR1135335_reads	ERR1135336_reads	ERR1135337_reads	ERR1135338_reads	ERR1135339_reads	ERR1135340_reads	ERR1135341_reads	ERR1135342_reads	ERR1135343_reads	ERR1135344_reads	ERR1135345_reads	ERR1135346_reads	ERR1135347_reads	ERR1135348_reads	ERR1135349_reads	ERR1135350_reads	ERR1135351_reads	ERR1135352_reads	ERR1135353_reads	ERR1135354_reads	ERR1135355_reads	ERR1135356_reads	ERR1135357_reads	ERR1135358_reads	ERR1135359_reads	ERR1135360_reads	ERR1135361_reads	ERR1135362_reads	ERR1135363_reads	ERR1135364_reads	ERR1135365_reads	ERR1135366_reads	ERR1135379_reads	ERR1135380_reads	ERR1135381_reads	ERR1135382_reads	ERR1135383_reads	ERR1135384_reads	ERR1135385_reads	ERR1135386_reads	ERR1135387_reads	ERR1135388_reads	ERR1135389_reads	ERR1135390_reads	ERR1135391_reads	ERR1135392_reads	ERR1135393_reads	ERR1135394_reads	ERR1135395_reads	ERR1135396_reads	ERR1135397_reads	ERR1135398_reads	ERR1135399_reads	ERR1135400_reads	ERR1135401_reads	ERR1135402_reads	ERR1135403_reads	ERR1135404_reads	ERR1135405_reads	ERR1135406_reads	ERR1135407_reads	ERR1135408_reads	ERR1135409_reads	ERR1135410_reads	ERR1135411_reads	ERR1135412_reads	ERR1135413_reads	ERR1135414_reads	ERR1135415_reads	ERR1135416_reads	ERR1135417_reads	ERR1135418_reads	ERR1135419_reads	ERR1135420_reads	ERR1135421_reads	ERR1135422_reads	ERR1135423_reads	ERR1135424_reads	ERR1135425_reads	ERR1135426_reads	ERR1135427_reads	ERR1135428_reads	ERR1135429_reads	ERR1135430_reads	ERR1135431_reads	ERR1135432_reads	ERR1135433_reads	ERR1135434_reads	ERR1135435_reads	ERR1135436_reads	ERR1135437_reads	ERR1135438_reads	ERR1135440_reads	ERR1135441_reads	ERR1135442_reads	ERR1135443_reads	ERR1135444_reads	ERR1135445_reads	ERR1135446_reads	ERR1135447_reads	ERR1135448_reads	ERR1135449_reads	ERR1135450_reads	ERR1135451_reads	ERR1135452_reads	ERR1135454_reads	ERR1135455_reads	ERR1135456_reads	ERR1135457_reads	ERR1135458_reads	ERR1135459_reads	ERR1135460_reads	ERR1135461_reads	ERR1135462_reads	ERR1135463_reads	ERR1135464_reads	ERR1135465_reads	ERR1135466_reads	ERR1135467_reads	ERR1135468_reads	ERR1135469_reads	ERR1135470_reads	ERR1135471_reads	ERR1135472_reads
Negativicutes	306482	226744	101763	117370	50301	14046	213039	367377	645017	10811	485	5467	137372	4575	30369	159333	107545	5537	968664	442379	197234	159376	107434	122343	3309	72883	5775	716211	119368	640	4109	1829	26919	153663	1256	1788	411387	415492	616848	488896	472334	376647	178019	899913	600798	807932	897408	312771	605337	862425	584302	915107	164418	474424	418536	273466	320076	162032	468661	262044	223858	281566	575018	1456561	782826	681750	709803	249251	812335	557088	596093	653041	540	540	0.0	2859	5421	6758	555532	389008	2070	5548	2685	32764	5167	147095	67434	43534	192720	129722	1140949	369974	207357	636499	1430761	1048847	356057	163348	444001	21708	1336494	448645	140756	438168	120369	76587	193598	24419	30460	411707	478510	124648	178423	432010	347538	370302	579881	247468	237189	281108	60780	90814	114265	254658	128485	405775	618775	336589	246089	318669	454256	267619	241878	255781	282711	289079	186107	332062	416787	224674	77411	25851	258303	230081	130245	370255	367362	236096	292999	90454	396565	159198	346020	168158	167005	242677	360555	225667	350225	275958	164178	221722	185291	454084	344404	119950	346306	240554	337840	301757	265363	295893	438053	426234	193212	53442	165737	114645	25113	28387	185711	63192	39544	30188	127621	4562	23201	116721	48264	24	0.0	21993	0.0	10432	1080	24	8803	0.0	0.0	1147	1990	540	0.0	0.0	10442	3582	48	540	6680	0.0	540	96	2275	0.0	4532	22768	0.0	5658	2676	26924	14265	3449	24598	4316	39050	0.0	42183	97	589	122229	39073	35692	211	2795	3433	1143	48	0.0	0.0	2392	2953	2032	7081	2161	0.0	0.0	1080	5086	5995	1398	0.0	0.0	21440	5005	60813	14969	0.0	637	15404	1520	205	0.0	18042	19464	1499	16204	375	4358	24365	44684	0.0	0.0	0.0	0.0	13341	564	540	0.0	1130	0.0	121
Fusobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1191	0.0	0.0	432	0.0	218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Betaproteobacteria	1252	0.0	9972	4183	6286	3622	4468	911	5164	8388	4657	0.0	2112	545	4257	5690	2835	3098	3888	12770	611	0.0	2998	11927	529	302	2436	9343	0.0	0.0	14465	535	0.0	4279	7131	9711	636	337	901	3859	3011	306	1047	5587	634	3144	905	3962	0.0	2283	2453	372	0.0	3337	4969	0.0	1863	1217	3049	3352	3599	0.0	0.0	0.0	3165	911	2617	1859	2400	5473	5661	5999	1922	4150	6960	529	824	3217	11739	1671	6783	1876	3725	6372	8503	7018	5029	8647	7199	12766	611	1306	810	2659	1650	2739	5628	2566	2047	271	308	1564	6047	4253	3919	2893	5794	8117	6137	1913	7392	3582	6894	2827	3142	7256	10849	1833	9504	6911	4015	4265	8503	5460	7292	8383	19456	5140	6975	3623	4803	5492	17740	9100	31130	10412	10836	7031	24111	14496	7782	6918	4454	3796	1578	17466	14115	13047	5195	3325	2530	6466	4039	3548	3774	7488	5448	4663	3367	14537	3502	5909	8978	3038	7759	5765	8685	11018	4522	6387	2717	9061	5399	6072	3023	13869	5080	6653	7814	11111	13240	1325	8261	2959	2399	5579	8151	12272	1111	0.0	0.0	2448	0.0	0.0	0.0	2132	1056	0.0	0.0	68	0.0	0.0	0.0	0.0	1333	536	535	1466	0.0	266	2082	459	0.0	533	618	67	0.0	567	0.0	6739	0.0	3779	901	1772	2964	0.0	534	0.0	0.0	1225	506	0.0	534	595	268	0.0	487	1340	2385	1078	567	1597	1139	0.0	0.0	786	327	0.0	0.0	0.0	468	1565	1522	278	310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	746	2879	532	4249	268	3348	4018	0.0	0.0	0.0	0.0	3422	280	0.0	0.0	0.0	812	293
Deltaproteobacteria	487	0.0	257	229	2294	1912	0.0	479	1423	9303	7809	8424	14439	9591	8442	1914	11160	9471	0.0	6952	0.0	0.0	3463	6923	3295	0.0	6437	7181	3585	0.0	398	2190	0.0	7484	15628	13504	1081	1245	5254	492	0.0	1501	6691	1452	0.0	1382	7012	2300	0.0	471	0.0	6692	0.0	0.0	1391	13029	1649	5607	460	0.0	9168	241	1605	235	3968	937	1800	2724	309	1502	2540	0.0	3244	3114	6918	0.0	0.0	4775	1115	197	2403	7304	4412	3028	3302	0.0	1140	0.0	2568	0.0	0.0	0.0	441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	238	1209	7047	0.0	5317	1127	2547	2545	3621	0.0	511	3639	6561	0.0	639	233	325	1536	1938	459	3775	6717	2048	276	523	4334	5410	1260	3296	2203	9132	4934	7634	6897	6001	5510	8376	4422	2106	6450	22043	12670	4894	10349	10417	6495	8074	11054	1641	14526	6531	0.0	818	0.0	1764	3969	596	2999	1643	4481	1405	781	6221	1746	1616	5445	0.0	251	1145	3211	435	888	6590	890	5434	8895	3574	3376	8457	11601	933	4284	5766	1296	11403	8122	9442	1491	1900	20698	4332	21029	13518	5694	5436	4391	12483	3935	18159	4802	1652	2970	3238	67	4228	3618	6119	5654	1087	1895	0.0	6705	4493	7655	5599	4410	5823	21891	16610	17623	30974	18273	17348	28784	17079	41335	30542	25552	30364	42058	41527	27806	21496	14954	20247	26834	7093	5085	4747	6217	5775	33024	19724	9913	10670	11596	13673	5689	5671	5217	6184	7325	18500	18944	10340	24387	5081	10542	12867	13707	7836	4066	19550	15575	23586	24165	15403	21362	7864	11268	3186	2070	8662	9269	4660	10520	7275	6786	5181	11885	10945
Epsilonproteobacteria	0.0	1959	0.0	0.0	1072	0.0	0.0	513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	795	1278	0.0	158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299	625	162	145	870	412	0.0	593	0.0	0.0	136	0.0	0.0	0.0	5696	2896	320	1557	6511	2282	5840	925	5248	1249	0.0	0.0	0.0	0.0	0.0	91	167	226	83	0.0	357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1021	227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	432	2154	2261	0.0	0.0	5250	1148	7405	5878	11077	5888	12840	1716	3585	21947	1418	997	42	325	4829	1726	0.0	914	0.0	6526	2751	311	490	3436	2071	2086	141	846	3426	0.0	0.0	457	6116	6206	407	1014	0.0	318	447	1716	766	1224	299	0.0	0.0	458	6005	1827	4204	0.0	7087	128	1469	9049	0.0	0.0	0.0	183	478	401	1475	0.0	224	12589	3456	3843	315	2859	8669	223	1029	2651	799	3198	2369	1480	0.0	6428	0.0	0.0	1414	2224	2619	18278	1530	0.0	0.0	224	0.0	3127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	827	769	0.0	0.0	0.0	278	1281	0.0	0.0	0.0	0.0	114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110	128	293	434	198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113	14	0.0	0.0	0.0	1153	0.0	892	0.0	150	0.0	1691	0.0	0.0	90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gammaproteobacteria	25183	7643	14639	12687	6994	10247	4737	182013	151759	2644	0.0	44058	5724	64279	19519	38720	2928	9638	161518	75725	102474	3520	488	64515	976	10463	488	64849	23325	8725	590	0.0	11324	72602	3904	124058	0.0	4392	1464	6755	5733	302	9645	20689	1541	11711	295	1846	0.0	976	2185	0.0	3416	1464	562	13142	10525	2440	1536	299	10082	488	17467	0.0	1464	1538	34175	4577	6153	0.0	4991	19464	1464	3904	33731	11668	2547	21471	5301	8783	21959	51135	20784	488	295	1239	488	488	276	1673	0.0	488	526	0.0	0.0	4025	2718	3454	1464	0.0	1464	0.0	4308	10842	778	5120	11711	7320	20049	21675	976	3556	2696	5400	976	4054	10946	1568	2440	35293	5311	12891	5368	4120	0.0	20007	21471	24887	46417	9276	6900	24672	8651	2440	7105	13175	3394	12855	14867	16574	46349	54690	32863	25862	3904	2645	18055	7542	19031	5368	2928	2635	928	488	28790	6412	12199	4880	1464	17079	1952	0.0	5843	2330	4392	7601	7651	4933	0.0	576	6145	4782	7808	16591	4880	2854	488	0.0	2163	0.0	976	0.0	488	0.0	488	0.0	0.0	1255	2928	290582	4151	1464	237931	12687	15893	36585	37367	9271	203972	22075	0.0	20007	0.0	19519	0.0	0.0	2440	488	6832	11024	16566	1129	2241	488	488	0.0	5856	97595	23423	19519	217342	62750	14639	386843	21959	201044	31230	84866	162006	22447	22447	72482	109306	49285	87708	242513	126384	13663	15127	143951	121993	145903	28790	22935	17778	35622	37086	7320	7320	46983	105127	104728	12488	234120	2440	4880	85960	142000	55141	12488	109994	49038	65250	50749	491044	46845	84907	4202	2158	24126	1952	1464	2440	1952	0.0	976	1464	0.0	976	0.0	4184
Spirochaetia	146487	25027	62781	30944	11483	45647	17336	207630	0.0	589	354	259	212	2992	213	258	24	342	240	505	220	3868	6528	2484	1022	3071	1290	265	681	340	537	491	635	1638	295	1278	51602	8949	44425	10818	8715	312913	3197	3358	4079	66635	15835	28155	91146	91442	197085	88619	182614	52727	48047	39708	57042	164815	37780	50549	46737	50887	6204	12411	33315	26771	33004	222502	60476	140417	52075	822991	10110	6103	98	2833	4809	1705	244	663	9780	0.0	178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1624	27156	1723	3441	2965	1779	4881	925	7372	1745	8758	432910	453610	263414	273628	284757	1604011	7717	16183	265550	4014	18432	53607	1290	2571	3011	756	2784	18103	10577	294325	123164	217572	214142	234270	16129	22230	15867	7146	11554	20455	17827	5185	1421	16028	13448	2353	36088	40248	22389	16049	1732	5725	29379	28143	27173	26177	2756	27520	1494	17352	11018	17070	8016	2259	15370	16239	10894	18992	2679	618	6353	349	8998	5035	853	3425	10415	10998	10630	9440	8957	3638	13366	13289	4476	3562	4209	489	3369	541	1978	142	0.0	4591	34595	4632	10126	5495	1154	1325	1141	1049	1127	1776	1555	562	1151	1212	857	9607	1486	3003	0.0	0.0	0.0	4280	433	5260	0.0	0.0	71	14388	140	378	7390	2885	16119	34400	4613	5032	17191	18020	23941	3241	25050	10183	7186	15166	22937	52012	24358	20452	26907	30462	4190	10279	1052	1066	6163	7487	11831	37994	9866	8022	8425	9683	1852	1911	4428	215	96	9587	24909	11652	6050	17739	5624	19475	15198	4068	13097	11427	15222	28273	22989	9213	38195	3374	2640	16438	13622	8752	8313	4725	27265	12665	17650	25606	12592	25243
Verrucomicrobiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1186	0.0	0.0	0.0	36484	33390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coccidia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5921	0.0	0.0	0.0	213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharomycetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Microsporidia_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62	1009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94	0.0	0.0	0.0	1137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
