Sample_ID,sample_type,Thermi,Actinobacteria,Bacteroidetes,Cyanobacteria,Deferribacteres,Euryarchaeota,Firmicutes,Fusobacteria,Lentisphaerae,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,TM7,Unassigned,Verrucomicrobia
SW00019,swab,1.46479771960608,3.89178656405147,5.74869343386242,0.90526529722991,0,0,5.60721437255013,1.17841120330278,0,4.41155552224187,0,0,0,0,2.96532516305269,1.17841120330278
SW00020,swab,4.08256021536924,3.81617682539687,5.38654851293371,0,0,0,5.85757808043883,1.73083615360749,0,4.12698464309096,1.2695648911655,0,1.8537523412326,0,3.41599595697163,3.1092282770245
SW00021,swab,3.79867192301305,4.11734500746854,5.3692212586259,2.03792681171477,0,0,5.80687420080848,4.25666922091807,0,4.09529037086662,0,0,1.56869302827561,1.95954079029629,4.87414518268941,0
SW00022,swab,0,3.65346739639066,5.72247371236987,2.72477126832215,0,0,5.64750784263131,2.02906294266189,0,4.25289296768897,0,0,2.20379814465157,0,3.68782895912485,0
SW00023,swab,3.15276967229621,3.32181351104943,5.59591442362062,0,0,0,5.76560160564242,1.25313445603244,0,4.00274490001959,0,0,1.54186875323106,1.25313445603244,3.95739747431904,0
SW00024A,swab,3.05956359146764,4.02513269629615,5.34834073313606,3.35713617503941,0,0,5.66976604256253,2.01761774538938,1.37876134177175,4.57000949095068,0,1.47202486555916,3.50647814637936,0,5.40648723072613,0
SW00024B,swab,1.58252333953275,3.74573446637041,5.42997494311536,0,0,0,5.83198121909108,1.87783741970422,1.58252333953275,4.4402627535036,0,0,0,0,4.25543587222998,2.61346684004457
SW00025,swab,2.15045993143361,3.22681664012946,5.47001188794434,0,0,0,5.7714885717943,1.97590162129966,0,4.48783594347443,0,0,0,0,4.90880969535656,2.44995154808406
SW00026,swab,2.95776897174669,3.61178411505651,5.74293313534313,0,0,0,5.56515147078295,3.65635588957561,0,4.51857917045702,0,2.79236531849458,0,0,4.55843421854659,0
SW00027,swab,0,3.78929769562802,5.71876999652414,0,0,0,5.64656061801416,2.47367069339459,0,4.26811248309571,0,0,0,0,3.71533074489761,3.52349168707023
SW00028,swab,3.7962671421094,4.33428861273673,4.94428062560666,0.860611894532713,0,0,5.92347800663176,4.15072100772287,0,4.06691377716646,0,0,1.50883756549569,0,4.29878320836545,0
