Sample_ID,sample_type,Acidobacteria_Gp2,Actinobacteria,Alphaproteobacteria,Bacilli,Bacteroidia,Betaproteobacteria,Chloroplast,Clostridia,Cyanobacteria,Deferribacteres,Deinococci,Deltaproteobacteria,Epsilonproteobacteria,Erysipelotrichia,Fibrobacteria,Flavobacteria,Fusobacteria,Gammaproteobacteria,Lentisphaeria,Mollicutes,Negativicutes,Opitutae,Sphingobacteria,Spirochaetes,Synergistia,Thermomicrobia,Thermoprotei,Thermotogae,Verrucomicrobiae
ST00051,stool,0,3.73939106743705,2.87954740122386,3.07316105912804,5.55635391735665,4.36061460135649,0,5.76050197365224,0,0,0,3.69613066800458,0,4.05870723737761,0,0,0,2.15502507001229,0,0,4.18542727984666,0,0,0,2.57909013632589,0,0,0,3.09018028420426
ST00053,stool,0,4.06856777363121,3.69819073686943,3.48397533461315,5.60251858171216,4.55929310842621,0,5.69687018243249,0,0,0,3.20815616686899,0,4.2666774444258,0,0,1.70248482805034,2.26044452240726,0,0,4.40784952070636,0,0,0,1.2422622517948,0,0,0,1.92087347986266
ST00054,stool,0,4.37817802373673,3.02416684686204,4.40814003507786,4.87767812563751,3.2780183214561,2.6098502624144,5.71876664146582,0,0,2.8312722287335,3.52972953888481,0,4.88279202204209,0,1.44843818420951,0,0,0,0,3.94993589422527,0,0,0,1.91512518140006,0,0,0,5.4132416741049
ST00056,stool,0,3.79879067740994,2.08158600322015,4.06414099228233,5.44169283975331,3.59282023509331,2.95762876555999,5.75690702526881,0,0,1.7183817471321,3.22876556010821,0,4.35609103478003,0,1.2575630514651,0,2.38081269194485,0,0,5.01225806387241,0,0,0,2.86693268646394,0,0,0,3.0114482825695
ST00057,stool,0,4.9340037938848,2.42120286446018,3.966522198293,5.36276409667039,2.89162828157747,0,5.72702532671235,0,0,1.32658211254849,3.50577461778323,1.0455581409937,5.0905157839032,0,1.91300858387027,1.49579452176529,2.32884067598306,0,0,4.11283996236847,0,0,0,2.21137739098175,0,0,0,1.49579452176529
ST00059,stool,0,2.79151717555187,1.32744456034677,3.8897696367443,5.81837217565869,4.20800010572311,0,5.45160400247718,0,0,0,3.77567298338003,1.32744456034677,3.52675212025639,0,1.49667072487002,0,0,0,0,4.39767141821607,0,0,0,0,0,0,0,0
ST00060,stool,0,3.56695576870947,1.97486718338923,3.1088817617532,5.73320149725585,0,0,5.55230552345285,0,0,0,3.11670106370559,1.67841466690931,4.86052819262623,0,0,0,0,0,0,4.28413074030966,0,1.38639738328147,0,1.85145964019178,0,0,0,3.60381754717543
ST00062,stool,0,3.72694970234305,3.38767117826484,2.89734964548482,5.42931254424516,3.77604977483504,0,5.84226841525745,0,0,0,2.75144159054835,1.58599513098743,3.73901198252203,0,0,1.58599513098743,2.1795219593608,2.27585708898315,0,4.04444113381812,0,0,0,2.53010569642177,0,0,0,3.53374838974902
ST00063,stool,0,3.7868999731654,2.6832434707509,2.89773571564945,5.45930597895322,4.03107653969972,1.83486893559285,5.82377979923102,0,0,0,3.07715735287881,0,4.03417836857043,0,1.02630282643744,1.59656900006589,0,0,0,4.18534331985255,0,1.02630282643744,0,0,0,0,0,0
ST00064,stool,0,2.74089157322009,0,4.32575431514598,5.74382454776472,4.09610487819249,2.22418778592142,5.571818044861,0,0,0,3.91712249152223,1.70731478686734,3.8767843663496,0,0,1.70731478686734,2.76640060876494,0,0,4.33555165930002,0,0,0,0,0,0,0,1.24690886570719
ST00065,stool,0,3.7301608407174,1.29528374267792,4.17309907996424,5.58977782448529,3.81889990695749,1.41468635669999,5.72433144676961,0,0,0,2.26037070040468,0,4.51126406705984,0,0.860080712848567,1.58517000983054,2.43066408535352,0,0,4.30815389734083,0,0.860080712848567,0,1.41468635669999,0,0,0,2.94529353059182
ST00067,stool,0,3.59012601248515,1.4007985903719,4.15773569330438,5.63795505565164,4.09671382736938,0,5.69030018811122,0,0,0,3.10780335476989,0,3.53865022105293,0,0,1.4007985903719,3.84714326758414,0,0,4.50738008150245,0,0,0,0,0,0,0,2.83098793735084
ST00069,stool,0,3.89591846684851,2.6385209901446,3.90299587186996,5.68112297818765,4.25836793425711,2.60994386962341,5.62923394774812,0,1.75134311222386,0,3.75366863583102,1.28935340872622,4.41445571810644,0,1.92486038455862,2.52303056359233,2.96589370790285,1.57908445315842,0,4.40839050653971,0,2.17247303667476,0,2.65657846317587,0,0,0,2.24664543349838
ST00070,stool,0,3.93337395224495,1.61242640679061,4.85431001598302,5.61140045240624,4.07971872557983,1.23010409233884,5.64119199410861,0,0,0,3.52194751531525,0,3.48832542733836,0,0.953916844753298,0.953916844753298,2.28519281825023,0,0,4.70992872729489,0,0,0,0,0,0,0,3.55120568665937
ST00075,stool,0,4.6004734305297,1.93643500058396,5.30408529056722,5.11381403451372,3.61945714952877,0,5.73195433708294,0,0,1.7353210711642,2.86772663194735,1.06718404926495,4.01105394741616,0,0,1.51876557471901,2.65250525931437,0,0,4.866261147215,0,1.06718404926495,0,0,0,0,0,1.51876557471901
ST00076,stool,0,4.07988456490519,2.69788994577056,3.40482818252435,5.35243367263366,2.65763145926753,3.83512971240594,5.76019196638415,0,0,1.1153619852275,3.67520219447679,0,4.78177469836055,0,0,1.1153619852275,3.09390510301112,0,0,5.04209545883095,0,0,0,2.18621804845062,0,0,0,0
ST00077,stool,0,4.0652363985647,3.09795572255029,3.90338549716861,5.34179075476834,4.33491293044406,2.82097319112989,5.82984973878083,0,0,0,4.01631716934247,1.46441700561298,4.25204700646981,0,1.17804311751682,3.9697790675731,0,0,0,3.934665921696,0,1.17804311751682,0,1.46441700561298,0,0,0,4.17763160660196
ST00078,stool,0,4.04428734906224,2.61739423236759,4.30845742946556,5.6452800540065,3.7966220954786,1.48468174385943,5.67436490495696,0,0,1.48468174385943,2.77198165763378,2.42609057698543,3.3396472978703,0,0,2.25081262962862,2.93312175105817,0,0,4.61913829244852,0,0,0,0,0,0,0,3.26979081499745
ST00081,stool,0,3.23759780882149,2.8253329688122,3.23177166104663,5.77001664169799,4.53780957822905,2.44303509843587,5.44569976082761,0,0,0,3.80639780186193,0,3.45934602818891,0,0,0,2.3641669088489,0,1.38074537362398,4.91967728350183,0,0,0,0,0,0,0,2.74328146424544
ST00082,stool,0,3.27693804357644,0.91378838037798,3.58032565882853,5.65879733175711,3.9218134749765,0.531458439665197,5.70347748425496,0,0,0,2.69069859310134,0,4.20680226286027,0,1.47418822769187,0,2.14671921065302,0,0,3.88957519615716,0,0,0,0,0,0,0,2.59876156993588
ST00083,stool,0,3.78146096763657,3.2132902559392,3.43139974310707,5.56049792362229,4.19456875403519,2.43646579038888,5.76677337029212,0,0,0,3.44575266266771,0,3.81590409400641,0,1.0913600652186,3.1042217120818,1.83914894018621,0,0,4.15678271559024,0,0,0,0,0,0,0,2.84061905995782
ST00084,stool,0,4.44256155210223,3.13323538390427,4.55780936759264,5.29712199927458,3.94587826158412,2.73577444705556,5.83543304066568,0,0,0,2.73577444705556,0,3.79574305512361,0,0,0,2.73577444705556,0,0,4.53432893962876,0,0,0,2.43554173192977,0,0,0,2.91159962034365
ST00085,stool,0,3.47353149372847,2.68501612494626,3.47509599552288,5.64561415015468,4.1452141178128,1.88174371447706,5.70454484561573,0,0,0,3.36554669584379,0,3.9629191514975,0,1.0695779443494,0,2.3117828860636,0,1.81574624914668,4.27471072184313,0,0,0,0,0,0,0,2.41279897574915
ST00086,stool,0,3.48966104826049,3.02327638583284,3.52032027851209,5.68257797491237,3.6327125662145,0,5.55716389894015,0,0,0,4.05861805972156,2.65584809517569,4.5704751495831,0,0,3.6621609110983,2.83161948321735,1.88246685198485,0,4.96203184207073,0,0,0,0,0,0,0,0
ST00088,stool,0,3.78641530256791,2.62787656401387,3.7106185970827,5.47904770145107,4.17939714138153,2.59991604010164,5.80416396100533,0,0,1.43883780477368,3.30943606081361,0,4.30041328901249,0,1.73188970083379,0,2.53793596389459,0,0,4.07501518136508,0,1.90528868874865,0,0,0,0,0,1.73188970083379
ST00091,stool,0,3.91341516429446,2.88589858198813,4.71997430828932,5.65777833818652,3.2834995853732,0,5.64963509614899,0,0,0,0,0,4.2745225924292,0,0,0,0,0,0,4.21779818862562,0,0,0,0,0,0,0,2.40990543752499
ST00092,stool,0,4.22132484230741,1.71131050529848,4.9809295189837,5.42902447651468,4.00029027621663,0.747066513651434,5.73141786340807,0,0,0,3.25381104026436,1.57616228062459,3.71647142511121,0,0,1.5198135778523,3.0700018930165,0,0,4.7923115755713,0,0,0,1.37890252756844,0,0,0,0.747066513651434
ST00093,stool,0,3.76146219817413,1.35972801991872,4.01630459640124,5.73680650553754,3.03969828667308,2.19840797174449,5.59352138142918,0,0,0,2.16720572925238,0,3.17313226446141,0,1.28432420194805,0.918979262456872,1.86912086842261,0,0,4.63388852988662,0,0,0,0,0,0,0,1.86912086842261
ST00094,stool,0,4.00594627926052,2.6876897401581,3.37717572249866,5.57204665017126,3.75691126263086,2.29108484472557,5.73452074287906,0,0,0,3.32047352408649,0,4.7948617178286,0,2.29108484472557,0,1.86880336839243,0,0,2.42878118200245,1.40327526404069,1.69563953860395,0,1.99227095716277,0,0,0,0
ST00095,stool,0,4.09134992803747,2.59224016439758,3.78025645118863,5.30301422320385,2.9481651255529,1.85684648394821,5.87644051373808,0,0,0,3.47416055706435,0,3.27424238521861,0,0,0,2.69673747138739,0,0,3.98911271949128,0,0,0,2.50533671089983,0,0,0,4.06299065902027
ST00100,stool,0,3.83125271666808,3.28391337511839,3.2505076893708,5.46635186085043,4.30105170984523,1.73544545581832,5.82011793427384,0,0,0,3.2798755083063,0,3.4782947872252,0,2.20720968947846,0,2.15639392373149,0,1.27400984758342,3.94316010869563,0,1.56332903924445,0,2.33147412829756,0,0,0,3.22824413322812
ST00101,stool,0,3.5457394036129,2.02377710792663,3.37884946115931,5.79580800359348,2.21857405889305,0,5.48287894112566,0,0,0,3.00105617475193,0,4.69228033186542,0,0,0,2.79848846662407,0,0,3.21224090154364,0,0,0,2.02377710792663,0,0,0,4.09103708278522
ST00103,stool,0,4.19579085118335,3.05002236362817,3.98753193549928,5.40438537677491,3.87360199128276,0,5.66872940747721,0,0,0,0,2.57367451072015,4.31289771028504,0,0,0,0,0,0,5.23052784177807,0,0,0,0,0,0,0,4.73983913151263
ST00105,stool,0,3.24985082044524,0,3.01356988122588,5.72940008351796,4.31761481732624,0,5.5974140936718,0,0,0,3.57020256631188,0,3.8458876272928,0,0,0,3.81183003359654,0,0,4.42802839371839,0,0,0,0,0,0,0,2.58063532330882
ST00109,stool,0,3.71985753359977,1.59117379642497,3.46085956549286,5.50430554000515,4.25752661500093,2.32233082360481,5.78190081527611,0,0,0,3.64257655715167,1.59117379642497,3.96822125150266,0,1.68585149076157,0,2.58103674401935,0,0,4.42810098262325,0,0,0,3.20341690840995,0,0,0,3.80656336818371
ST00111,stool,0,4.65590718833731,3.25819730969553,4.26146381393545,5.53701259483842,4.02559457421526,1.21348696426124,5.72412831586812,0,0,0,2.94244655555576,0,4.2616463189606,0,1.21348696426124,0,2.23003294546591,2.54903189251305,0,3.74486230727051,0,4.26018412678503,0,2.03519705994227,0,0,0,3.79998624150989
ST00112,stool,0,3.346537250236,3.20048742557713,2.85119050550064,5.66013896073369,3.77465835574935,2.44843521580256,5.68417919495589,0,0,0,3.15191450442472,1.75560755771101,4.66770048323914,0,2.11920583528892,0,1.58331161271178,0,0,2.76290672415554,1.29347252260324,0,0,0,0,0,0,0
ST00116,stool,0,4.18603018047158,2.47028018520421,3.35360606925206,5.07275374642557,3.35896543702737,1.99609028012489,5.92130957457301,0,0,1.17652035253811,3.41859504978307,1.75632652128279,4.03480734279272,0,0,1.99609028012489,3.45209251183812,0,0,3.6882560438898,0,1.17652035253811,0,2.68530413909741,0,0,0,3.73099967782383
ST00123,stool,0,3.89593592646122,2.68592337092864,5.29060396946558,5.64466589477216,0,0,5.45366699839462,0,0,0,3.08332600040044,2.38578753227361,4.0200249597002,0,0,2.26144387921997,3.90584297026689,0,0,4.70518996326535,0,1.78905416443466,0,0,0,0,0,0
ST00124,stool,0,4.22934611323479,1.42541163369743,4.55345482672435,5.38617304297304,3.0623795169413,1.89152321013575,5.78474745797036,0,0,1.14038989196373,2.31399338323486,0,4.84654739866899,0,0,0,1.71821064695781,0,0,4.36196493853926,0,1.14038989196373,0,0,0,0,0,0
ST00127,stool,0,3.65877413766661,1.68546164005588,3.48273051692229,5.83368364572258,4.15931129049853,0,5.40117658225442,0,0,0,3.66772703578766,0,3.99451493094837,0,0,0,2.63166549661686,0,0,4.46423709203282,0,0,0,1.68546164005588,0,0,0,1.9819882158491
