Sample_Names,Alias,Geography,Acidobacteria,Actinobacteria,Aquificae,Armatimonadetes,Bacteroidetes,Balneolaeota,Calditrichaeota,Candidatus.Bipolaricaulota,Candidatus.Cloacimonetes,Candidatus.Gracilibacteria,Candidatus.Korarchaeota,Candidatus.Micrarchaeota,Candidatus.Saccharibacteria,Chlamydiae,Chlorobi,Chloroflexi,Chrysiogenetes,Coprothermobacterota,Crenarchaeota,Cyanobacteria,Deferribacteres,Deinococcus.Thermus,Dictyoglomi,Elusimicrobia,Euryarchaeota,Fibrobacteres,Firmicutes,Fusobacteria,Gemmatimonadetes,Ignavibacteriae,Kiritimatiellaeota,Lentisphaerae,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Thaumarchaeota,Thermodesulfobacteria,Thermotogae,Verrucomicrobia,candidate.division.Zixibacteria
ERR1135188,PIG-012,France,3.10561865102908,4.74887219520705,2.75987368023091,2.4548852622513,5.4799194320115,2.03388443552367,2.00815314474357,1.51572625989145,1.68117085248935,1.37666907288193,0.766222024718576,0.648877966330474,2.29045410272863,2.74393344639947,3.14560890640363,3.25087527966101,2.09345338101985,1.72852193135196,2.70072102596944,3.86798448900309,2.52116259197041,3.34091144459262,2.1053887715804,2.93866125297398,4.11784638040186,4.07563713685408,5.60970641497575,3.45603952697673,2.50738734289571,2.49316080778819,2.44206215916421,2.76299270267257,2.58649906223001,3.75117779101317,5.17789276011905,4.27420485527584,3.31583370035434,3.74050907360292,2.4355057728631,2.56004601915055,3.04646351232131,3.43671263760908,1.85423516467268
ERR1135189,PIG-014,France,3.03983033762193,4.83624963735973,2.68894617787252,2.32692909087162,5.17228004374587,1.85797825919565,1.80604836327472,1.58259279031862,1.73639376354723,1.43792840863456,0.569238491375853,0.704430661127515,2.27706942190035,2.88051413454421,2.96791231717346,3.25059321857494,1.94291533824378,1.50720392218211,2.5738232005295,3.7465180970965,2.49675175535702,3.33362556889872,1.84974311870941,2.2346618510084,4.18359064902149,3.07536628037781,5.71309386198686,3.37261211334847,2.44506909094038,2.32554146384477,2.32275283759601,2.71238048858296,2.54377458837532,3.70413034404424,5.30669634235904,4.11734823189035,3.32675036289517,3.70086297224189,2.30708685994563,2.3576788258347,2.98039759729823,3.30135143259246,1.55888805363159
ERR1135190,PIG-015,France,2.97776322739394,4.72657078060818,2.64712938904327,2.26706771060121,5.37273744215286,1.90414450852822,1.93978798777408,1.33401309687445,1.69582418901835,1.60514825929241,0.614675073712253,0.928546577779813,2.16707323262675,4.54084467889812,2.96268207929756,3.13782757782636,1.92716259369312,1.71189044594994,2.62393990856252,3.76087346596733,2.55046398514136,3.2180721367295,2.00868420444379,2.36027103522334,4.54401355760694,2.54970086475734,5.66461834565112,3.39993794928646,2.30624461876787,2.26852947283904,2.21912525787579,2.63912207235173,2.45916045524658,3.62814059318361,5.12960949968926,4.13212286811102,3.28717707159827,3.63928163435954,2.29814196663359,2.33346954059292,2.9731784032153,3.24399975940793,1.70660079236325
ERR1135191,PIG-016,France,2.93274299157062,4.75318860363635,2.65291638283509,2.24746752908262,5.21374753484829,1.82692977782691,1.88749015080425,1.28817127347158,1.58737578347883,1.57787111539464,0.836311460023215,0.427198528997745,2.11085386897225,3.21641125520465,2.94652869513002,3.19140826082897,1.85319672684474,1.52695225561567,2.66879164386935,3.71540016481189,2.51406599314096,3.19257653976105,1.99169228756116,2.33135469827135,4.12023609606942,2.98204311109268,5.68839833198063,3.37704934790186,2.2454062738896,2.34961240490815,2.26162871902906,2.76613876285046,2.48292411947481,3.62142410451891,5.35254704150858,4.28702037144709,3.5704800932459,3.63257984771359,2.34140847046487,2.27534269428351,3.00956962872213,3.23096370391973,1.64041016785982
ERR1135192,PIG-017,France,2.92312325291477,4.68501971481229,2.6721057022271,2.2253203032428,5.34633988378338,1.85020232140292,1.85728037447053,1.30540685297485,1.6382739170586,1.54095469075032,0.592119211615518,0.705288380259195,2.19089883292334,3.33535573883281,2.95087439558049,3.11832305473579,1.95718592652605,1.6264906873019,2.58090028723211,3.72705955766851,2.50813471056969,3.20931494018767,1.90067300718064,2.66560512757354,4.25774174355307,2.91887945272188,5.72860172726752,3.39818467028006,2.29596488404054,2.33622663369781,2.19414325922103,2.61531944306481,2.47472466603436,3.58053751503354,5.12981989938976,3.91136806011543,3.33617225342987,3.70554730603918,2.32201410114855,2.34998875414973,2.99214567777171,3.17927053713543,1.72254161357948
ERR1135193,PIG-018,France,2.86548210562066,4.51433349533184,2.57834568179504,2.14170810859038,5.35294243901597,1.71231560543877,1.80753773532761,1.27847479069528,1.60615244983693,1.45804748275835,0.689242723844821,0.730411782491399,2.28781135389158,3.96165117283899,2.9121004793543,3.01699882319804,1.90703353034526,1.57358828559186,2.50963531171574,3.65856505321562,2.40366166824689,2.97882353701524,1.84228543460509,2.14925975054992,4.13822604083761,2.24675122974735,5.75164051183886,3.33102367273022,1.97915871601904,2.34769595210698,2.13711327991986,2.52691830986083,2.3716729351974,3.45222573862879,5.0821606377344,3.96452448083516,3.18468107802815,3.64010392633547,2.30801192280203,2.40945723819288,2.88873507476999,3.10541859605919,1.57918804814568
ERR1135194,PIG-019,France,2.93031125082213,4.8069542392414,2.55253523463131,2.26328474512641,5.37022022745646,1.90843500390169,1.74218262545051,1.36866378107607,1.44894553523032,1.18286036351071,0.372133643894004,0.569555106372251,2.22116491248727,4.33781759660398,2.98113816216559,3.14533544809707,1.93316261818529,1.58301490176086,2.59193794704724,3.68079017297355,2.53140677548507,3.23263976325242,1.82887203823186,2.21041783334295,4.36379039419427,2.2648874564434,5.69661575944123,3.23641406009039,2.29426635702325,2.12446501712461,2.25681409068756,2.70649366852051,2.46105109250983,3.55735257239988,5.08504386499803,3.97906466462606,3.54544309508915,3.51649371209152,2.3231842158351,2.16050471163123,2.86797586676551,3.19897436908668,1.67298697012077
ERR1135195,PIG-020,France,3.00752519983527,4.6706918671785,2.74520429979043,2.3225942657919,5.37341477881504,1.87946548753977,1.91867370064987,1.44781613131459,1.74725864652023,1.68772502517097,0.761341301038272,0.69695303000238,2.27943246679518,3.35636462666603,3.02969536746285,3.2059739828726,1.96970712512866,1.64295682101222,2.68608027243493,3.80653887598855,2.6134334926132,3.25318530177537,1.99488915165789,2.7786622233444,4.38462867361315,3.40452912083349,5.67960307419198,3.48288721875173,2.34345026348217,2.35883834892833,2.29721515701376,2.59275945143066,2.564510537573,3.63498764057923,5.19265107781008,4.2401629664041,3.42616367331077,3.81582238075507,2.45111029080225,2.48064484164859,3.09097108204982,3.23947325339078,1.69475745855127
ERR1135196,PIG-022,France,2.63763583471943,4.5960619401827,2.22853522380251,1.87932694183571,5.2949626684668,1.83531045899518,1.58985566471754,1.01644787624062,1.30361951698541,1.14183472350435,0.881096678533536,0.535724993121084,1.91746807017188,3.86484012117403,2.6755728404786,2.80684815607205,1.56179501204842,1.39161934414397,2.11846632785973,3.41512683925153,2.27018111251851,2.83797372446764,1.64790747237312,2.08003751293177,3.36347248337262,2.01805891532894,5.76156589793229,3.05578046017752,1.91380120725179,1.89881608097365,1.86514474503598,3.40502634384657,2.10799743583305,3.23719966931596,5.19392702439566,3.65791911811353,2.84644114059928,3.2173412213826,1.9423041671544,2.07498570837746,2.54624386143651,2.84687094864528,1.27251670312915
ERR1135197,PIG-023,France,2.85332550781062,4.57778335729865,2.46552837622369,2.08316752088317,5.36649862960416,2.03451097557327,1.97340327090183,1.12637136748997,1.63981736322319,1.37878099031899,0.987219888688551,0.624174054990892,2.10402936776013,4.37405116044189,2.8858453251108,2.98165699527132,1.75532182967825,1.60168911236886,2.35515168123138,3.61085928738382,2.46688941507375,2.99955867128065,1.90722533779732,2.13719987421544,4.04330361990917,2.30291922410541,5.70300336938255,3.24186885817652,2.10715176456533,2.08969393722652,2.00992328018317,2.72165387546854,2.35515168123138,3.42761725549969,5.20862048355051,3.84027621285803,3.17196862604726,3.50631253769098,2.15427891463582,2.2514173611423,2.80744959172913,3.0420518419387,1.4753889527137
ERR1135198,PIG-024,France,2.85491807674995,4.71257190520326,2.44374961762186,2.16337900161572,5.27149326377743,1.83489594728558,1.67173817606301,1.20807217180526,1.60391679670855,1.19379176989222,0.616340082859771,0.409401398657096,2.06213219788833,3.89254636880904,2.88460846384727,3.00970141404691,1.76679464646804,1.35051336162761,2.39907167446413,3.61194192572253,2.3652071456752,3.08932921490358,1.78577663734648,2.10514556401427,3.84462059060094,2.2188499887601,5.57834563660967,4.00789582044949,2.18464876772912,2.23101155512406,2.16181911628454,2.45023277737729,2.31769759820168,3.52129065194412,5.51518760450684,3.96044696325479,3.08655050874943,3.56007455425819,2.33691188679049,2.1890741407925,2.84595607099985,3.18933354587652,1.55621929192587
ERR1135199,PIG-025,France,2.92662693063159,4.60090384338133,2.72805057197324,2.19864843823808,5.26999694281643,1.86084124238727,1.92413672295802,1.37615241094284,1.78672079892551,1.49273025815859,0.258506831086163,0.53660459644478,2.23302693341669,2.86613166843069,3.11124684987797,3.17307637380137,1.87520266506089,1.87046809639503,2.79638947133712,3.82426554704506,2.62652846821917,3.12391230617388,2.05406435411144,2.37007180276335,4.08303081310743,4.23616176195807,5.73865591128857,3.50563464120326,2.33883989467588,2.42783214986834,2.34206611441044,2.75619370872047,2.50053919157287,3.6576855685197,5.08168333462917,4.61276615211259,3.09081200617202,3.74988894328754,2.5826433482957,2.37754103876745,3.1441491388627,3.24503449110039,1.73789238398377
ERR1135200,PIG-026,France,2.99828373893841,4.63308340951079,2.71887871538524,2.26275430457458,5.46393072987791,2.05180677891508,2.03349093150913,1.4993598899884,1.70059818478113,1.44072024301602,0.697943879349183,0.47626631901812,2.26745782553684,2.77662901586087,3.06205143401853,3.18783363698373,2.02266713206885,1.84999341047987,2.65926905457659,3.84371177235528,2.62093405411591,3.19434072703171,2.01715236279566,2.34180300098908,4.23794141705495,3.86581125992861,5.64283209551172,3.45523527142064,2.44948367120174,2.27518556720076,2.38432852585013,2.91129482944201,2.47439245023214,3.68472752058149,5.10466407249364,4.59877098864271,3.10717022938361,3.69649852964497,2.45152979956398,2.49703159741708,3.02742494637404,3.33763863948586,1.74433526293171
ERR1135201,PIG-027,France,2.99651011710567,4.59670581206382,2.7132294098831,2.18694732521868,5.44214905506179,2.15331795599179,2.00840867647991,1.3148212829495,1.87944739476004,1.52109191133594,0.810032730119027,0.729620164595022,2.34208075421111,2.72544051752647,3.06202682433506,3.1109402470027,2.04622968267153,1.63913597790439,2.6366851283588,3.86560854474355,2.57443894538214,3.17956652650238,1.9513563094487,2.42700384963688,4.23303906685254,2.91932310798094,5.60860088421953,3.43049260740444,2.30496132577396,2.36924394454992,2.29184802333105,2.52287838907557,2.43578074412343,3.65345402423018,5.30663187849995,4.35766299951883,3.20631170448752,3.73768666526546,2.5062098465559,2.46841003544528,3.02359962721899,3.23703244632976,1.59327722916541
ERR1135202,PIG-028,France,3.14378508807378,4.80712771620181,2.73032403203115,2.4358108712508,5.3196617262048,2.07209672424401,1.97610539950462,1.82713278660776,1.85269350459628,1.21134700361782,0.705144558597778,0.482272793634132,2.25563469245322,2.93300759482864,3.13963823234195,3.32971337340269,2.04902782872224,1.73995689070202,2.7527656294718,3.87628920610412,2.66186418193833,3.37617414238144,1.96666203821584,2.4548353298528,4.1995740975609,3.6971894603765,5.68415855281713,3.48842742753446,2.55668626213756,2.44383924618138,2.45946402317336,3.09512478587021,2.65409106048956,3.80079494350356,5.20139945536274,4.31816384308886,3.3054612369717,3.77329731826743,2.47897048391331,2.50322451172933,3.11422945138465,3.43388753598889,1.84644297383545
