Sample_Names,Alias,Geography,Euryarchaeota,Actinobacteria,Bacteroidetes,Chlamydiae,Deferribacteres,Deinococcus_Thermus,Fibrobacteres,Firmicutes,Fusobacteria,Proteobacteria,Spirochaetes,Verrucomicrobia,Apicomplexa,Ascomycota,Microsporidia
ERR1135197,PIG-023,France,3.24802443402636,3.18783016776047,5.53976577095961,2.52438429158394,0,0,0,5.77472483802596,0,4.7339506123138,2.52181967046678,0,0,0,0
ERR1135198,PIG-024,France,3.93498152536607,4.29086363375034,5.08162080282802,2.193050770584,0,0,0,5.85487252311001,4.15773616675752,5.08067707316544,2.48103865521909,0,0,0,0
ERR1135199,PIG-025,France,3.89550772296467,3.81360718321632,5.1256335778105,0,0,0,0,5.92380322317142,0,3.75408706859126,3.86515943961029,0,0,0,0
ERR1135200,PIG-026,France,3.7325758421709,3.52306911850065,5.50815725093277,0,0,0,0,5.81017566605645,0,4.04448395157355,4.08103730585425,0,0,0,0
ERR1135201,PIG-027,France,4.03928188685204,3.35980078425616,5.04443430769545,0,0,0,0,5.86341514588731,0,5.14917319698858,3.68629521628058,0,0,0,0
ERR1135202,PIG-028,France,4.47163432136278,3.76843960778307,4.81733067162067,0,0,0,0,5.94296407125229,0,4.26023693741896,3.57002984720299,0,0,0,0
ERR1135203,PIG-029,France,2.97616665235505,3.7449557062541,5.07760095786963,0,0,0,0,5.92139982674497,0,4.49130113413919,3.92901247062862,0,0,0,0
ERR1135204,PIG-030,France,4.81306790359942,4.00266580441333,4.39320495807761,0,0,0,0,5.93688086121379,0,4.48153682821395,3.71224087614769,0,0,0,0
ERR1135205,PIG-031,France,2.15532024785241,4.8275884635567,5.42322186578505,2.34117880424396,2.32268888104826,0,0,5.79886694653652,0,4.57702331714563,2.15695073388224,0,0,0,0
ERR1135206,PIG-032,France,3.56499198422754,3.53089610796473,5.41131853334625,0,0,0,0,5.82830499403712,0,4.77706664641086,3.25932599124212,0,0,0,0
ERR1135207,PIG-033,France,3.784271500313,0,5.68519801898369,0,0,0,0,5.65500644189319,0,4.74144504985466,3.40256705102458,0,0,0,0
ERR1135208,PIG-034,France,0,0,5.7294159075439,0,0,0,0,5.57568593285566,0,4.92613671009124,3.46276914251673,0,0,0,0
ERR1135209,PIG-035,France,4.31875229631081,0,5.15641818843492,0,0,0,0,5.91488767420348,0,4.04964384096396,3.41064455085936,0,0,0,0
ERR1135210,PIG-036,France,4.58672275217435,0,5.54015631063011,0,0,0,0,5.75073517595449,0,4.68185337443753,3.50099354805711,0,0,0,0
ERR1135211,PIG-037,France,4.11879706646381,3.81542140259414,5.40910440175453,0,0,0,0,5.77493129730853,0,5.09820849069549,3.4578785797127,0,0,0,0
ERR1135212,PIG-038,France,4.32935437613534,0,5.090914628047,0,0,0,0,5.88629568715822,0,4.92726842163712,3.05555849384088,0,0,0,0
ERR1135213,PIG-039,France,4.77546134060923,3.96628641874148,5.44279947141459,0,0,0,3.55470712403527,5.56344341641198,0,5.44946762454471,3.45823521801652,0,0,0,0
ERR1135214,PIG-041,France,2.50621973165978,3.01084451532612,5.74607523408016,0,1.45487336657096,0,0,5.62776224042676,0,2.66296292504597,4.21755663740639,0,0,0,0
ERR1135215,PIG-042,France,2.99067264640442,3.00144599131263,5.83034553176828,0,0,0,0,5.50062047408273,0,3.25253344621438,3.46749798518706,0,0,0,0
ERR1135216,PIG-043,France,3.05767362434078,3.45374270929896,5.75825026405974,0,0,0,0,5.60133837323032,0,3.50413834861749,4.30891703576381,0,0,0,0
ERR1135217,PIG-044,France,2.69253072197823,3.63247202834321,5.69568128098481,0,0,0,0,5.68681462103673,0,3.79550469042516,3.81630551018044,0,0,0,0
ERR1135218,PIG-045,France,2.91367442755346,3.59045709399885,5.72044051178358,0,0,0,0,5.66307685981117,0,3.66815897129577,3.69513684377912,0,0,0,0
ERR1135219,PIG-046,France,3.20527260028451,2.89478027721215,5.3910505569153,0,0,0,0,5.79703655341448,0,3.07770529813465,5.09233097245202,0,0,0,0
ERR1135220,PIG-047,France,3.09902162197927,2.94752597495241,5.83689798149785,2.9909449928685,0,0,0,5.47695560400055,0,3.91893071427302,3.25418851599733,0,0,0,0
ERR1135221,PIG-048,France,0,3.24638362013348,5.84843065698262,0,0,0,0,5.45729259637593,0,3.73897173250075,2.87853214394164,0,0,0,0
ERR1135222,PIG-049,France,0,2.98205745003375,5.89782168355965,2.50688939787026,1.62901572826654,0,0,5.31450489878673,0,2.9244682388465,3.07427383429631,0,0,0,0
ERR1135223,PIG-052,France,3.55186392074371,3.62133363255199,5.4642685823089,0,0,0,0,5.81791391236264,0,3.88273092641902,4.55446736765073,0,0,0,0
ERR1135224,PIG-053,France,3.85400204522397,3.7293950565879,5.23603064890117,2.56664657643068,0,0,0,5.90542117780714,0,3.47914794588661,3.88148068906006,0,0,0,0
ERR1135225,PIG-054,France,2.81291419261364,3.33729584997589,5.67522714507379,0,2.10152132948122,0,0,5.69719759543238,0,3.73341437545575,4.30709768873409,0,0,0,0
ERR1135226,PIG-055,France,3.29415627781631,2.37346508211397,5.73109192667803,0,2.13743875999749,0,0,5.6284643898611,0,0,4.53410606324624,0,0,0,0
ERR1135227,PIG-056,France,3.13300937823985,2.98784328658819,5.81386494304883,0,0,0,0,5.51170479963932,0,2.89861963185528,4.31368310107086,0,0,0,0
ERR1135228,PIG-057,France,3.14033746628393,2.98914367125732,5.73864468387611,0,2.19547445487444,0,0,5.57573944380581,0,3.20119289061714,4.85489901916107,0,0,0,0
ERR1135229,PIG-058,France,3.88892166793528,1.99103461159298,5.45683824595842,0,3.13019896030033,0,0,5.82282128381814,0,3.7159984501085,4.51251455773594,0,3.24537541713163,0,0
ERR1135230,PIG-059,France,3.77967061171734,1.88157954375935,5.6622333607122,0,0,0,0,5.58695668309605,2.96544795861012,3.76065560730255,5.1506028239033,0,0,0,0
ERR1135231,PIG-060,France,2.68055607736709,2.7580719830467,5.78995667359879,0,1.88217309673984,0,0,5.55530555329724,0,3.31556139499001,4.32433465933262,0,0,0,0
ERR1135232,PIG-061,France,3.12014694527823,2.71296131989426,5.73505873600659,0,2.60020475684174,0,0,5.63025865008548,0,3.63993143230369,4.36645479876268,0,0,0,0
ERR1135233,PIG-062,France,2.83184033410081,0,5.69042574338425,0,3.73923230372809,0,0,5.66246756688983,2.42731287858014,4.27922704845152,4.3890982604836,0,2.02980490620154,0,0
ERR1135234,PIG-063,France,3.38473127287792,2.77960711904371,5.72531341522098,0,0,0,0,5.63363970776885,0,3.88340458878049,4.44554354744277,0,0,0,0
ERR1135235,PIG-064,France,3.8350216658888,3.23974070404183,5.51307695761343,0,0,0,0,5.7005430411915,2.29572009890917,4.1734931654536,5.17205949563924,0,0,0,0
ERR1135236,PIG-065,France,2.4473288336281,2.61745745568933,5.84105188213276,0,2.16273604121331,0,0,5.46430854765405,0,3.30776305332159,4.09161487171701,0,0,0,0
ERR1135237,PIG-066,France,3.09492023148399,2.53139801795064,5.76713277695138,0,2.63148382400851,0,0,5.58053375316012,0,3.79034059666958,4.41826995821977,0,0,0,0
ERR1135238,PIG-067,France,3.62873471648685,2.79865625574508,5.69320099441311,2.90673696845671,3.08131724948946,0,0,5.65279197851465,0,4.18926559070129,4.53924278997636,0,0,0,1.85790670937869
ERR1135239,PIG-068,France,3.22591427364261,3.89826147778551,5.57129291890783,2.2284495191715,2.8420575397968,0,0,5.75828374269362,0,2.70092780967116,4.63582714737385,0,0,0,0
ERR1135240,PIG-069,France,2.624599722636,2.80575963903142,5.8788020068205,0,0,0,0,5.37482003931796,0,3.59168782406988,3.17973756681132,0,0,0,0
ERR1135241,PIG-071,France,2.42436801621737,3.06309252629912,5.77561254275779,0,0,0,0,5.60107333308951,0,1.6190206446871,3.46940960575327,0,0,0,0
ERR1135242,PIG-073,France,2.95651168841785,3.29103529195976,5.59126256832463,0,1.02349512474234,0,0,5.76970548051409,0,3.52559019734722,4.18072060860704,0,0,0,0
ERR1135243,PIG-074,France,2.92763317041028,2.96614627902373,5.795579740319,0,0,0,0,5.56084845197394,0,2.98807111089728,3.94965764489418,0,0,0,0
ERR1135244,PIG-075,France,2.62315110769935,2.51664405619698,5.81207531370287,0,2.25229880011641,0,0,5.52289664748569,0,3.93035773271929,3.92774729316044,0,0,0,0
ERR1135245,PIG-076,France,4.28121269567513,3.66063602183777,4.88397889159278,3.0530281796978,2.18537780129115,0,0,5.81935995342748,0,3.92041730419857,5.36255293940252,0,0,0,0
ERR1135246,PIG-077,France,2.86848079898763,3.52522127582338,5.69179043420011,0,2.83132894013784,0,0,5.68185701694121,0,3.43760404055779,4.30138718793722,0,0,0,0
ERR1135247,PIG-078,France,2.31264558902987,2.9939583287111,5.66770911997039,0,2.75391708813544,0,0,5.66901131524736,0,3.48796873870952,4.80089696833325,0,0,0,0
