Sample_Names,Alias,Geography,Euryarchaeota,Actinobacteria,Bacteroidetes,Chlamydiae,Deferribacteres,Deinococcus_Thermus,Fibrobacteres,Firmicutes,Fusobacteria,Proteobacteria,Spirochaetes,Verrucomicrobia,Apicomplexa,Ascomycota,Microsporidia
ERR1135332,PIG_165,Denmark,2.26715981630982,2.90887782053864,5.76275224863276,0,0,0,0,5.59675761009379,0,4.36193992047543,3.24422129468782,0,0,0,0
ERR1135333,PIG_166,Denmark,3.20262601860288,3.2665571402128,5.76758843601886,0,0,0,0,5.58507068556383,0,4.22529470472159,3.97897094111967,0,0,0,0
ERR1135334,PIG_167,Denmark,2.67215313926796,3.19835659998414,5.79602159956962,0,0,0,0,5.56166367426345,0,3.62174398575469,3.61238061632749,0,0,0,0
ERR1135335,PIG_168,Denmark,3.20031413972527,2.9491294726523,5.79448212429541,0,1.78850888452497,0,0,5.56183836313095,0,3.73557587915868,3.64548244409293,0,0,0,0
ERR1135336,PIG_169,Denmark,3.65100004617069,3.23366761621437,5.77626427014218,0,2.34767760517833,0,0,5.57510011468241,0,4.01749442673678,3.99390976062557,0,0,0,0
ERR1135337,PIG_170,Denmark,0,2.88469222378811,5.79272968718597,0,1.54872325158339,0,0,5.55632601191222,0,4.23763752946655,3.15163605550837,0,0,0,0
ERR1135338,PIG_171,Denmark,3.38815804242706,3.40548757835423,5.66630172640416,0,0,0,0,5.71849350655632,0,3.87603220172443,2.87035039603006,0,0,0,0
ERR1135339,PIG_172,Denmark,2.40160323474225,3.34822410349179,5.7601764601071,0,0,0,0,5.6161173885111,0,3.64699862182942,3.62892688283805,0,0,0,0
ERR1135340,PIG_173,Denmark,3.35082368141084,3.42905579570325,5.67285873853607,0,0,0,0,5.70803131515505,0,4.12913408736668,2.39551877062285,0,0,0,0
ERR1135341,PIG_174,Denmark,0,3.33276024238242,5.70892538858365,0,2.9391556507613,0,0,5.67946002580777,0,3.51150968673619,3.61369694810775,0,0,0,0
ERR1135342,PIG_175,Denmark,2.9632780885986,2.83244569125194,5.71576466952477,0,2.71808441402342,0,0,5.67052723499662,0,3.8542334423605,3.4264195268058,0,0,0,1.70601648589611
ERR1135343,PIG_176,Denmark,4.15066081699763,2.09125301181096,5.62909055198304,0,3.03836089641564,0,0,5.72784022209358,0,4.37129489631666,3.03229941322155,0,0,0,0
ERR1135344,PIG_177,Denmark,1.98644926552961,3.15314081812163,5.74311163316374,0,2.86579309890387,0,0,5.63853053398025,0,3.87749318881532,3.22460891152505,0,0,0,0
ERR1135345,PIG_178,Denmark,2.86325345562992,2.63040918551408,5.8555890528679,0,2.3602512625836,0,0,5.43212600315733,0,3.82509260707396,3.63812433115044,0,0,0,0
ERR1135346,PIG_179,Denmark,3.02016110337153,3.24363503335776,5.82084447945838,0,2.89896400062388,0,0,5.50551902496811,0,3.98027271818007,3.62072727853517,0,0,0,2.63607511525287
ERR1135347,PIG_180,Denmark,2.97848954342517,3.02916197760401,5.68272906032862,0,2.96971179603527,0,0,5.69678124007215,0,4.01794162102537,3.87493425600652,0,0,0,0
ERR1135348,PIG_181,Denmark,3.82097740898633,3.36296224240391,5.68250275036035,0,0,0,0,5.69267748006907,0,4.00757323204843,3.82592739406203,0,0,0,0
ERR1135349,PIG_182,Denmark,1.5485715945723,2.83906003359478,5.90816223897189,0,2.75123485467973,0,0,5.26123537964645,0,3.62543346627091,3.41656124575497,0,0,0,0
ERR1135350,PIG_183,Denmark,3.72932423696159,3.40345756304862,5.575667293522,0,2.37568794209614,0,0,5.77700493845693,0,4.1634093704166,3.39331464018313,0,0,0,0
ERR1135351,PIG_184,Denmark,2.83383913484098,2.93244358717021,5.7271410890155,0,2.89031058186218,0,0,5.63781183002717,0,4.33308772074841,3.92063538781783,0,0,0,0
ERR1135352,PIG_185,Denmark,3.66873032892654,3.39011414983881,5.45003485242731,0,1.26193794534332,0,0,5.83921114991155,0,3.97764840512898,4.03881600343341,0,0,0,0
ERR1135353,PIG_186,Denmark,4.60028821663748,4.54403294846294,5.52935120517783,0,3.20418727440376,0,0,5.7256235286137,0,4.65674480814936,3.91484056131874,0,0,0,0
ERR1135354,PIG_187,Denmark,3.82951342447894,4.56001045960174,5.6912977447581,0,0,0,0,5.65430752100915,0,4.05329602317816,3.51292585547771,0,0,0,0
ERR1135355,PIG_188,Denmark,2.71177803892795,4.17887546574925,5.72973851941473,0,2.90085335734768,0,0,5.63469684005438,0,4.04895870900214,3.65126262207651,0,0,0,0
ERR1135356,PIG_189,Denmark,3.89158635612707,3.65371552967622,5.66212807741187,0,0,0,0,5.68117317904537,0,4.66754489765496,3.03519127731844,0,0,0,2.93369892622188
ERR1135357,PIG_190,Denmark,3.76367961291808,4.8052790925359,5.7198900815752,0,2.98313524993229,0,0,5.55323621601588,0,4.61608862933341,3.77227058415922,0,0,0,0
ERR1135358,PIG_191,Denmark,0,4.13971792352932,5.79600105669324,0,3.37444644213481,0,0,5.53761508315975,0,4.12750656190343,2.62136170123858,0,0,0,0
ERR1135359,PIG_192,Denmark,4.9488244995665,4.06244821147364,5.51976892574675,0,2.67302716847504,0,0,5.74730020929187,0,3.80896991422384,3.45526508313893,0,0,0,0
ERR1135360,PIG_193,Denmark,4.24825314720525,3.50725107195306,5.68410678712246,0,3.14870572635243,0,0,5.65692123491754,0,4.60622981029464,2.39609861729198,0,0,0,0
ERR1135361,PIG_194,Denmark,2.9299162684512,4.78481932185283,5.72641951810728,0,0,0,0,5.60002605723006,0,3.87344387456186,0,0,0,0,0
ERR1135362,PIG_195,Denmark,4.28832836308881,5.21400621727892,5.42301526909214,0,0,0,0,5.72696418345487,0,4.1232231949971,3.73778552319207,0,0,0,0
ERR1135363,PIG_196,Denmark,4.24886425132427,4.10242833609459,5.71982986605816,0,0,0,0,5.52226708955605,0,4.5054659273861,4.90374315799329,0,0,0,0
ERR1135364,PIG_197,Denmark,3.62063155070619,4.32221658308893,5.60884976289344,0,3.97668542266375,0,0,5.70319188563197,0,4.63757550148607,4.03178834929363,0,0,0,0
ERR1135365,PIG_198,Denmark,3.17398832071954,4.56912671727263,5.68932602520335,0,3.26217105140031,0,0,5.64353588593353,0,4.2974139860433,4.02811266705739,0,0,0,0
ERR1135366,PIG_199,Denmark,3.67813164460084,4.71075104711333,5.56507563853742,0,0,0,0,5.7109057158873,0,4.73073451345313,3.94413290442524,0,0,0,0
ERR1135379,BHZ-11B,China,4.65095345040612,2.43656084131519,4.43854064871818,0,0,0,0,5.72060044827305,0,5.60231652426683,3.24215061242424,0,0,0,0
ERR1135380,BHZ-12B,China,5.16494222189833,3.45309389147621,4.65388453789304,0,0,0,0,5.89142901636235,0,4.35423238576383,3.65200951289161,0,0,0,0
ERR1135381,BHZ-1B,China,4.84563790370393,4.56812280055378,4.93002084689588,0,0,0,0,5.85761393591049,0,4.91591463797132,3.69402669639548,0,0,0,0
ERR1135382,BHZ-2B,China,5.14501465753549,2.57788196026289,4.27540376579072,0,0,0,0,5.7070698138345,0,5.51863160276585,3.21216829162035,0,0,0,0
ERR1135383,BHZ-3B,China,5.37297835473397,4.43002781360156,4.59355471840972,0,0,0,0,5.81325631693219,0,4.64338062601424,3.52145287364839,0,0,0,0
ERR1135384,BHZ-4B,China,5.12688740206078,4.309178097799,4.96088251146906,0,0,0,0,5.80132074738485,0,5.05112846739816,3.95108611406896,0,0,0,0
ERR1135385,BHZ-5B,China,5.2938785177227,3.00991014231151,4.95512236074422,0,0,0,0,5.80845015480081,0,4.8189089648579,3.44855403526316,0,0,0,0
ERR1135386,BHZ-6B,China,5.07518401852423,4.12908801027793,4.82470889731672,0,0,0,0,5.82310666100433,0,5.12589102138224,3.25331058753656,0,0,0,0
ERR1135387,BHZ-7B,China,5.23606557865518,1.92408968510288,4.51161221797708,0,0,0,0,5.88149774667838,0,4.48766833770296,3.51769540497692,0,0,0,0
ERR1135388,BHZ-8B,China,5.27265725182647,0,4.37223950238376,2.62175530185311,0,0,0,5.59371473237779,0,5.59519669338145,3.40772377349135,0,0,0,0
ERR1135389,BHZ-9B,China,5.51882476362525,3.62825810625304,4.50305574100695,0,0,0,0,5.75397314226645,0,4.80427339544972,3.38841960498122,0,0,0,0
ERR1135390,BMZ-10B,China,4.42488133879197,4.17702241301068,4.21674591316976,0,0,0,0,5.94862309304914,0,3.77366013859005,4.67700267890296,0,0,0,0
ERR1135391,BMZ-11B,China,5.22150222014566,3.99616169892963,4.85110744831932,0,0,0,0,5.73846866071893,0,5.27929004907963,4.16860066060751,0,0,0,0
ERR1135392,BMZ-12B,China,4.94289286828949,0,4.85147102060816,0,0,0,0,5.89962203935266,0,4.32068097962107,4.426979176626,0,0,0,0
ERR1135393,BMZ-13B,China,5.27023650469961,0,4.7982233390497,0,0,0,0,5.80733481294007,0,5.03803016119233,0,0,0,0,0
ERR1135394,BMZ-14B,China,4.87474915892754,4.78257781432225,4.91414998126605,0,0,0,0,5.86893333910371,0,4.63234541193515,0,0,0,0,0
ERR1135395,BMZ-15B,China,4.93982894710288,4.6530653147643,5.2819792254233,0,0,0,0,5.80248798226147,0,4.62282938837377,0,0,0,0,0
ERR1135396,BMZ-16B,China,4.83223548358926,0,4.81620709916315,0,0,0,0,5.91388928727701,0,4.46094354597533,4.24322346266354,0,0,0,0
ERR1135397,BMZ-17B,China,4.63030999295762,3.61514706417628,4.49613843170337,0,0,0,0,5.95613748633777,0,4.22308198282032,3.08016438734896,0,0,0,0
ERR1135398,BMZ-1B,China,5.34451040503814,4.24115816102484,4.60776182839729,0,0,0,0,5.80538336786979,0,4.66014868015666,4.56159290842369,0,0,0,0
ERR1135399,BMZ-2B,China,5.1678524595788,0,4.58195189583622,0,0,0,0,5.86775231265503,0,4.88733060994035,0,0,0,0,0
ERR1135400,BMZ-3B,China,0,2.24517486346376,5.22818179021001,0,0,0,0,5.87200035639472,0,4.93440089613377,0,0,0,0,0
ERR1135401,BMZ-4B,China,5.15171538928016,3.56065193956566,4.55002447768876,0,0,0,0,5.90530646688893,0,4.17062392744679,2.22517496208075,0,0,0,0
ERR1135402,BMZ-5B,China,4.61910840546952,4.24245630519524,4.3683728721984,0,0,0,0,5.92793080004866,0,4.27012509216709,4.71478807472392,0,0,0,0
ERR1135403,BMZ-6B,China,4.8748614156174,3.44642903338188,4.64488770185405,0,0,0,0,5.93717566460643,0,4.09732795742699,2.43085368202963,0,0,0,0
ERR1135404,BMZ-7B,China,4.90026167078436,4.53766294263388,4.96082714830834,0,0,0,0,5.89234179945905,0,4.12185472302009,2.99108145631694,0,0,0,0
ERR1135405,BMZ-8B,China,5.21229796619905,4.77872315442475,4.47212499934541,0,0,0,0,5.85895428732832,0,3.87659768603226,4.23066220143887,0,0,0,0
ERR1135406,BMZ-9B,China,5.32428745246572,3.9279903416349,4.70374628790248,0,0,0,0,5.81087369077628,0,4.80084325987423,4.2967916628217,0,0,0,0
ERR1135407,DB-11B,China,4.9049179954559,4.56136681166876,4.73553315421484,0,0,0,2.55692864745965,5.76312361507207,0,5.33081788077715,4.54035647738575,0,0,0,0
ERR1135408,DB-510B,China,5.43276845181824,4.51664469283851,4.6347764798531,0,0,0,2.12406432312331,5.67241089739049,0,4.95278030357861,4.96715527089245,2.41453864034506,0,0,0
ERR1135409,DB-511B,China,4.85594523368668,4.54786246719413,5.3516202070753,0,0,0,0,5.75429663969102,0,4.95086707187404,4.04076129653105,0,0,0,0
ERR1135410,DB-512B,China,5.29190189435552,4.49775206674315,4.71331757494919,0,0,0,2.63120305791422,5.57957041215431,0,5.52206895045734,3.90709938712204,0,0,0,0
ERR1135411,DB-515B,China,4.57442012202215,3.9776602971029,5.05863738781242,0,0,0,2.88134836341305,5.74730758402356,0,5.35069359067682,4.73768843564749,0,0,0,0
ERR1135412,DB-517B,China,5.36730570068069,4.50906657032429,4.72125012321991,0,0,0,0,5.72365604919916,0,4.95543740362803,4.79670564134123,0,0,0,0
ERR1135413,DB-529B,China,5.13941206369872,4.26715837772396,4.9613716640177,0,0,0,0,5.33582092663204,0,5.70018705906772,4.53251364695771,0,0,0,0
ERR1135414,DB-530B,China,4.80592417835957,4.49114153006773,5.35628524110767,0,0,0,0,5.74536801065801,0,5.04742909848801,4.00037584162689,0,0,0,0
ERR1135415,DB-531B,China,4.83984889218809,4.23884778748672,4.53033780312385,0,0,0,0,5.63676571913871,0,5.59865260914034,4.69419419253395,0,0,0,0
ERR1135416,DB-537B,China,5.13436167087131,5.23757035700719,4.37125226595074,0,0,0,2.67488720188526,5.73375472581132,0,4.98650254912969,4.30165430112273,3.91870984766677,0,0,0
ERR1135417,EYZ-120B,China,4.88840417370452,4.16040487414531,4.7741090891777,0,0,0,2.86794148666907,5.75624737629174,0,5.41020828846953,4.3088876476116,0,0,0,0
ERR1135418,EYZ-183B,China,5.05346495286026,5.08322665710229,4.36445394492359,0,0,0,2.55440874637223,5.65575710767419,0,5.42248854014617,4.39963001270623,0,0,0,0
ERR1135419,EYZ-353B,China,4.94879954932901,4.67672792165291,4.78348594573655,0,0,0,1.9141764036408,5.83111307262577,0,4.9357221689998,4.58815863205676,0,0,0,0
ERR1135420,EYZ-362B,China,5.21940275358574,4.63585755509754,4.72406771250008,0,0,0,2.21455294889961,5.75081056737183,0,4.93108295878793,4.95027973833803,0,0,0,0
ERR1135421,EYZ-378B,China,5.28042324720475,4.41884752206584,4.57979226167516,0,0,0,0,5.75521487989842,0,5.13213659702782,4.60578301878412,0,0,0,0
ERR1135422,EYZ-381B,China,5.31019302246952,3.65585572469697,4.85050771477539,0,0,0,2.39668123168928,5.58139333434664,0,5.45518941565649,4.72795581135849,0,0,0,0
ERR1135423,EYZ-542B,China,5.3288470058028,4.00039182441282,4.91417307457617,0,0,0,2.83348841176091,5.68613638161611,0,5.14203687773267,4.84442091561535,0,0,0,0
ERR1135424,EYZ-568B,China,5.21988742638952,4.83429896850898,4.70687437106264,0,0,2.97277135878334,0,5.66355410996286,0,5.27619115179939,4.80771388242623,0,0,0,0
ERR1135425,EYZ-611B,China,4.77992541301719,4.70190786463902,4.63462893861073,0,0,2.89694170009844,0,5.64187882282561,0,5.60172498099502,3.87030330239251,0,0,0,0
ERR1135426,EYZ-615B,China,5.23014145937801,3.76489561876124,4.13045348785883,0,0,0,2.77781335015184,5.78832736152205,0,5.25445003942884,4.21272448541543,0,0,0,0
ERR1135427,EYZ-160Ba,China,4.96275299439809,4.49970628753084,5.19930574314006,0,0,0,0,5.73121461494435,0,5.22836260021349,4.02801220053128,0,0,0,0
ERR1135428,EYZ-160Bb,China,4.89435345114315,4.32304317974721,5.19793666849416,0,0,0,0,5.72020742127958,0,5.314191077828,4.06481003082815,0,0,0,0
ERR1135429,EYZ-192Ba,China,4.79099671300981,4.65285609889055,4.68790284108964,0,0,0,2.01001368036692,5.44211187804327,0,5.73368720927179,4.41534647017611,0,0,0,0
ERR1135430,EYZ-192Bb,China,4.87845386752168,4.67458768880453,4.80300372459378,0,0,0,0,5.45435512113854,0,5.69455327185739,4.53140666355385,0,0,0,0
ERR1135431,EYZ-254B,China,5.05148243647506,4.66590904883008,4.71590717402866,0,0,0,2.78941187820784,5.5041718017698,0,5.63556995026095,4.53132646628889,3.4954589153483,0,0,0
ERR1135432,EYZ-368B,China,4.92706327419249,4.32081620052738,4.58335275369685,0,0,0,2.58067734447725,5.83110860932042,0,4.96201007044646,4.93653888710774,0,0,0,0
ERR1135433,EYZ-468Ba,China,5.2175759063582,4.46840580991192,4.748087777538,0,0,0,0,5.69454880353615,0,5.26939740026604,4.83691739165672,0,0,0,0
ERR1135434,EYZ-468Bb,China,5.25436357705956,4.23624277394065,4.6823776526713,0,0,0,0,5.72262105854824,0,5.22552870607517,4.77054998143276,0,0,0,0
ERR1135435,EYZ-566Ba,China,4.93221223492837,5.25242113016426,4.66417285507156,0,0,0,0,5.50754143253022,0,5.25160883562522,4.58029387377294,5.17951384216256,0,0,0
ERR1135436,EYZ-566Bb,China,4.88708748141634,5.24552285331434,4.69668712100973,0,0,0,0,5.52678114452434,0,5.2640481579564,4.62877538028392,5.12906139998394,0,0,0
ERR1135437,EYZ-572Ba,China,5.10183505024015,5.20591170056172,4.97061222023392,0,0,0,0,5.70666672149352,0,4.97199818580231,4.22442646392604,0,0,0,0
ERR1135438,EYZ-572Bb,China,5.16183506294102,5.22445891456427,4.94765057589062,0,0,0,0,5.68078525921133,0,5.0020580464366,4.26864929545953,0,0,0,0
ERR1135440,EYZ-592Bb,China,4.79627699096728,3.58932149205533,4.41441455584047,0,0,0,0,5.79031899464536,0,5.42135313907681,4.42654768174936,0,0,0,0
ERR1135441,EYZ-652Ba,China,5.23681629445454,4.59568024400472,4.5917242737323,0,0,0,0,5.61368627916091,0,5.52814114928822,2.88617572345881,0,0,0,0
ERR1135442,EYZ-652Bb,China,5.22425433306433,4.80734587210053,4.63326716068601,0,0,0,0,5.56819860238951,0,5.55011612368858,2.55128273276672,0,0,0,0
ERR1135443,SYZ-304B,China,5.09652755929607,4.10026170892527,4.90987168458754,0,0,0,1.87661003526925,5.83033947051517,0,4.88134448715409,4.45455935057213,0,0,0,0
ERR1135444,SYZ-388B,China,4.90391731466404,4.82300637466709,4.30996143628411,0,0,0,1.61562106874174,5.63683834587347,0,5.55354914343786,4.62112333885163,0,0,0,0
ERR1135445,SYZ-423B,China,5.21392054705385,4.57898802181354,4.66604203554124,0,0,0,0,5.83069079020768,0,4.53672002951677,4.60748341330026,0,0,0,0
ERR1135446,SYZ-426B,China,5.13204891876625,4.84600898817377,4.78569567207491,0,0,0,3.29479468674279,5.78471655147048,0,4.98157401774845,4.4202480184143,0,0,0,0
ERR1135447,SYZ-441B,China,5.01466160142372,3.37024759760178,4.61362773311711,0,0,0,3.32059938338822,5.74999158072205,0,5.37027343405944,4.73363833581713,0,0,0,0
ERR1135448,SYZ-448B,China,5.16390792422348,4.07697555183888,4.82096976797089,0,0,0,2.9162134141988,5.5446813942104,0,5.60945159442685,4.25078272827665,0,0,0,0
ERR1135449,SYZ-477B,China,5.11055824608432,4.60841561086261,4.40707952832358,0,0,0,2.65373193332993,5.75562938807506,0,5.24151621079164,4.78088357371606,0,0,0,0
ERR1135450,SYZ-481B,China,5.26800954182863,4.98271519387436,4.58257459219033,0,0,0,0,5.67582106340751,0,5.07419674395031,4.94264463545117,0,0,0,0
ERR1135451,SYZ-495B,China,5.11544839775758,4.85952245325648,3.80028530331884,0,0,0,0,5.63365221019527,0,5.54000072187896,4.1448107496618,0,0,0,0
ERR1135452,SYZ-639B,China,5.15660034941567,4.57589927892437,4.87949327212544,0,0,0,2.10963698544643,5.63911128894607,0,5.37604660876454,4.84321661038821,0,0,0,0
ERR1135454,SYZ-428B,China,5.24949506016677,5.00468102741785,5.04573472058576,0,0,0,2.02655728968021,5.63249909022623,0,5.19306544712817,4.39916093785638,0,0,0,0
ERR1135455,SYZ-430B,China,5.00516597394565,4.56127517101595,4.69922028797802,0,0,0,0,5.81531960477099,0,5.09502987756507,4.53522565296009,0,0,0,0
ERR1135456,SYZ-442B,China,4.91949713960001,4.18543391543252,4.71212870906173,0,0,0,0,5.43880265180983,0,5.73195321045274,4.54182994118603,3.0513024306994,0,0,0
ERR1135457,SYZ-533B,China,5.45562130396332,4.65316229015981,4.42082076651283,0,0,0,2.31364026242505,5.61557133930196,0,5.21717442411777,4.81572001801819,0,0,0,0
ERR1135458,SYZ-631B,China,4.25255447262798,4.4596235132734,5.30491107351532,0,0,0,0,5.68468425091385,0,5.38548430361456,4.39367025098009,0,0,0,0
ERR1135459,SYZ-635B,China,4.63412041678385,4.3027173033869,4.85080968487391,0,0,3.01435954565698,2.52222201832075,5.86392891168142,0,4.65244931515213,4.94759057592367,0,0,0,0
ERR1135460,SYZ-636B,China,5.0791469962897,4.34067535610731,5.25678619721916,0,0,0,2.51494646618614,5.8051265024579,0,4.47129093650956,3.95902497311041,0,0,0,0
ERR1135461,SYZ-A002B,China,4.5283772467015,4.18170526934532,5.60793482289723,0,0,0,2.41965477721539,5.66993423687154,0,4.85683751868725,3.76049724363557,0,0,0,0
ERR1135462,ZXZ-10Ba,China,4.8302111585649,3.32952918092998,4.34151651894737,0,0,0,0,5.92990085537603,0,4.04766966748037,4.6643705682989,0,0,0,0
ERR1135463,ZXZ-10Bb,China,4.82733503024717,3.5700157639543,4.54995842871413,0,0,0,0,5.92437409410404,0,3.95282174268421,4.64800724194777,0,0,0,0
ERR1135464,ZXZ-1B,China,4.89971710069274,4.16371414125064,4.77767952264427,0,0,0,0,5.90602229934366,0,4.29851806944857,4.31821038603418,0,0,0,0
ERR1135465,ZXZ-2B,China,5.03663396433212,4.3452378413993,4.84062299988536,0,0,0,0,5.87986588060779,0,4.31834417271657,4.31434018566356,0,0,0,0
ERR1135466,ZXZ-3B,China,4.35482926950539,3.7005615301363,5.41103975193168,0,0,0,0,5.83940194468073,0,4.15002794054432,3.98628764870617,0,0,0,0
ERR1135467,ZXZ-4B,China,4.43612225232827,4.18019840323952,4.87834719184582,0,0,0,0,5.8972175797235,0,4.35299395923734,4.84633023113994,0,0,0,0
ERR1135468,ZXZ-5B,China,5.00446694860798,4.06250715297362,4.76042055984212,0,0,0,0,5.89010521412315,0,4.25905434186933,4.5469343313244,0,0,0,0
ERR1135469,ZXZ-6B,China,4.76447372186532,0,4.76599070667063,0,2.70140441332754,0,0,5.9065872761084,0,4.22288666264152,4.77703007085639,0,0,0,0
ERR1135470,ZXZ-7B,China,4.2530688696372,4.04829048514954,4.87661019478123,0,0,0,0,5.90950928579386,0,4.10498256252106,4.85129443558563,0,0,0,0
ERR1135471,ZXZ-8B,China,4.92929669679876,0,4.87762324785262,0,0,0,0,5.88786631904799,0,4.45946830902245,4.58362223263384,0,0,0,0
ERR1135472,ZXZ-9B,China,4.30027280054696,4.22193941786765,4.84425828827575,0,0,0,0,5.91041775673496,0,4.40581692223117,4.73588281644135,0,0,0,0
