Sample_Names,Alias,Geography,Methanobacteriaceae,Brevibacteriaceae,Corynebacteriaceae,Dermabacteraceae,Dermatophilaceae,Micrococcaceae,Propionibacteriaceae,Bifidobacteriaceae,Coriobacteriaceae,Bacteroidaceae,Porphyromonadaceae,Prevotellaceae,Rikenellaceae,Chlamydiaceae,Deferribacteraceae,Deinococcaceae,Fibrobacteraceae,Planococcaceae,Staphylococcaceae,Aerococcaceae,Enterococcaceae,Lactobacillaceae,Leuconostocaceae,Streptococcaceae,Clostridiaceae,Eubacteriaceae,Lachnospiraceae,Oscillospiraceae,Peptostreptococcaceae,Ruminococcaceae,Erysipelotrichaceae,Acidaminococcaceae,Veillonellaceae,Fusobacteriaceae,Alcaligenaceae,Burkholderiaceae,Comamonadaceae,Oxalobacteraceae,Sutterellaceae,Neisseriaceae,Desulfovibrionaceae,Campylobacteraceae,Helicobacteraceae,Succinivibrionaceae,Enterobacteriaceae,Pasteurellaceae,Moraxellaceae,Pseudomonadaceae,Brachyspiraceae,Spirochaetaceae,Verrucomicrobiaceae,Cryptosporidiidae,Saccharomycetaceae,Enterocytozoonidae,Myoviridae,Podoviridae,Siphoviridae,Adenoviridae,Anelloviridae,Geminiviridae,Microviridae,Parvoviridae,Potyviridae,Retroviridae
ERR1135208,PIG-034,France,0,0,0,0,0,0,0,0,0,0,4.72900869467889,5.55708507473578,0,0,0,0,0,0,0,0,0,3.87568784949722,0,0,0,3.37582871533199,4.92433367807947,4.73383750241357,0,5.52605784839154,0,2.8687299625056,4.39329829961829,0,0,0,0,0,4.83953171334963,0,3.20565473091429,0,0,0,3.54330041812843,0,0,0,0,3.3496333966393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802697169642487
ERR1135209,PIG-035,France,4.2667723630036,0,0,0,0,0,0,0,0,0,4.62897469932651,4.75589663293653,0,0,0,0,0,0,0,0,0,5.07484639678711,0,0,0,0,4.8136245910898,4.73310364612134,0,5.79372223699119,3.22064585241321,1.94770181627833,3.96730775513344,0,0,0,0,0,3.3213804171843,0,3.85981528633426,0,0,0,0,0,0,0,0,3.22406795326225,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43610558318924
ERR1135210,PIG-036,France,4.57419497228691,0,0,0,0,0,0,0,0,0,4.84784283387059,5.26715744780533,0,0,0,0,0,0,0,0,2.64764352980884,4.64667467139481,0,0,0,0,5.12559146623668,3.4159346943058,0,5.50862536301888,0,2.75057022036483,5.15679815159593,0,0,0,0,0,0,0,0,0,0,0,4.75788645368796,0,0,0,0,3.3538124278769,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00601716883063
ERR1135211,PIG-037,France,4.09325708784909,0,0,0,0,0,0,3.50893373883663,2.07096513002113,0,4.26163272418575,5.2004833334604,0,0,0,0,0,0,0,0,0,3.75266156375899,0,3.29894897506105,0,2.73208154904101,4.51554774559495,4.44446153403641,3.78087961597391,5.50433202805051,3.29348024241687,4.40349779534962,5.38855196153788,0,0,0,0,0,3.77456354785533,0,3.94391324163134,0,0,0,5.09211139800589,2.91781947950484,0,0,0,3.29792881939716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407676697106021
ERR1135212,PIG-038,France,4.33046967851042,0,0,0,0,0,0,0,0,0,5.02877333596251,3.45752822742692,0,0,0,0,0,0,0,0,0,5.46900448174091,0,0,0,0,4.71121624059296,4.82510801681494,3.54774532774549,5.56102975568672,2.5706195337211,1.86780891625977,3.72080099369713,0,0,0,0,3.01611407557268,4.35256047276108,0,4.6323007924856,0,0,0,4.19636191846138,0,0,0,0,2.92309711032849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135213,PIG-039,France,4.74419834527419,0,0,0,0,0,0,3.6453688748249,2.45150933430854,0,4.25455874239114,5.23157330287797,0,0,0,0,3.49780592720618,0,0,0,0,0,0,3.85793892652378,3.04937112175467,3.14313657054804,4.72425013419715,4.9808287599148,4.42735906584326,5.38469721869829,3.14375171217977,2.43610801696181,3.57373301045089,0,0,0,0,4.26286136501559,3.74787799412521,0,4.30266029243651,0,0,0,5.42737964749226,3.23887449296602,0,0,0,3.29267948676976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135214,PIG-041,France,2.60571994358629,0,0,0,0,0,0,0,2.97103180066284,0,2.56910412882842,5.70083348875118,0,0,1.52654055412433,0,0,0,0,0,0,5.296668343613,0,0,0,4.70669411920599,3.89067276429066,3.12616416600206,2.5668772851504,4.63210356070952,3.80033136173755,4.38710810010019,5.17148598458054,0,0,0,0,0,2.33528635630867,0,2.49148701585269,0,0,0,0,0,0,0,0,4.18288936720095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135215,PIG-042,France,3.0742371887034,0,0,0,0,0,0,0,2.94556438925587,0,2.33980120879484,5.7692274607502,0,0,0,0,0,0,0,0,0,4.69914397047764,0,0,0,4.35182678665301,4.07820959953214,3.01856403130027,0,5.14472075301402,3.87701783155169,4.39375493854464,5.16871019244663,0,0,0,0,2.25728400406783,0,0,2.54753282539155,2.12711593061748,0,0,3.26050922146988,0,0,0,0,3.41684666363876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135216,PIG-043,France,3.13124656150266,0,0,0,0,0,0,0,3.38767117484622,0,3.47519442671388,5.68494758124522,0,0,0,0,0,0,0,0,0,4.24640868721452,0,0,0,4.34427823475014,4.04270411038296,3.20759902988457,3.1731923052586,4.92240894636505,3.99648734101404,4.85598851669252,5.42902665622262,0,0,0,0,1.70017756557305,2.58245066131318,0,3.30739513035821,2.3144120930983,2.21152080908685,0,2.91919545222532,0,0,0,0,4.24806932909799,0,0,0,0,0.853844313648748,0,0,0,0,0,0,0,0,0
ERR1135217,PIG-044,France,2.75534143295384,0,0,0,0,0,0,0,3.55593261001064,0,3.04810729179314,5.61316925374662,0,0,0,0,0,0,0,0,0,4.54937524722843,0,0,0,4.48756454644335,4.16196811999567,3.46563669872765,3.88539768948801,5.02135551345423,4.27664655013597,4.75208157188617,5.47474250771743,0,0,0,0,3.48529783322861,2.55318528057249,0,2.39071857056951,0,2.07608815572606,0,3.69327396569376,0,0,0,0,3.74506811000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220120341492158
ERR1135218,PIG-045,France,2.97997028681445,0,0,0,0,0,0,0,3.51737150763957,0,2.54741766968226,5.64200751541327,0,0,0,0,0,0,0,0,0,4.54578022048576,0,0,0,4.63985879859397,4.28537602214399,3.32786995113632,3.2596588552644,5.00365131988092,4.29203289403093,4.73362819145613,5.43022764536724,0,0,0,0,3.4276879276667,0,0,0,0,2.00411959291774,0,3.59814896212084,0,0,0,0,3.62732851902576,0,0,0,0,0,0,0,0,0,0,0,0.458504947386104,0,0
ERR1135219,PIG-046,France,3.29020625911195,0,0,0,0,0,0,0,2.84011011378545,0,2.24861876385045,5.330958773181,1.54945744468926,0,0,0,0,0,0,0,0,5.47176620780333,0,0,0,4.49744781962508,4.72099284985192,3.1630157430042,3.34197249628497,5.07483532073747,3.8090265132916,4.96032389119458,4.84972419796982,0,0,0,0,0,2.09587158821755,0,2.71128726096411,1.53247006657032,2.60765025817096,0,2.18410871499316,0,0,0,0,5.04290057847644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280177101663265
ERR1135220,PIG-047,France,3.18870971422422,0,0,0,0,0,0,0,2.89772446559164,0,2.10675811983805,5.78188701776634,0,2.78437468876643,0,0,0,0,0,0,0,4.77599804326665,2.28976423965829,2.43400871229842,0,4.29729356784975,4.50970099549934,3.21635474389516,3.10123563769113,5.14578354325679,3.90591284609714,4.66143835829489,4.85011235637369,0,0,0,0,2.58086807596216,2.56959754771686,0,3.51647924731913,2.5030992611404,0,0,3.65974589147109,3.13564404498256,0,0,0,3.20960670581435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135221,PIG-048,France,0,0,0,0,0,0,0,2.63003311187191,3.01412943673458,0,3.17769726541371,5.80209451091727,1.5484866894672,0,0,0,0,0,0,0,0,4.44701817427875,0,0,0,4.38481130015302,4.02586278509715,2.51384066313254,0,4.39155893365059,3.94608773099038,4.74404248617116,5.30635571820841,0,0,0,0,0,3.12386432997539,0,2.46633783739319,0,0,0,3.78523003037755,0,0,0,0,2.84336606413376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
