Sample_Names,Alias,Geography,Methanobacteriaceae,Brevibacteriaceae,Corynebacteriaceae,Dermabacteraceae,Dermatophilaceae,Micrococcaceae,Propionibacteriaceae,Bifidobacteriaceae,Coriobacteriaceae,Bacteroidaceae,Porphyromonadaceae,Prevotellaceae,Rikenellaceae,Chlamydiaceae,Deferribacteraceae,Deinococcaceae,Fibrobacteraceae,Planococcaceae,Staphylococcaceae,Aerococcaceae,Enterococcaceae,Lactobacillaceae,Leuconostocaceae,Streptococcaceae,Clostridiaceae,Eubacteriaceae,Lachnospiraceae,Oscillospiraceae,Peptostreptococcaceae,Ruminococcaceae,Erysipelotrichaceae,Acidaminococcaceae,Veillonellaceae,Fusobacteriaceae,Alcaligenaceae,Burkholderiaceae,Comamonadaceae,Oxalobacteraceae,Sutterellaceae,Neisseriaceae,Desulfovibrionaceae,Campylobacteraceae,Helicobacteraceae,Succinivibrionaceae,Enterobacteriaceae,Pasteurellaceae,Moraxellaceae,Pseudomonadaceae,Brachyspiraceae,Spirochaetaceae,Verrucomicrobiaceae,Cryptosporidiidae,Saccharomycetaceae,Enterocytozoonidae,Myoviridae,Podoviridae,Siphoviridae,Adenoviridae,Anelloviridae,Geminiviridae,Microviridae,Parvoviridae,Potyviridae,Retroviridae
ERR1135222,PIG-049,France,0,0,0,0,0,0,0,1.84403448359638,2.90506668961996,0,3.06911330041184,5.86259535739678,0,2.32066794625424,1.71159164832573,0,0,0,0,0,0,3.8541140426345,0,0,0,3.82595922834155,3.48674692609774,1.38553292627748,0,3.8846719478053,4.08902552123818,4.65376935001717,5.26678226488072,0,0,0,0,0,2.30272036266056,0,0,2.3393090369531,1.47115110389897,0,2.758009351661,1.26234281598582,0,0,0,3.05000321876932,0,0,0,0,0,0,0,0.313636177479282,0,0,0,0,0,0.231962798590681
ERR1135223,PIG-052,France,3.58849400445351,0,0,0,0,0,0,0,3.51835057248022,0,3.43447793496633,5.35201223588116,0,0,0,0,0,0,0,0,0,4.57832438504349,0,2.07379507702665,0,4.25437752038418,4.70774031611516,3.76781159283584,3.68264104766013,5.09194645840854,4.32592900702468,5.14185694556419,5.51355880771296,0,0,0,0,0,3.19041297418818,0,2.76035811243934,0,0,0,3.85440137572012,0,0,0,2.02687070010985,4.45535899452011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135224,PIG-053,France,3.88053274883856,0,0,0,0,0,0,0,3.61626379159803,0,3.05412285079437,5.11483238101899,0,2.29764924224023,0,0,0,0,0,0,0,5.23306131164322,0,2.79897241212977,0,4.04407957324894,4.61933630824228,3.48885657496804,3.14672502692439,5.10444651558045,4.11496833097354,4.83053957516946,5.61374418387067,0,0,0,0,0,2.59119743598976,0,3.40621545035109,0,0,0,2.19864651288936,0,0,0,1.80677272882351,3.76970979415861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135225,PIG-054,France,2.87407067537978,0,0,0,0,0,0,0,3.25875940951978,1.98392212727787,3.56782697533192,5.58831600522067,0,0,2.13676261128839,0,0,0,0,0,0,5.01313941737789,0,2.37200128823594,0,4.3728991440054,4.47764904612453,3.61798577788635,3.18089626084619,5.16339235713196,3.93648386419624,4.6937853680504,5.33585701007263,0,0,0,0,0,3.44206953753048,0,3.13265159769951,1.77543863829532,1.80301189858124,2.8069937586044,2.97086459655275,0,0,0,0,4.23387809656043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135226,PIG-055,France,3.36734890823119,0,0,0,0,0,0,0,2.30802069169871,1.54303602505262,2.8038859750812,5.65911462866788,0,0,2.18468599189218,0,0,0,0,0,0,4.68079154534006,0,2.58258687918126,0,4.65470084894531,4.54462782718919,2.42428657623308,3.51170299376739,4.86638275756683,4.47418810546975,4.71859262499362,5.34853188443443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47294747083382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151898988176094
ERR1135227,PIG-056,France,3.22991647635607,0,0,0,0,0,0,0,2.94518944680524,1.9688407796032,2.6640618599738,5.76580404506676,0,0,0,0,0,0,0,0,0,4.84634387349648,0,2.15923419622892,0,4.2651217693832,4.05939196103897,2.93218393219601,0,4.61827271582317,3.63982142809868,4.71100073861355,5.2911866454816,0,0,0,0,0,2.73403924480592,0,1.979843326415,0,0,0,2.45875663510755,0,0,0,0,4.27624985359094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135228,PIG-057,France,3.21991484799896,0,0,0,0,0,0,0,2.92925089272499,0,3.13228420238864,5.67259542312743,0,0,2.24915143702863,0,0,0,0,0,0,4.72153986965392,0,1.32546400930769,0,4.1039798338551,4.20906830382226,3.3247325412841,2.90236215976847,5.04287131343771,4.0553448727402,4.82237626727554,5.27352061414163,0,0,0,0,0,2.95536418051536,0,0,0,0,0,2.99813291260681,0,0,0,2.43209031680001,4.79858928857878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135229,PIG-058,France,3.95046773532254,0,0,0,0,0,0,0,1.91369590063101,3.65817450930291,3.62766859742762,5.36220304829512,0,0,3.16606863556268,0,0,0,0,0,0,5.29942985020406,0,1.37543662185588,0,3.85417139016361,4.39364290150885,2.90222665620427,0,4.96473999731711,3.80768214634106,4.99748819859426,5.45813541613463,0,0,0,2.37062110390805,0,0,0,3.30411853953676,3.09897421697843,3.12701581279106,0,0,0,0,0,2.38798053134366,4.43641117073055,0,2.95160335346357,0,0,0,0,0,0,0,0,0,0,0,0.62234260097049
ERR1135230,PIG-059,France,3.86223510456919,0,0,0,0,0,0,0,1.82755454780334,1.86575532646437,3.75169850026644,5.59508797123365,0,0,0,0,0,0,0,0,0,4.98917856328806,0,2.28866884634069,0,4.50755282744064,4.76814066317533,2.78365683078148,3.40989755306237,5.03402207858914,4.10813479836703,4.73179232599445,4.97231427897136,3.00141375933569,0,0,0,0,0,0,0,3.38486439628387,2.75293255076271,0,3.52360668836736,0,0,0,0,5.09878400254204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274861619266022
ERR1135231,PIG-060,France,2.7755343229353,0,0,0,0,0,0,0,2.71352472700188,1.8895113907609,3.1873123888512,5.73930127233639,0,0,1.95073616975951,0,0,0,0,0,0,4.98666757426351,0,0,0,4.25320504492841,4.30729193006939,3.43870325350186,2.9597408087197,4.65744104587019,3.56205862981207,4.72960757765294,5.26763982538575,0,0,0,0,0,3.14621278404769,0,0,2.25389702658433,0,0,2.88177182917927,0,0,0,2.97426169172791,4.26664346378886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135232,PIG-061,France,3.20072460250058,0,0,0,0,0,0,0,2.65395183931091,0,3.07008084394247,5.67007052501347,0,0,2.65500874762997,0,0,0,0,0,0,5.05791876513126,0,2.54440218596232,0,3.99294012330652,4.61146788869442,3.5384797647222,3.42542911467064,4.88253014482946,3.71769303944523,4.65092400520374,5.31409681044393,0,0,0,0,0,3.38706886554424,0,2.76123213013924,0,2.97493404694387,0,0,2.29578984858562,0,0,0,4.31265421079599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190097874818737
ERR1135233,PIG-062,France,2.91457603942567,0,0,0,0,0,0,0,0,0,3.70542954873462,5.6243454390142,0,0,3.79636849299109,0,0,0,0,0,0,5.2747232648206,0,0,0,3.74741072920645,4.6456082881424,2.49611934010265,3.31130431160824,4.75193647111028,3.82072671683363,4.39194257345959,5.28040977037232,2.46268943711129,0,0,0,0,0,0,3.83987641305937,3.68128699563339,2.77081071316144,3.66394906868154,3.73740161672488,0,0,0,4.34813941505065,3.45815988290937,0,1.76338733824775,0,0,0,0,0,0,0,0,0,0,0,1.11266610302328
ERR1135234,PIG-063,France,3.46257484821988,0,0,0,0,0,0,1.83076748065987,2.63573460370189,0,3.46839689235748,5.65619973109477,0,0,0,0,0,0,0,0,0,5.08557376121739,0,3.0321826879007,0,4.1678023997003,4.77325677917556,3.66048561670466,3.5063563812928,5.03269718090211,3.79997885569089,4.66146679499186,5.15227357494258,0,0,0,0,0,2.9631482901868,0,2.83697493104026,1.92851594454346,3.11733427147115,2.65576635926237,3.77501862386671,0,0,0,0,4.38900090358853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322826915405267
ERR1135235,PIG-064,France,3.89072910610619,0,0,0,0,0,0,0,3.15595165685645,0,3.97074576134828,5.41161917721571,0,0,0,0,0,0,0,0,0,5.00797517736423,0,1.75620219921069,0,4.41266103449837,4.83716455860474,3.84170339843653,3.74986954372595,5.32446323091205,4.05822606662388,4.86016626678562,4.90776696922977,2.30531206271375,0,0,0,0,3.02173605423542,0,3.61143717275987,3.72978001350278,3.09129599319167,0,3.41662341910698,0,0,0,0,5.09335384333124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135236,PIG-065,France,2.54664696196229,0,0,0,0,0,0,0,2.57754665877863,0,2.58504928609883,5.79575565220066,0,0,2.23623399759047,0,0,0,0,0,0,4.78716203664315,0,0,0,4.42626050119772,4.1170663153601,3.21581123585625,3.05241232764785,4.78269400327656,3.40674566955224,4.6949454542962,5.15461678764822,0,0,0,0,0,3.02374253977204,0,2.13183080675406,2.31872708186524,2.30892282008684,0,2.81939118853707,0,0,0,3.7968210868942,3.78486258462904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135237,PIG-066,France,3.18707078508938,0,0,0,0,0,0,0,2.48426563790367,0,3.49042712106481,5.71273253948608,0,0,2.69806976098006,0,0,0,0,0,0,5.14703184362645,0,1.71906358808968,0,4.08717387390235,4.47078130013389,3.61267099491832,3.37006436253444,4.93349128258582,3.58552351903775,4.57634906045193,5.12149453674296,0,0,0,0,0,3.25776304192878,0,0,3.10321228031314,3.3653371843916,0,2.30326499546999,0,0,0,3.76479179194732,4.27542107262282,0,0,0,0,0,0.916554592529103,0,0,0,0,0,0,0,0
ERR1135238,PIG-067,France,3.70627370044647,0,0,0,0,0,0,0,2.73720897391206,0,3.66369030404673,5.62226845047975,0,2.68805983721648,3.13320693112242,0,0,0,0,0,0,5.17988837897307,0,2.97118204304741,0,3.90908543073349,4.55360451752049,3.77914560920308,3.51024164280652,5.03288721605819,3.59120679857392,4.60665179609614,5.20903761702267,0,0,0,0,0,3.42884247591089,0,3.76136710766503,2.66438037769823,2.85861524925792,0,3.9690937504562,0,0,0,2.49576033577301,4.47863616948999,0,0,0,1.94761651077567,0,0,0,0,0,0,0,0,0,1.22681063025301
ERR1135239,PIG-068,France,3.29288285428199,0,0,0,0,0,0,3.67941576141458,2.39727407475791,0,3.68840860924831,5.48819608006734,0,2.00031657418256,2.88343952370208,0,0,0,0,0,0,5.28255561510133,0,2.81267759372458,0,4.17726101094208,4.59831261182701,3.73024669053522,3.80239540707952,4.92440912955954,3.58428692670063,4.50944984819365,5.4196861459049,0,0,0,0,0,0,0,2.2308872990569,0,0,0,2.70390248988455,0,0,0,2.67742653534208,4.56378080910633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675650120902766
ERR1135240,PIG-069,France,2.72527812671514,0,0,0,0,0,0,0,2.76702702195959,0,2.36912510651865,5.83486542341782,0,0,0,0,0,0,0,0,0,4.55191190615448,0,2.46307204469819,0,3.99376156869522,3.87734024789191,3.15787999253967,0,4.83793092797305,3.51391150560881,4.4832412570746,5.1826074441271,0,0,0,0,0,0,0,2.54638886027534,0,0,0,2.97301612240148,3.42803078791144,0,0,2.10293851085312,3.11197134148443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135241,PIG-071,France,2.49827170802626,0,0,0,0,0,0,0,2.99767861573948,0,2.18264214671047,5.70491082507901,0,0,0,0,0,0,0,0,0,4.37262577027126,0,0,0,3.60915811828838,3.41365679907326,2.02134644996507,0,4.3100285816299,3.66795453482139,4.6750737616364,5.5869323965555,0,0,0,0,0,0,0,1.68342301381318,0,0,0,0,0,0,0,0,3.40914229429514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10222888204554
ERR1135242,PIG-073,France,3.00855148973024,0,0,0,0,0,0,0,3.2037159279945,0,3.19481877093216,5.49709715082957,0,0,1.04765752518048,0,0,0,0,0,0,5.01053371207058,0,2.39905298650677,0,4.25875703256534,4.71071008224762,3.65315316299802,3.14871928308637,4.79663514928264,3.77259278347908,4.78326605590958,5.55403263540877,0,0,0,0,0,3.13631031467501,0,3.16107362418065,0,0,0,2.89473586662871,0,0,0,2.55686239471234,4.08794322223963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171375765615374
ERR1135243,PIG-074,France,3.01423206158264,0,0,0,0,0,0,0,2.91322359729923,0,2.88663581060984,5.73718854674491,0,0,0,0,0,0,0,2.41471296260935,0,4.79739924199819,0,1.96078324821398,0,4.17558611534645,3.98128544131417,3.25828429857914,3.26888817904882,4.78672446544152,3.63399751241255,4.69472248440492,5.37285397356579,0,0,0,0,0,2.49510722724595,0,2.43411238952767,0,0,0,2.61756435731002,2.1401313819805,0,0,0,3.90208548461463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135244,PIG-075,France,2.71660969242621,0,0,0,0,0,0,0,2.47055997683193,0,2.63150205820083,5.76061587172798,0,0,2.31979419062782,0,0,0,0,0,0,4.9155002033909,0,1.77437445884189,0,4.31744835465117,4.39100902719613,2.94240890249493,2.4652384046038,4.53528210790502,3.71185622733035,4.58159770017745,5.291288736373,0,0,0,0,0,2.84643976597844,0,2.61094114507085,0,1.49122142687163,2.50446228092377,4.04190659300342,0,0,0,2.38937611375905,3.87504371377403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135245,PIG-076,France,4.33592421249352,0,0,0,0,0,0,0,3.57560774877372,0,3.81415585320902,4.75586450433892,0,2.81135288239429,2.21424621407648,0,0,0,0,0,0,5.32754961813573,0,1.90701490297389,0,2.97871847623692,4.54974322952616,3.73027058544165,0,5.18543926897699,4.14207801402196,4.97620411124609,5.27754665010074,0,0,0,0,3.46684290016287,0,0,3.35727160595654,2.34291049670915,0,0,3.74892584422191,0,0,0,4.03910955720755,5.26135766285048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507129466478229
ERR1135246,PIG-077,France,2.93812624011666,0,0,0,0,0,0,3.16579104958766,2.94450170954129,0,2.83737927840964,5.61635944285729,0,0,2.87546222613958,0,0,0,0,0,0,5.00064866778443,0,2.00916002668766,0,4.24377547606286,4.51304907276065,3.50750826570272,3.50492870222922,4.84915843392168,3.73901752390432,4.69755404799231,5.44474254849962,0,0,0,0,0,2.89575493320854,0,1.93639091740895,1.6599455374722,1.70614531131954,0,3.39723505520192,0,0,0,2.55596935847666,4.22913382809139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135247,PIG-078,France,2.37972656406328,0,0,0,0,0,0,0,2.9223698399342,0,3.32292858779264,5.58907394358068,0,0,2.79614176727571,0,0,0,0,0,0,4.83089563468715,0,2.8452976896711,0,4.34296334636513,4.69813529898566,3.47246837733249,3.46061558029423,4.98272758183262,4.17021571330022,4.86898740475068,5.34128664730268,0,0,0,0,0,3.38507629219931,0,2.75076764583217,1.70015116485493,0,0,0,0,0,0,3.06683671690684,4.72647921436271,0,0,0,0,0,0,0,0.175025920934522,0,0,0,0,0,0.599659295040435
ERR1135248,PIG-079,France,3.28114810016742,0,0,0,0,0,0,3.34650574052914,3.16580953221511,0,3.09229570849617,5.51345316434669,0,0,2.96183874729032,0,0,0,0,0,0,5.23633908886167,0,2.62376744841833,0,4.11061220281313,4.67125876246344,3.71582689767501,3.67089896695004,4.8699911152737,3.6350685122733,4.64820478326184,5.43904656816434,0,0,0,0,0,3.38819845179319,0,2.96707794586131,0,0,0,3.41677382869335,1.54794758655422,0,0,3.29049497729923,4.25385756573962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135249,PIG-080,France,0,0,0,0,0,0,0,0,2.47813744746587,0,2.25206350553032,5.64771309846951,0,1.58304343065177,2.16575780089818,0,0,0,0,0,0,4.8118026256741,0,2.42527526207769,0,4.37715077879189,4.44132108591118,3.02297988263259,3.28287971474005,4.70638670462842,3.57686441573055,4.76322584448206,5.1275954304599,0,0,0,0,0,3.18026495632458,0,0,2.08093533359605,0,0,3.78425214301854,0,0,0,2.22515659771762,5.25729414155016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135250,PIG-081,France,4.43243015096781,0,3.53355542361559,0,0,0,0,2.28090953915772,0,0,4.54961689646385,5.09488691231481,0,0,0,0,3.32637609657056,0,0,0,0,5.64163710173145,0,4.37528485245063,2.86169113063768,0,5.16769197555645,4.45240185367955,3.85869688766295,5.02882383119055,3.28978353491733,0,3.37333208691993,0,0,0,0,0,3.80589714813324,0,3.95974056480848,0,0,0,3.78064593327599,0,0,0,0,4.46710367187667,0,0,0,0,0,0,0,0,0,1.0854071685011,0,0,0,0
ERR1135251,PIG-082,France,4.7109806490245,0,3.54874835573392,0,0,0,0,3.18363092877365,0,0,4.60321571932429,4.86161405462514,0,0,3.40185721571242,0,3.52675291069914,0,0,0,0,5.46492285682354,0,4.29200468559144,3.24493386410805,0,5.41083669731336,4.62202879106394,4.35972534780431,5.04451271693824,3.62993335303808,0,3.47637806146505,0,0,0,0,0,4.24319116141519,0,4.04506593393253,0,0,0,4.30964880196569,0,0,0,0,4.35094815436348,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01888294425505
ERR1135252,PIG-083,France,4.43288496824075,0,0,0,0,0,0,0,0,0,4.37748801261662,4.46180568487633,2.89281077353771,0,3.24801406605433,0,0,0,0,0,0,4.56482143486356,0,4.13642861367935,0,0,5.19063479227091,4.63729294535837,4.71961930516335,5.60404198291984,4.06115716819294,0,0,0,0,0,0,4.58268130965974,0,0,4.30442879840686,0,0,0,5.15891764147891,0,0,0,0,2.46919359454813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135253,PIG-084,France,4.73152282820011,0,0,0,0,0,0,0,0,0,4.92565120910131,5.17639062166724,0,0,3.95229852684122,0,2.39871302821004,0,0,0,0,5.24635813394626,0,4.53746936440064,4.30365297935477,0,5.29758880081246,3.45175831745522,4.55656751615694,5.10438596464743,3.83687511932076,2.79745252990155,4.2282853489752,0,0,0,0,0,3.39899294077066,0,0,0,0,0,4.83587746518368,0,0,0,0,4.06852021073056,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06500788866602
ERR1135254,PIG-085,France,2.62568948955332,0,3.38537734807384,0,0,0,0,0,0,0,4.4734793293042,5.73141643767729,0,0,3.16229366992018,0,2.58373269882458,0,0,3.18124873634149,0,5.12014361633353,0,4.42597446074933,3.78816738989748,4.06220431088014,4.87309185676099,3.64082793996446,4.1963069254872,4.82822234849793,4.63080697351451,1.81839495230205,4.31214155403594,0,0,0,0,0,3.37777650313944,0,0,0,0,0,3.96085928109954,0,0,0,0,4.08408830343682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135255,PIG-086,France,4.3822729846116,0,0,0,0,0,0,2.57460581183155,0,0,4.60890753754842,5.21600127629122,0,0,0,0,0,0,0,2.83540319610957,0,5.18546238393324,0,4.26624114656977,4.45989870647641,2.97437116003023,5.07478983311853,4.72162713854343,4.75131394899386,5.25877431459658,4.20497764632017,3.21601307366605,4.4230564088326,0,0,0,0,0,4.0189876563685,0,4.11718732520542,0,0,0,4.93644364172913,0,0,0,0,3.68357138285488,0,0,0,0,0,0,0,0,0,0.666132903824184,0,0,0,0.917598730085892
ERR1135256,PIG-087,France,0,0,1.2769539458892,0,0,0,0,0,2.59925192908774,0,3.73592582220944,5.56695001510148,0,0,0,0,0,0,0,0,0,4.40340900684997,0,3.30296198757085,0,3.95350136779467,4.81656598535739,3.83527204068298,3.31938457386099,4.98596387253925,4.33594828788807,5.30476969070222,5.25774114019526,0,0,0,0,0,3.87605885324899,0,2.78094841063945,0,0,3.46878758825371,3.06532146506175,0,0,0,0,2.13736317969952,0,0,0,2.91476691641734,0,0,0,0,0,0,0,0,0,0
ERR1135257,PIG-088,France,4.26782102134717,0,0,0,0,0,0,0,0,0,4.16049938479347,5.27463258712207,0,0,0,0,0,0,0,0,0,5.07506040134597,0,3.55819873046678,0,2.61906016714806,4.75999447656011,4.11331833084602,3.37557590048757,5.01681397589607,4.24746706149593,5.42669342056343,5.25462645460194,0,0,0,0,0,3.26182170686864,0,2.2633760485196,0,0,0,4.07551791935046,0,0,0,0,2.80115188704724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34715335088817
ERR1135258,PIG-090,France,4.84650449380178,0,0,0,0,0,0,3.22002244501091,0,0,4.36896998555157,4.95369464557678,0,0,3.28835830812978,0,3.58842096878835,0,0,2.99600925088228,0,5.47338039044341,0,4.24900057710395,3.49035992469043,0,4.79446553769452,4.71788891359722,4.64804711604733,5.19193218171952,3.76561531411102,2.87731363433224,3.91456025235987,0,0,0,0,4.3520367379202,3.95596650049095,0,3.84073143948731,0,0,0,4.96786403940199,0,0,0,0,4.46389875859984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683211575019069
ERR1135259,PIG-091,France,4.50104879752457,0,0,0,0,0,0,0,0,0,4.30504533355309,4.55955027154354,3.69000489980121,0,3.80620622859842,0,0,0,3.10422156595418,0,0,4.99667915440809,0,3.70421658734818,0,0,4.57651922856082,4.78940519911378,4.0682426210341,5.70045947592804,3.62768538572749,4.14134712361185,0,0,0,0,0,0,3.70369843858169,0,4.22077542215549,0,0,0,4.9000705200364,0,4.79981320704749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135260,PIG-092,France,4.64887573933444,0,0,0,0,0,0,0,0,0,4.50426698152763,4.81567106783415,3.13518896858058,0,3.70329032463051,0,0,0,3.74282577420019,0,0,5.4966169215135,0,3.80983011378274,3.03591398935991,0,4.45313700322597,4.80334723963436,4.51448486091776,5.48160303945948,3.87785630469099,3.83292750227501,0,0,0,0,0,0,4.00860609809435,0,4.00873660205055,2.90700479640461,0,0,4.60226517855805,0,4.32361448350003,0,0,2.62741517685811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609121051294302
ERR1135261,PIG-093,France,0,0,0,0,0,0,0,0,0,0,3.90586217362193,5.57611295713585,0,0,0,0,0,0,0,0,0,5.37251760823492,0,2.86301876125948,0,4.87033818566229,5.03630832181288,4.2078325565272,3.56409494711596,5.14076450154766,3.59696636711472,4.4065402746532,2.17692512073048,0,0,0,0,0,3.73071426955522,0,3.33426592951861,0,0,0,2.7086127418972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288888912823387
ERR1135262,PIG-094,France,3.58976854651937,0,0,0,0,0,0,0,2.58171648197327,0,4.25373917079063,5.37645250190056,0,0,2.3544923411648,0,0,0,0,0,0,5.60592259419793,0,0,0,2.77144722735842,5.00381197436558,4.62796284408498,3.71602482380192,5.20104833452048,3.26018398551471,3.88308894743865,0,0,0,0,0,0,4.13275735079925,0,3.64866884386296,0,0,0,2.76615990689277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445183795026962,0
ERR1135263,PIG-095,France,0,0,0,0,0,0,0,0,0,0,2.98272469359313,5.77626670545329,0,1.15223644355036,2.34205529533032,0,0,0,0,0,0,4.94509755595986,0,1.75790026255695,0,4.64746539460592,4.7680217211022,3.753424828086,3.30572308500642,5.008477061065,3.51913777860196,4.81817610586584,4.42407153765685,0,0,0,0,0,3.63899321855951,0,0,0,0,0,0,2.73908339349124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135264,PIG-096,France,0,0,0,0,0,0,0,0,0,0,3.35960497707681,5.7501456873355,0,0,2.81790767784391,0,0,0,0,0,0,5.12311769654512,0,0,0,4.47572918393133,4.67066417373867,3.95673767238699,3.41391046415064,5.08674890357391,3.31276780122352,4.76676334994709,4.35935801862422,0,0,0,0,0,3.77867722555388,0,3.06104114138694,0,0,0,2.85916000662262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368678032495416
ERR1135265,PIG-097,France,0,0,0,0,0,0,0,0,0,0,3.63504178806574,5.71233326930888,0,0,0,0,0,0,0,0,0,5.1618993476757,0,0,0,4.63304488160478,4.73671574304237,4.16738570045056,3.6609940818428,5.20480681479261,3.35848887166008,4.54008962782017,4.04656576372728,0,0,0,0,0,3.96018133798526,0,0,0,0,0,2.80536562196757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526626917027565
ERR1135266,PIG-098,France,0,0,0,0,0,0,0,0,1.16586144960143,0,3.1762082940227,5.61891939066403,0,0,3.66488782776887,0,0,0,0,0,0,5.3365693648742,0,0,0,4.47047031448925,5.02835349273309,3.56094221314557,3.20123526322202,4.99939114983458,3.84547301106346,4.57078494899137,4.8490847938177,0,0,0,0,0,3.54555286414032,0,3.02475825628233,0,0,0,2.22553112199566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189218520394608
ERR1135267,PIG-099,France,0,0,0,0,0,0,0,0,0,0,3.47302871206733,5.78376963955884,0,0,1.90151746604626,0,0,0,0,0,0,4.92591358667718,0,0,0,4.78450432556012,4.48779878204024,3.853031965536,3.26310536351808,5.0549796207285,3.19350415731867,4.54379764018526,4.66471764005803,0,0,0,0,0,3.85620421959034,0,0,0,0,0,2.53279372153478,2.67740971975686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135268,PIG-101,France,0,0,0,0,0,0,0,0,3.56578617253293,0,2.11433022867719,5.75821455928367,0,0,0,0,0,0,0,0,0,1.79642398376997,0,0,0,2.7799912673357,3.32765428837648,1.87406289129206,0,3.98051247516001,3.99023754996553,5.00942771862125,5.47439195240885,0,0,0,0,0,2.25871181601372,0,0,0,0,0,0,0,0,0,0,2.62269863376877,0,0,0,0,0,0,0,0,0,0,0,0.599839063689337,0,0
ERR1135269,PIG-102,France,3.56254530862747,0,0,0,0,0,0,0,3.3620077088991,0,3.21482925838577,5.64721180661517,0,1.65276372818028,0,0,0,0,0,0,0,3.9289071604255,0,1.29279581074137,0,4.47138420619256,4.67932034211885,3.39030571171585,3.55782451729779,4.96509849374316,4.71435976239017,4.87036762091175,5.33858716024445,0,0,0,0,3.01338517206809,2.34830980459931,0,0,0,2.92419748743773,0,2.60561365964236,0,0,0,0,4.19729477462713,0,0,0,3.29919624880647,0,0,0,0.241789198730636,0,0.509864199187028,0,0,0,0.241789198730636
ERR1135270,PIG-103,France,3.30489589752931,0,0,0,0,0,0,0,2.27281311293624,0,3.769946536989,5.57312300878493,0,2.52194750036241,0,0,0,0,0,0,3.00548939847488,5.41082249660252,0,0,0,4.33476075004916,4.45210443990532,4.01464765602339,0,4.99123498238925,3.70153545455638,4.92805508959516,5.03211559611276,0,0,0,0,2.43413564694328,2.70649039581154,0,2.49547080422967,0,2.37315342662304,0,2.70488803085372,1.37074742452999,0,0,0,3.09941094738667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580962978608624
ERR1135271,PIG-104,France,0,0,0,0,0,0,0,0,2.38778856083888,0,2.83965205448642,5.89541893245788,0,0,0,0,0,0,0,0,0,2.67502136139081,0,0,0,3.68687102332005,3.65388049795249,2.93073000036456,2.44390432178737,4.31524864741207,3.56805485144854,4.94529005466066,4.9449749412578,0,0,0,0,2.02669676058111,2.78729854151886,0,0,0,0,0,0,0,0,0,0,2.88410726040339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135272,PIG-105,France,0,0,0,0,0,0,0,0,1.62485880558417,0,2.37180581406641,5.70986489793729,0,0,0,0,0,0,0,0,0,4.87191144566535,0,0,0,4.3606650143665,3.99190239077239,2.4476851432129,0,4.48076820581305,3.52669822843711,5.09408994692938,5.34403169457764,0,0,0,0,1.65315734118157,2.50781412268664,0,0,0,0,0,0,0,0,0,0,2.73791392822299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
