Sample_Names,Alias,Geography,Methanobrevibacter,Methanosphaera,Brevibacterium,Corynebacterium,Brachybacterium,Kocuria,Bifidobacterium,Scardovia,Collinsella,Olsenella,Bacteroides,Parabacteroides,Porphyromonas,Alloprevotella,Prevotella,Alistipes,Chlamydia,Chlamydophila,Mucispirillum,Deinococcus,Fibrobacter,Kurthia,Macrococcus,Staphylococcus,Aerococcus,Facklamia,Enterococcus,Lactobacillus,Leuconostoc,Weissella,Lactococcus,Streptococcus,Clostridium,Pseudoflavonifractor,Eubacterium,Anaerostipes,Blautia,Butyrivibrio,Coprococcus,Dorea,Roseburia,Oscillibacter,Anaerotruncus,Faecalibacterium,Ruminococcus,Subdoligranulum,Catenibacterium,Acidaminococcus,Phascolarctobacterium,Dialister,Megamonas,Megasphaera,Mitsuokella,Selenomonas,Veillonella,Fusobacterium,Oligella,Pusillimonas,Burkholderia,Brachymonas,Comamonas,Oxalobacter,Parasutterella,Neisseria,Bilophila,Desulfovibrio,Lawsonia,Campylobacter,Helicobacter,Citrobacter,Escherichia,Klebsiella,Pantoea,Shigella,Yersinia,Actinobacillus,Acinetobacter,Enhydrobacter,Pseudomonas,Brachyspira,Sphaerochaeta,Treponema,Akkermansia,Cryptosporidium,Enterocytozoon,Mulikevirus,T4likevirus,Ahjdlikevirus,Epsilon15likevirus,P22likevirus,Lambdalikevirus,T5likevirus,Tunalikevirus,Mastadenovirus,Kappatorquevirus,Mastrevirus,Chlamydiamicrovirus,Microvirus,Bocavirus,Dependovirus,Parvovirus,Potyvirus,Alpharetrovirus,Gammaretrovirus
ERR1135246,PIG-077,France,3.02559557252456,0,0,0,0,0,3.28545853399139,0,2.84878813104713,2.31762902956727,0,3.02576286966262,0,0,5.64295000207836,0,0,0,2.87983195457264,0,0,0,0,0,0,0,0,5.07749659494436,0,0,0,2.03699409910213,0,1.8842616911547,4.33748642134711,0,3.70013761094498,3.57073238371901,3.5967401405491,4.38019496360037,3.79022939894825,3.55490004500609,0,4.58926904539001,3.32975612593096,4.44348625346045,3.4045062770824,4.23417177555329,4.58608595674987,3.93534563693866,2.85478039957359,5.23069953123448,4.52553317871114,3.4325986018561,0,0,0,0,0,0,0,0,0,0,0,2.05142131622343,0,1.61331997078186,1.68122498957148,0,3.51563613710542,0,0,0,0,0,0,0,0,2.60325023255129,0,4.30893049572893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135247,PIG-078,France,2.45806287333216,0,0,0,0,0,0,0,2.82902913239123,2.24425142828831,0,3.50224433106013,0,2.03242922919806,5.60626980683294,0,0,0,2.79152101964908,0,0,0,0,0,0,0,0,4.89848618202908,0,0,0,2.86290888850011,0,0,4.42741946848399,0,3.82963545573782,4.37458240352556,3.50387011651793,4.43240439283546,3.49635559850489,3.51060367463545,2.7286026937872,4.66686841937195,3.17542746346086,4.65423976726655,4.02652074945835,4.4930211171316,4.70145161255697,1.96140290682351,3.46958010414263,5.13668193405733,4.26839477616849,3.92828499521767,0,0,0,0,0,0,0,0,0,0,0,2.85706122736818,0,1.64690789988641,0,0,0,0,0,0,0,0,0,0,0,3.10495300681886,0,4.79702122216544,0,0,0,0,0,0,0,0,0,0,0,0.188054299665489,0,0,0,0,0,0,0,0,0,0.500726617734545
ERR1135248,PIG-079,France,3.36567406621187,0,0,0,0,0,3.46334766007041,0,3.07079991916659,2.52319395596313,0,3.27803074144198,0,0,5.53722272554198,0,0,0,2.96353517756698,0,0,0,0,0,0,0,0,5.31036684224682,0,0,0,2.64728344037254,0,2.17884307443445,4.20150909977889,0,4.10506267391149,3.62476586869177,3.80126406516294,4.37324559220742,3.93073790411397,3.76040351622082,2.7234970483127,4.45881210961146,3.21379080427806,4.62920310382084,2.58423719995173,4.26947657488956,4.49227787356068,3.90659076694291,0,5.20252020498532,4.6182787056979,3.58467285786538,0,0,0,0,0,0,0,0,0,0,0,1.79275914675448,2.64041796042065,0,0,0,3.53231479399143,0,0,0,0,1.59725036970828,0,0,0,3.33505804075899,0,4.33083529685881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135249,PIG-080,France,0,0,0,0,0,0,0,0,2.41283224207456,1.55624859831896,0,2.4138267661532,0,0,5.64805342223158,0,1.60365898734963,0,2.14364764252061,0,0,0,0,0,0,0,0,4.86240028338881,0,0,0,2.42558673386036,0,0,4.44461286490911,0,3.74214226725156,3.54262549962102,3.52771424422632,4.28183418724957,3.31200892951676,3.0441155007417,2.46749014786342,4.46771477554963,3.24064822025234,4.19645867340328,3.34372523592452,3.66151904216603,4.74265424878127,0,3.58692072517121,4.92847137678801,3.60555362839855,3.6556672509963,2.26618054190966,0,0,0,0,0,0,0,0,0,0,0,0,2.00789529415809,0,0,3.8764403087306,0,0,0,0,0,0,0,0,2.2461888336553,0,5.31084394495142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135250,PIG-081,France,4.46202530340817,0,0,3.47883554445667,0,0,2.34079823707539,0,0,0,0,4.68035474741283,0,0,5.06367871670729,0,0,0,0,0,3.31598310422474,0,0,0,0,0,0,5.66068421841799,0,0,0,4.34422693073736,2.99085703021884,0,0,0,4.12595083010859,4.08690654762572,5.03553657418074,3.52031044707454,3.38626559453487,4.44200426926583,3.65697126330367,0,0,4.99600000297524,0,0,0,0,0,0,3.26246635017152,0,0,0,0,0,0,0,0,0,0,0,0,4.01752405115749,0,0,0,0,3.84130195082756,0,0,0,0,0,0,0,0,0,0,4.48907092528052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917643153792186,0,0,0,0,0,0,0,0
ERR1135251,PIG-082,France,4.75037343065576,0,0,3.50362620225604,0,0,3.25584767607702,0,0,0,0,4.74381070220447,0,0,4.8401868599548,0,0,0,3.35857889198707,0,3.52615261368107,0,0,0,0,0,0,5.4937658539629,0,0,0,4.27071306410298,3.38384014340069,0,0,0,4.36375816564766,4.89875464005763,5.17210486410431,3.71025682513497,3.65136382859774,4.62142832972674,4.2150241908438,0,0,4.9698400971956,0,0,0,0,0,0,3.37529433093038,0,0,0,0,0,0,0,0,0,0,0,0,4.11259353185506,0,0,0,0,4.38002313236455,0,0,0,0,0,0,0,0,0,3.18969782454934,4.35615870885848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01833999719504
ERR1135252,PIG-083,France,4.48434668863389,0,0,0,0,0,0,0,0,0,0,4.53012534132862,0,0,4.45248874308788,2.90424277566896,0,0,3.21666152391126,0,0,0,0,0,0,0,0,4.60572406000954,0,0,0,4.12717023755488,0,0,0,0,4.38547361048382,5.1654378162893,0,3.86180867503527,3.63066700693672,4.64873914669945,3.41674192240347,0,4.98067746335699,5.48423222082956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34663476265239,0,0,0,4.38405324429542,0,0,0,0,5.22783316571565,0,3.73228821652426,0,0,0,0,0,0,0,0,2.51349687187015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135253,PIG-084,France,4.75523766735998,0,0,0,0,0,0,0,0,0,0,5.05055057734886,0,0,5.1393247576472,0,0,0,3.89308086928048,0,2.38251939471632,0,0,0,0,0,0,5.25954532870383,0,0,0,4.50053262482693,4.42613818259537,0,0,0,3.79682325843443,5.25961860633499,3.6118139901063,4.10797923052662,4.13920811777582,3.43550438962479,0,0,3.15452640688405,5.07996642351669,0,0,2.77005374159043,0,0,0,0,0,4.04651527699214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89063840060135,0,0,0,0,0,0,0,0,0,0,4.08468274667464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05017223675719
ERR1135254,PIG-085,France,2.69263055963107,0,0,3.36959212961647,0,0,0,0,0,0,0,4.6433761291429,0,0,5.7393447711227,0,0,0,3.14829476872367,0,2.61240344540099,0,0,0,3.23781174993047,0,0,5.17833131431243,0,0,0,4.43406889219239,3.95581562906209,0,4.13718681226593,0,3.94073790825111,4.41977547056721,4.51788193130057,4.01647823913936,3.80150474865107,3.66956486208301,0,3.89687806186052,3.10682605050541,4.7835709707823,0,0,1.82476431332753,0,0,3.85987396255853,3.54261394756561,0,3.67277168523143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06063581435103,0,0,0,0,0,0,0,0,0,0,4.14522693932755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135255,PIG-086,France,4.43782443982763,0,0,0,0,0,2.65989150373904,0,0,0,0,4.76562441144079,0,2.86677994164798,5.2083818009128,0,0,0,0,0,0,0,0,0,2.87776057052332,0,0,5.23044935811567,0,0,0,4.26111361028821,4.61422880634742,0,3.03594718853023,0,4.44245774052067,4.98835083813433,3.87702516446971,3.69878515049523,3.13157007410181,4.73717111374156,3.44318909355623,4.33674797655387,3.29653348787816,5.18159192607082,0,3.00954907029883,2.86230875538507,0,0,4.0446889309239,3.93981658935537,2.2021393559895,0,0,0,0,0,0,0,0,0,0,0,4.20077353521127,0,0,0,0,5.02302207207878,0,0,0,0,0,0,0,0,0,0,3.73157134414555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678370882776121,0,0,0,0,0,0,0,0.931293099922987
ERR1135256,PIG-087,France,0,0,0,1.26745576389436,0,0,0,0,2.6129389170005,0,0,3.92257025305696,0,2.19814256819624,5.59141052093799,0,0,0,0,0,0,0,0,0,0,0,0,4.47832994076805,0,0,0,3.32779373373845,0,0,4.04527983802459,0,3.50957602361548,4.82683724497095,3.33119330856303,3.89550797904038,3.47555520872328,3.88074871738368,0,4.69427469024794,3.26079970988049,4.55930156198659,4.24300765115027,0,5.34050606858177,0,0,5.08814932748255,4.13437515217093,3.46738332257966,0,0,0,0,0,0,0,0,0,0,0,2.89446483742984,0,0,0,0,3.18177985475596,0,0,0,0,0,0,0,0,0,0,2.21321206927428,0,0,2.96019735412814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135257,PIG-088,France,4.33356759763652,0,0,0,0,0,0,0,0,0,0,4.32742701612084,0,2.40973036950484,5.27887617072083,0,0,0,0,0,0,0,0,0,0,0,0,5.13026001119995,0,0,0,3.56316735399958,0,0,2.69079753512524,0,3.75581403690722,4.42406744239951,4.33312249685221,3.84393006883052,3.68256581996545,4.13907144253064,0,3.82282063518492,2.92364798599076,4.98878644241637,4.24460373414654,0,5.44270308198197,0,0,5.04052849913116,4.21348448574362,3.83437176827882,0,0,0,0,0,0,0,0,0,0,0,2.35603681099184,0,0,0,0,4.17229108435454,0,0,0,0,0,0,0,0,0,0,2.85924593537328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361516959360039
ERR1135258,PIG-090,France,4.89096626725389,0,0,0,0,0,3.2970653017512,0,0,0,0,4.51457415610876,0,0,4.93734999656148,0,0,0,3.25067357978663,0,3.5928776054844,0,0,0,3.02647024362386,0,0,5.50728123931805,0,0,0,4.23286367047599,3.63332495085348,0,0,0,4.27694777615039,4.66732849956679,2.48026294247821,3.35924039921141,3.58553669965938,4.72234660949401,0,0,2.72109388582927,5.19216587811782,0,0,2.87061538334704,0,0,0,3.76578017025661,0,2.81783877758296,0,0,0,0,0,0,4.10907632290088,0,0,0,3.9133224371276,0,0,0,0,5.04335677651116,0,0,0,0,0,0,0,0,0,0,4.50071516543761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686748608555156
ERR1135259,PIG-091,France,4.52665141710768,0,0,0,0,0,0,0,0,0,0,4.43176617616215,0,0,4.5243078258242,3.67559621292482,0,0,3.74879083846743,0,0,0,0,3.1177636358862,0,0,0,5.01172057440247,0,0,0,3.66912753262861,0,0,0,0,0,4.33332138619775,0,4.00979258240356,4.04831024719925,4.77499375840488,3.83871270887843,0,3.44625341586618,5.67368741900303,0,0,4.11717525206591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27449940608324,0,0,0,0,4.95669258629559,0,0,0,0,0,4.90588014750541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135260,PIG-092,France,4.69094283316258,0,0,0,0,0,0,0,0,0,0,4.64517118460193,1.98446817225215,0,4.79693979775471,3.13725865453228,0,0,3.66244523057697,0,0,0,0,3.77331139986062,0,0,0,5.52813215222996,0,0,0,3.79119953554909,3.17640029866834,0,0,0,3.57683308839822,3.79249572859091,0,3.63820884487861,4.05787676317598,4.80541840664549,3.85394346144853,0,3.62887767991388,5.46371639502237,0,0,3.82530668046462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07890253700495,0,2.81558233828572,0,0,4.67534971599327,0,0,0,0,0,4.44615686582688,0,0,0,2.69628265428257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61068371686977
ERR1135261,PIG-093,France,0,0,0,0,0,0,0,0,0,0,0,4.06307573786202,0,0,5.57134376263325,0,0,0,0,0,0,0,0,0,0,0,0,5.41800649394602,0,0,0,2.85830347535493,0,0,4.93269180316854,0,4.10180221757037,3.57834083208118,4.88025593883617,3.80546293076855,3.08728728652786,4.2238768254323,0,4.76849269131712,2.83215962667134,4.79387986427178,1.97827500174001,0,4.4128535979817,0,0,0,0,0,2.02891992540133,0,0,0,0,0,0,0,0,0,0,3.41841608204304,0,0,0,0,2.79556692441196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296758153648021
ERR1135262,PIG-094,France,3.64045957101893,0,0,0,0,0,0,0,2.56073275518918,0,0,4.40555983826754,0,0,5.36631132387405,0,0,0,2.3256264014896,0,0,0,0,0,0,0,0,5.64604159860206,0,0,0,0,0,0,2.82818339535512,0,4.39238592911925,3.18743323429597,4.59071167542337,3.96929475983957,3.9220790387496,4.63863680563677,0,4.21805646430071,3.08670186412896,5.13374103055145,0,0,3.88400089139015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72744269244498,0,0,0,0,2.84781999713501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452058525253886,0,0
ERR1135263,PIG-095,France,0,0,0,0,0,0,0,0,0,0,0,3.14320794757222,0,0,5.77486801456847,0,1.17031307082686,0,2.31811814679215,0,0,0,0,0,0,0,0,4.99395679518368,0,0,0,1.75536718680213,0,0,4.71319292896857,0,3.51788966714812,4.19152079615911,4.41545617641739,4.00927016998757,4.01207130971526,3.77283754268717,0,4.78075219620773,3.73189904929723,4.41093615327922,3.1391051583068,2.55082379420314,4.82573422764359,0,0,3.962837491195,4.05453829828241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76664001014159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135264,PIG-096,France,0,0,0,0,0,0,0,0,0,0,0,3.51896253499895,0,2.44049347494558,5.74736158454721,0,0,0,2.792533130655,0,0,0,0,0,0,0,0,5.1708466124454,0,0,0,0,0,0,4.54032969562351,0,4.23761588261042,3.87834582266593,4.08180257119785,4.04134560865318,3.78530003240898,3.9750198657586,0,4.7754029106584,3.42015612310966,4.6755157077278,0,2.79545298400341,4.77110497369792,0,0,0,4.27778757453188,0,0,0,0,0,0,0,0,0,0,0,0,3.14735677337579,0,0,0,0,2.94839582943953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379232796260231
ERR1135265,PIG-097,France,0,0,0,0,0,0,0,0,0,0,0,3.79623294963226,0,2.38851571143354,5.71125301485268,0,0,0,0,0,0,0,0,0,0,0,0,5.21132116205501,0,0,0,0,0,0,4.69933731741835,0,3.99153326431641,3.56456008785461,4.35762639970134,4.20757508032731,3.81414780499202,4.18736346139714,3.05169767860392,4.97626572610997,3.87314990086754,4.63742680499226,1.95445319236069,2.0103459601453,4.54918001061462,0,0,2.99957902787242,3.90823386159759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89627947417032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540759214245739
ERR1135266,PIG-098,France,0,0,0,0,0,0,0,0,1.15105918063443,0,0,3.33750696727683,0,0,5.61840988898583,0,0,0,3.64230475107436,0,0,0,0,0,0,0,0,5.38631783635436,0,0,0,0,0,0,4.53708948459342,0,4.06086550030325,3.53572904115496,4.80170953225222,4.24512506223646,4.16997998032866,3.58124221917469,0,4.60897005756004,3.5248834768516,4.69127281185503,3.42867315366203,0,4.58134824455973,0,0,4.70198535709268,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11311841348431,0,0,0,0,2.31592949522881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196498990942229
ERR1135267,PIG-099,France,0,0,0,0,0,0,0,0,0,0,0,3.63762132692166,0,2.41975952469888,5.78621674262498,0,0,0,1.88143064747744,0,0,0,0,0,0,0,0,4.97884066240788,0,0,0,0,0,0,4.85430130203179,0,3.95324751686828,3.37375355457508,3.6879196593407,3.91685221818442,4.08104193865915,3.87651224006512,0,4.88102085093987,3.39796968218716,4.37236525373392,2.6832482065176,2.25478258922665,4.55555245401581,0,0,4.4815777440749,3.52465108491439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6270913506097,0,0,0,0,2.70881925991716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135268,PIG-101,France,0,0,0,0,0,0,0,0,3.5210625424963,2.66537111130624,0,2.29715751812483,0,0,5.78085668687591,0,0,0,0,0,0,0,0,0,0,0,0,1.86814907210578,0,0,0,0,0,2.3310719236542,2.86974003169766,0,1.41909082663996,2.6802233150377,0,2.90037863213127,3.17897864954217,1.91696719565413,0,3.27100487095546,3.20462154931517,3.79821170224949,4.01335539159193,5.07872112828491,0,0,0,4.91418361664364,5.20733075265847,3.66958810910992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69841995583193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504532016913092,0.238501909043353,0,0,0,0
ERR1135269,PIG-102,France,3.64080870077836,0,0,0,0,0,0,0,3.36847956868794,0,0,3.39403169295519,0,0,5.66466694063887,0,1.69021811651159,0,0,0,0,0,0,0,0,0,0,3.99660168480256,0,0,0,1.3123135311071,0,0,4.55596395595965,0,4.29210840497712,3.30420254483096,3.32542333610931,4.53959931577025,3.49522098354213,3.42856084578781,0,4.29662931384935,4.01864613272208,4.779098641506,4.66671478665842,4.83319025183072,4.21701319961697,0,0,4.93473410423063,4.91339473712159,3.82503140066756,0,0,0,0,0,0,0,2.80430053778141,0,0,0,0,0,0,2.89097367868746,0,2.71470732361807,0,0,0,0,0,0,0,0,0,0,4.2679698088053,0,0,3.33744790186711,0,0,0,0,0,0,0,0,0.258541857655402,0,0.419493619402272,0,0,0,0,0,0,0,0.258541857655402
ERR1135270,PIG-103,France,3.36020169973715,0,0,0,0,0,0,0,2.25650053468612,0,0,3.92638704070183,0,0,5.56758692569788,0,2.13929805875267,2.31535814289515,0,0,0,0,0,0,0,0,3.18859471125437,5.45554413432804,0,0,0,0,0,0,4.39634256903512,0,3.87756242783853,3.607783838178,3.20097297642214,4.01487828816557,4.00227722045594,4.02992579584598,0,4.27884043701694,3.29931160223167,4.85340455431179,3.55990744172672,4.04560902611576,4.87844823604138,0,0,4.81518304289451,4.06912799872915,2.74281434129064,0,0,0,0,0,0,0,2.20184101668473,0,0,0,2.57801484731637,0,0,2.31739202144072,0,2.79107646702166,0,0,0,0,1.38538718271585,0,0,0,0,0,3.14709366173611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592284267228974
ERR1135271,PIG-104,France,0,0,0,0,0,0,0,0,2.38476635898785,0,0,3.00932778235465,0,0,5.9032834902391,0,0,0,0,0,0,0,0,0,0,0,0,2.73326872982924,0,0,0,0,0,0,3.7618624060816,0,3.24029526503452,2.45565211958084,1.64042960719654,3.24896669563864,2.83260600816479,2.95937718887771,0,3.9226827979538,2.94080701661721,4.01055090270511,3.44587094443402,4.70232591830604,4.65962603648558,3.56911890392594,0,4.57784804231537,4.39303881704571,3.04454555500206,0,0,0,0,0,0,0,1.81115401086454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94503629009532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135272,PIG-105,France,0,0,0,0,0,0,0,0,1.63301778177211,0,0,2.55184750308644,0,0,5.7284393087016,0,0,0,0,0,0,0,0,0,0,0,0,4.94074404802923,0,0,0,0,0,1.12811578765911,4.4463621714292,0,3.2672058765692,2.73380573961654,2.68251983854916,3.92520782136258,3.17172004501305,2.48694035988384,0,4.31584063251501,2.82571010086783,3.79826857590456,3.22018924311097,4.58093531661761,4.99061052283598,3.4296735641146,0,5.09698692692654,4.5995307793422,3.4480160463659,0,0,0,0,0,0,0,1.45014615488974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80962240122991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135273,PIG-106,France,0,0,0,0,0,0,0,0,1.78699036378361,0,0,2.97205343910797,0,0,5.71271272144091,0,0,0,0,0,0,0,0,0,0,0,0,2.83594047738153,0,0,0,0,0,2.16408509894074,4.53768245134519,0,3.67795584646621,3.26095900595912,1.09160979524363,3.76486510133333,3.81692770574138,3.18456048732062,0,4.20558728405482,3.3520449882326,4.15648631597037,3.85976196189822,4.70908165197787,4.88703779285505,4.72495921113285,0,4.84940908358013,5.11128766424916,3.56980265364094,0,0,0,0,0,0,0,2.67269632589563,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05664925330404,0,0,0,0,0,2.81439551763158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135274,PIG-107,France,0,0,0,0,0,0,0,0,2.44858580303073,1.71580466619813,0,0,0,1.94983129932271,5.85006141024359,0,0,0,0,0,0,0,0,0,0,0,0,4.02884677474389,0,0,0,0,0,0,4.77338680793406,0,3.76341064042777,3.64036781998643,2.85627219726667,3.91196914496362,3.35368844974906,3.22231550896171,0,4.67328373282068,2.64267874722878,4.04205474035582,3.33604653300953,4.16252295169258,4.67949016477761,0,0,4.43977008398218,4.65345011100061,2.82400922838544,0,0,0,0,0,0,0,1.67673583870659,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53708675401297,0,0,0,0,0,3.2628477565833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73811418012779,0,0,0,0,0.160516489190053
ERR1135275,PIG-108,France,0,0,0,0,0,0,0,0,2.72559825588195,0,0,3.8365291542391,0,2.76956568216397,5.80471479610503,0,0,0,2.27600747426619,0,0,0,0,0,0,0,0,3.2315050365059,0,0,0,0,0,0,4.46720860061305,0,4.1323721515339,3.01635823793801,3.27324275411729,4.11417915538781,4.26193923998781,3.79207619926342,0,4.78911237042107,2.77103040467089,4.71227280130342,3.9660959694176,4.6217071032729,4.02816295480627,0,0,4.49497049339894,4.75989540593827,2.68921002905131,0,0,0,0,0,0,0,2.81875700286695,0,0,0,0,0,0,0,0,3.10206987647821,0,0,0,0,3.20325689741871,0,0,0,0,0,2.88766388039479,0,0,0,0,0,0,0,0,0,0,0,0.475282737504417,0,0,0,0,0,0,0,0,0,0.475282737504417
ERR1135276,PIG-109,France,2.13468063577999,0,0,0,0,0,0,0,2.14745656054505,2.02874954049005,0,3.14052649974348,0,0,5.78760772021835,0,0,0,0,0,0,0,0,0,0,0,0,4.26821601116135,0,0,0,2.08493689097132,0,0,4.6520313253084,0,3.94298751594482,4.2742633503365,2.93627523107819,4.00514897950288,3.68377538656389,3.68212441742995,0,4.33001664960315,3.8468892216994,4.62692897767481,3.58293362280655,4.77878587753575,3.81994274456175,0,0,4.83737003932759,4.61267844532881,4.24457199464834,0,0,0,0,0,0,0,2.76766448257474,0,0,0,0,0,0,0,0,2.98762775037761,0,0,0,0,0,0,0,0,0,0,3.49793956283926,0,0,0,0,0,0,0.549533340231738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178650291716752
ERR1135277,PIG-110,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68415245488338,0,0,0,0,0,0,0,0,0,0,0,0,3.49334897009991,0,0,0,0,0,0,4.65958457663987,0,4.39688005947883,4.00962034204255,0,4.02402175137046,3.75584352577817,3.49334897009991,0,4.6814607570146,0,5.17253969389367,3.94511423594337,3.58872612353548,5.17810120165829,0,0,4.19876924415428,4.33639113295776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19788026334463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135278,PIG_111,Denmark,2.43979245941636,2.60962950269435,0,0,0,0,2.70968081650878,0,2.90399752179242,2.09232123552853,0,2.67758035357943,0,1.7674947691526,5.56226405141181,0,0,1.5046564912537,0,0,0,0,0,0,0,0,0,4.80814953230566,0,0,0,2.57526780096221,0,0,4.80520337202064,0,3.71455935135241,3.45206839522816,3.49749683635661,4.44302044860824,4.48164929686216,2.82508278709558,0,4.84311204019195,3.43006170526739,4.48162000182083,3.72126320028323,4.38060534584336,4.75471697386504,2.77760171153276,0,5.25657383489012,4.76189437233391,3.50837476531385,1.82807293345807,0,0,0,0,0,0,0,0,0,0,1.79478838238104,0,0,2.07559234781245,0,2.74690330437406,0,0,0,0,0,0,0,0,2.66459456511396,0,3.23709151841954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1135279,PIG_112,Denmark,3.94458611167846,3.09146003508335,0,0,0,0,2.73738327729696,0,2.46430984050623,1.24442215741247,1.37339653552534,2.77997842397274,0,0,5.36544966487072,0,2.09557764967036,0,0,0,0,0,0,0,0,0,0,5.12496128671877,0,0,0,3.00636788236587,0,0,4.07317303746644,0,4.1791816880241,3.26879135223742,4.72848948853196,4.28069084633943,3.86157497023898,3.91483641093958,2.97503284175318,4.4974143384482,3.55473134046144,4.80240303082416,3.20970669499726,2.16312516575093,5.17364093655897,0,0,4.55447530165136,4.22194981243879,2.20841948267809,0,0,0,0,0,0,0,0,0,0,0,2.77073188225516,0,2.82598198551089,2.65976228431288,0,0,0,0,0,0,0,0,0,0,2.6167829558103,0,5.30106883500904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424160402501815
