Sample_ID	Methanobrevibacter	Methanosphaera	vadinCA11	Unclassified_Actinomycetaceae	Actinomyces	Mobiluncus	Cellulomonas	Corynebacterium	Unclassified_Dermabacteraceae	Clavibacter	Unclassified_Micrococcaceae	Kocuria	Rothia	Cellulosimicrobium	Unclassified_Bifidobacteriaceae	Alloscardovia	Bifidobacterium	Gardnerella	Scardovia	Unclassified_Coriobacteriaceae	Adlercreutzia	Atopobium	Collinsella	Eggerthella	Slackia	Unclassified_Qiime_Garbage_Count_0	5-7N15	Bacteroides	Parabacteroides	Porphyromonas	Prevotella	Unclassified_Rikenellaceae	Alistipes	Unclassified_S24-7	Unclassified_[Barnesiellaceae]	Butyricimonas	Odoribacter	Unclassified_[Paraprevotellaceae]	CF231	Paraprevotella	[Prevotella]	Hymenobacter	Unclassified_Qiime_Garbage_Count_1	Unclassified_Cryomorphaceae	Owenweeksia	Maribacter	Polaribacter	Tenacibaculum	Cloacibacterium	Unclassified_Sphingobacteriaceae	Unclassified_Qiime_Garbage_Count_2	Unclassified_Qiime_Garbage_Count_3	Unclassified_Qiime_Garbage_Count_4	Anoxybacillus	Bacillus	Geobacillus	Paenibacillus	Unclassified_Planococcaceae	Macrococcus	Staphylococcus	Unclassified_Gemellaceae	Unclassified_Qiime_Garbage_Count_5	Aerococcus	Alloiococcus	Granulicatella	Unclassified_Enterococcaceae	Enterococcus	Melissococcus	Vagococcus	Unclassified_Lactobacillaceae	Lactobacillus	Unclassified_Leuconostocaceae	Leuconostoc	Weissella	Unclassified_Streptococcaceae	Lactococcus	Streptococcus	Turicibacter	Unclassified_Qiime_Garbage_Count_6	Unclassified_Qiime_Garbage_Count_7	Unclassified_Christensenellaceae	Christensenella	Unclassified_Clostridiaceae	02d06	Caloramator	Clostridium	SMB53	Sarcina	Unclassified_Dehalobacteriaceae	Dehalobacterium	Unclassified_EtOH8	Anaerofustis	Pseudoramibacter_Eubacterium	Unclassified_Lachnospiraceae	Anaerostipes	Blautia	Clostridium	Coprococcus	Dorea	Epulopiscium	Lachnobacterium	Lachnospira	Moryella	Oribacterium	Roseburia	Ruminococcus	Shuttleworthia	[Ruminococcus]	Unclassified_Peptococcaceae	Peptococcus	rc4-4	Unclassified_Peptostreptococcaceae	Peptostreptococcus	[Clostridium]	Unclassified_Ruminococcaceae	Anaerotruncus	Butyricicoccus	Clostridium	Faecalibacterium	Oscillospira	Ruminococcus	Unclassified_Veillonellaceae	Acidaminococcus	Dialister	Megamonas	Megasphaera	Phascolarctobacterium	Schwartzia	Selenomonas	Veillonella	Unclassified_[Acidaminobacteraceae]	WH1-8	Unclassified_[Mogibacteriaceae]	Mogibacterium	1-68	Anaerococcus	Finegoldia	Parvimonas	Peptoniphilus	WAL_1855D	Unclassified_Qiime_Garbage_Count_8	Unclassified_Erysipelotrichaceae	Bulleidia	Catenibacterium	Coprobacillus	Holdemania	Sharpea	[Eubacterium]	cc_115	p-75-a5	Cetobacterium	Fusobacterium	Leptotrichia	Sneathia	Unclassified_Victivallaceae	Victivallis	Unclassified_Phycisphaeraceae	Planctomyces	Unclassified_Caulobacteraceae	Unclassified_Qiime_Garbage_Count_9	Martelella	Ochrobactrum	Unclassified_Methylobacteriaceae	Methylopila	Agrobacterium	Paracoccus	Carludovica	Lupinus	Oenothera	Spirodela	Zea	Unclassified_Sphingomonadaceae	Novosphingobium	Sphingomonas	Unclassified_Qiime_Garbage_Count_10	Unclassified_Qiime_Garbage_Count_11	Unclassified_Alcaligenaceae	Oligella	Sutterella	Lautropia	Unclassified_Comamonadaceae	Comamonas	Unclassified_Oxalobacteraceae	Janthinobacterium	Oxalobacter	Eikenella	Microvirgula	Neisseria	Unclassified_Rhodocyclaceae	Unclassified_Desulfovibrionaceae	Bilophila	Desulfovibrio	Arcobacter	Campylobacter	Unclassified_Aeromonadaceae	Succinatimonas	Succinivibrio	Unclassified_Alteromonadaceae	BD2-13	Unclassified_Shewanellaceae	Shewanella	Cardiobacterium	Unclassified_Enterobacteriaceae	Aquamonas	Citrobacter	Enterobacter	Erwinia	Escherichia	Klebsiella	Leminorella	Morganella	Pantoea	Plesiomonas	Proteus	Raoultella	Salmonella	Serratia	Shigella	Trabulsiella	Xenorhabdus	Rickettsiella	Francisella	Alcanivorax	Unclassified_Halomonadaceae	Halomonas	Unclassified_Pasteurellaceae	Actinobacillus	Aggregatibacter	Haemophilus	Unclassified_Moraxellaceae	Acinetobacter	Perlucidibaca	Psychrobacter	Pseudomonas	Pseudoalteromonas	Unclassified_Vibrionaceae	Aliivibrio	Enterovibrio	Listonella	Photobacterium	Vibrio	Unclassified_Xanthomonadaceae	Lysobacter	Stenotrophomonas	Pyramidobacter	TG5	Unclassified_Synergistaceae	Cloacibacillus	Synergistes	Unclassified_Qiime_Garbage_Count_12	Unclassified_Rs-045	Unclassified_Mycoplasmataceae	Mycoplasma	Unclassified_Qiime_Garbage_Count_13	Unclassified_Qiime_Garbage_Count_14	Akkermansia	Rubritalea	Thermus
24A	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	72.0	0.0	6.0	4.0	2.0	0.0	4.0	0.0	1.0	0.0	0.0	7310.0	696.0	0.0	6.0	2100.0	5.0	0.0	1196.0	257.0	34.0	0.0	0.0	3166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1071.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	6.0	83.0	1.0	0.0	7330.0	15.0	1.0	60.0	0.0	0.0	77.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	2379.0	47.0	207.0	0.0	630.0	61.0	0.0	2.0	165.0	0.0	1.0	367.0	0.0	0.0	27.0	14.0	0.0	0.0	0.0	0.0	0.0	12186.0	9.0	0.0	0.0	4805.0	257.0	472.0	1.0	0.0	532.0	1076.0	1142.0	14.0	0.0	0.0	98.0	0.0	0.0	18.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	47.0	0.0	0.0	0.0	10.0	0.0	15.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	135.0	0.0	0.0	0.0	5.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	306.0	0.0	3779.0	0.0	0.0
119A	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	379.0	0.0	0.0	41.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	12430.0	437.0	0.0	0.0	1797.0	0.0	0.0	0.0	123.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	10.0	0.0	0.0	907.0	9.0	2.0	41.0	0.0	0.0	87.0	7.0	0.0	0.0	0.0	0.0	2.0	3.0	1512.0	93.0	403.0	1.0	225.0	446.0	0.0	2.0	335.0	0.0	0.0	278.0	1.0	0.0	175.0	0.0	0.0	0.0	0.0	0.0	0.0	15578.0	62.0	0.0	1.0	429.0	193.0	469.0	0.0	0.0	1.0	0.0	0.0	532.0	0.0	0.0	5.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	203.0	1.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	16879.0	0.0	0.0	2.0	127.0	494.0	2.0	0.0	0.0	113.0	2.0	0.0	0.0	0.0	63.0	10.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34A	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	450.0	0.0	6938.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	26396.0	35.0	1.0	8.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	2644.0	1.0	0.0	132.0	4.0	0.0	376.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	7338.0	138.0	508.0	0.0	1129.0	127.0	0.0	28.0	1760.0	0.0	1.0	3586.0	0.0	0.0	304.0	33.0	0.0	0.0	0.0	0.0	0.0	24317.0	0.0	0.0	0.0	21892.0	167.0	3738.0	0.0	0.0	265.0	0.0	0.0	597.0	0.0	0.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	210.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	247.0	0.0	0.0	3.0	0.0	7.0	1.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	1.0	197.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
091A	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	25477.0	33.0	2.0	16.0	115.0	5.0	3.0	3.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	2.0	0.0	0.0	0.0	4.0	6.0	0.0	8899.0	5.0	0.0	25.0	0.0	0.0	82.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	5863.0	11.0	951.0	0.0	995.0	116.0	0.0	3.0	679.0	0.0	0.0	2680.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	7177.0	4.0	0.0	0.0	825.0	341.0	732.0	0.0	0.0	502.0	1.0	1.0	3.0	0.0	0.0	9.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	261.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	453.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	70.0	0.0	0.0
098A	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	36971.0	470.0	0.0	43.0	1255.0	3.0	18.0	639.0	48.0	194.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	12.0	0.0	0.0	6312.0	41.0	0.0	104.0	0.0	0.0	233.0	11.0	0.0	0.0	7.0	0.0	0.0	0.0	4904.0	46.0	286.0	0.0	2986.0	48.0	0.0	1.0	2124.0	0.0	0.0	634.0	0.0	0.0	17.0	64.0	0.0	0.0	0.0	0.0	0.0	22451.0	0.0	0.0	0.0	10314.0	929.0	1215.0	0.0	0.0	110.0	1.0	0.0	1608.0	0.0	0.0	12.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	86.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2423.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	450.0	0.0	2.0	0.0	2.0	11.0	8.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	3.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	412.0	0.0	907.0	0.0	0.0
100A	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	80.0	8.0	0.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	9163.0	114.0	0.0	14119.0	230.0	0.0	0.0	6.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	1083.0	1.0	0.0	5.0	0.0	0.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1990.0	15.0	289.0	0.0	354.0	231.0	0.0	0.0	352.0	0.0	0.0	377.0	0.0	0.0	128.0	6.0	0.0	0.0	0.0	0.0	0.0	6456.0	2.0	0.0	0.0	875.0	324.0	462.0	2.0	0.0	1583.0	17.0	2.0	2827.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	1.0	0.0	8.0	5.0	0.0	8.0	0.0	0.0	0.0	796.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	78.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	11.0	0.0	0.0
084A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	1.0	16684.0	365.0	0.0	48.0	411.0	0.0	0.0	20.0	116.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0	0.0	4583.0	5.0	0.0	92.0	1.0	0.0	197.0	20.0	0.0	0.0	0.0	3.0	0.0	1.0	8718.0	235.0	1252.0	0.0	717.0	252.0	0.0	2.0	879.0	0.0	0.0	1467.0	0.0	0.0	133.0	43.0	0.0	0.0	2.0	1.0	0.0	8217.0	0.0	0.0	0.0	2400.0	238.0	2135.0	3.0	0.0	34.0	44.0	1.0	624.0	0.0	0.0	13.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	153.0	0.0	0.0	1.0	5.0	0.0	3.0	1.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	17.0	0.0	0.0	426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	5172.0	0.0	0.0	2.0	12.0	120.0	1.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	11.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
107A	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	14617.0	359.0	0.0	324.0	329.0	0.0	2.0	24.0	17.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	759.0	21.0	0.0	68.0	4.0	0.0	26.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	2588.0	48.0	97.0	0.0	127.0	96.0	0.0	0.0	569.0	1.0	0.0	689.0	0.0	1.0	70.0	57.0	0.0	0.0	0.0	0.0	0.0	4879.0	2.0	0.0	0.0	1065.0	436.0	369.0	0.0	0.0	0.0	0.0	6.0	756.0	0.0	0.0	2.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	1.0	0.0	3.0	8.0	0.0	261.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	20484.0	1.0	1.0	1.0	21.0	349.0	1.0	0.0	0.0	59.0	0.0	0.0	0.0	1.0	19.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35A	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1038.0	50.0	0.0	26047.0	54.0	2.0	22.0	27.0	11.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	889.0	6.0	0.0	54.0	0.0	0.0	42.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	2749.0	25.0	303.0	0.0	556.0	92.0	0.0	18.0	279.0	0.0	0.0	936.0	0.0	0.0	37.0	2.0	0.0	0.0	0.0	0.0	0.0	2954.0	0.0	0.0	0.0	1412.0	48.0	352.0	0.0	0.0	0.0	55.0	5.0	505.0	0.0	0.0	10.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	41.0	0.0	2.0	1.0	45.0	0.0	1.0	0.0	56.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	15.0	32.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2507.0	1.0	18.0	14.0	314.0	150.0	26.0	0.0	0.0	1487.0	2.0	0.0	0.0	6.0	57.0	1.0	11.0	10.0	0.0	0.0	0.0	0.0	3.0	11.0	0.0	0.0	22.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
11A	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	18.0	0.0	0.0	4.0	3.0	0.0	28.0	1.0	0.0	0.0	1.0	5636.0	338.0	0.0	22623.0	23.0	0.0	352.0	0.0	10.0	21.0	34.0	0.0	262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	551.0	0.0	0.0	2.0	0.0	3.0	733.0	0.0	0.0	891.0	5.0	0.0	23.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4538.0	2.0	681.0	0.0	325.0	275.0	1.0	1.0	182.0	1.0	2.0	449.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	2.0	0.0	4340.0	0.0	0.0	0.0	1832.0	125.0	50.0	0.0	23.0	6.0	878.0	2108.0	1017.0	0.0	0.0	244.0	0.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	289.0	10.0	0.0	0.0	2.0	0.0	30.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1193.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	41.0	77.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	145.0	0.0	1.0	0.0	29.0	2.0	6.0	0.0	0.0	187.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10A	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	46.0	0.0	1079.0	0.0	0.0	3.0	7.0	0.0	16.0	2.0	0.0	0.0	0.0	14405.0	183.0	0.0	98.0	545.0	1.0	5.0	99.0	63.0	41.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1630.0	0.0	0.0	0.0	0.0	0.0	566.0	0.0	0.0	5860.0	23.0	0.0	142.0	3.0	0.0	314.0	38.0	0.0	0.0	1.0	0.0	0.0	0.0	6553.0	74.0	1237.0	0.0	1593.0	128.0	0.0	473.0	889.0	0.0	1.0	1987.0	0.0	0.0	155.0	16.0	48.0	0.0	1.0	0.0	0.0	8190.0	0.0	0.0	0.0	3201.0	169.0	1458.0	0.0	0.0	229.0	3.0	3.0	252.0	0.0	0.0	57.0	0.0	0.0	8.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	162.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	201.0	0.0	0.0	1.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	63.0	0.0	0.0
