Sample_ID	Methanobrevibacter	Methanosphaera	vadinCA11	Unclassified_Actinomycetaceae	Actinomyces	Mobiluncus	Cellulomonas	Corynebacterium	Unclassified_Dermabacteraceae	Clavibacter	Unclassified_Micrococcaceae	Kocuria	Rothia	Cellulosimicrobium	Unclassified_Bifidobacteriaceae	Alloscardovia	Bifidobacterium	Gardnerella	Scardovia	Unclassified_Coriobacteriaceae	Adlercreutzia	Atopobium	Collinsella	Eggerthella	Slackia	Unclassified_Qiime_Garbage_Count_0	5-7N15	Bacteroides	Parabacteroides	Porphyromonas	Prevotella	Unclassified_Rikenellaceae	Alistipes	Unclassified_S24-7	Unclassified_[Barnesiellaceae]	Butyricimonas	Odoribacter	Unclassified_[Paraprevotellaceae]	CF231	Paraprevotella	[Prevotella]	Hymenobacter	Unclassified_Qiime_Garbage_Count_1	Unclassified_Cryomorphaceae	Owenweeksia	Maribacter	Polaribacter	Tenacibaculum	Cloacibacterium	Unclassified_Sphingobacteriaceae	Unclassified_Qiime_Garbage_Count_2	Unclassified_Qiime_Garbage_Count_3	Unclassified_Qiime_Garbage_Count_4	Anoxybacillus	Bacillus	Geobacillus	Paenibacillus	Unclassified_Planococcaceae	Macrococcus	Staphylococcus	Unclassified_Gemellaceae	Unclassified_Qiime_Garbage_Count_5	Aerococcus	Alloiococcus	Granulicatella	Unclassified_Enterococcaceae	Enterococcus	Melissococcus	Vagococcus	Unclassified_Lactobacillaceae	Lactobacillus	Unclassified_Leuconostocaceae	Leuconostoc	Weissella	Unclassified_Streptococcaceae	Lactococcus	Streptococcus	Turicibacter	Unclassified_Qiime_Garbage_Count_6	Unclassified_Qiime_Garbage_Count_7	Unclassified_Christensenellaceae	Christensenella	Unclassified_Clostridiaceae	02d06	Caloramator	Clostridium	SMB53	Sarcina	Unclassified_Dehalobacteriaceae	Dehalobacterium	Unclassified_EtOH8	Anaerofustis	Pseudoramibacter_Eubacterium	Unclassified_Lachnospiraceae	Anaerostipes	Blautia	Clostridium	Coprococcus	Dorea	Epulopiscium	Lachnobacterium	Lachnospira	Moryella	Oribacterium	Roseburia	Ruminococcus	Shuttleworthia	[Ruminococcus]	Unclassified_Peptococcaceae	Peptococcus	rc4-4	Unclassified_Peptostreptococcaceae	Peptostreptococcus	[Clostridium]	Unclassified_Ruminococcaceae	Anaerotruncus	Butyricicoccus	Clostridium	Faecalibacterium	Oscillospira	Ruminococcus	Unclassified_Veillonellaceae	Acidaminococcus	Dialister	Megamonas	Megasphaera	Phascolarctobacterium	Schwartzia	Selenomonas	Veillonella	Unclassified_[Acidaminobacteraceae]	WH1-8	Unclassified_[Mogibacteriaceae]	Mogibacterium	1-68	Anaerococcus	Finegoldia	Parvimonas	Peptoniphilus	WAL_1855D	Unclassified_Qiime_Garbage_Count_8	Unclassified_Erysipelotrichaceae	Bulleidia	Catenibacterium	Coprobacillus	Holdemania	Sharpea	[Eubacterium]	cc_115	p-75-a5	Cetobacterium	Fusobacterium	Leptotrichia	Sneathia	Unclassified_Victivallaceae	Victivallis	Unclassified_Phycisphaeraceae	Planctomyces	Unclassified_Caulobacteraceae	Unclassified_Qiime_Garbage_Count_9	Martelella	Ochrobactrum	Unclassified_Methylobacteriaceae	Methylopila	Agrobacterium	Paracoccus	Carludovica	Lupinus	Oenothera	Spirodela	Zea	Unclassified_Sphingomonadaceae	Novosphingobium	Sphingomonas	Unclassified_Qiime_Garbage_Count_10	Unclassified_Qiime_Garbage_Count_11	Unclassified_Alcaligenaceae	Oligella	Sutterella	Lautropia	Unclassified_Comamonadaceae	Comamonas	Unclassified_Oxalobacteraceae	Janthinobacterium	Oxalobacter	Eikenella	Microvirgula	Neisseria	Unclassified_Rhodocyclaceae	Unclassified_Desulfovibrionaceae	Bilophila	Desulfovibrio	Arcobacter	Campylobacter	Unclassified_Aeromonadaceae	Succinatimonas	Succinivibrio	Unclassified_Alteromonadaceae	BD2-13	Unclassified_Shewanellaceae	Shewanella	Cardiobacterium	Unclassified_Enterobacteriaceae	Aquamonas	Citrobacter	Enterobacter	Erwinia	Escherichia	Klebsiella	Leminorella	Morganella	Pantoea	Plesiomonas	Proteus	Raoultella	Salmonella	Serratia	Shigella	Trabulsiella	Xenorhabdus	Rickettsiella	Francisella	Alcanivorax	Unclassified_Halomonadaceae	Halomonas	Unclassified_Pasteurellaceae	Actinobacillus	Aggregatibacter	Haemophilus	Unclassified_Moraxellaceae	Acinetobacter	Perlucidibaca	Psychrobacter	Pseudomonas	Pseudoalteromonas	Unclassified_Vibrionaceae	Aliivibrio	Enterovibrio	Listonella	Photobacterium	Vibrio	Unclassified_Xanthomonadaceae	Lysobacter	Stenotrophomonas	Pyramidobacter	TG5	Unclassified_Synergistaceae	Cloacibacillus	Synergistes	Unclassified_Qiime_Garbage_Count_12	Unclassified_Rs-045	Unclassified_Mycoplasmataceae	Mycoplasma	Unclassified_Qiime_Garbage_Count_13	Unclassified_Qiime_Garbage_Count_14	Akkermansia	Rubritalea	Thermus
3A	0.0	0.0	0.0	0.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	62.0	0.0	0.0	109.0	6.0	2.0	189.0	1.0	0.0	0.0	0.0	1812.0	277.0	0.0	38153.0	604.0	0.0	4.0	1280.0	74.0	97.0	0.0	0.0	230.0	4429.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	1.0	161.0	9.0	0.0	3507.0	18.0	0.0	292.0	13.0	0.0	348.0	35.0	4.0	0.0	0.0	0.0	0.0	0.0	10336.0	113.0	4080.0	0.0	2525.0	592.0	0.0	482.0	208.0	0.0	1.0	1703.0	0.0	0.0	287.0	6.0	245.0	0.0	4.0	0.0	0.0	9287.0	1.0	0.0	0.0	2804.0	440.0	787.0	0.0	0.0	1.0	3923.0	0.0	689.0	0.0	0.0	79.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	393.0	2.0	0.0	0.0	6.0	0.0	2742.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	2.0	0.0	8.0	2.0	1.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0
6A	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	35548.0	115.0	0.0	4.0	398.0	1.0	4.0	0.0	49.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	24.0	16.0	0.0	2137.0	1.0	0.0	430.0	6.0	0.0	183.0	88.0	2.0	0.0	0.0	0.0	0.0	0.0	9388.0	207.0	671.0	0.0	651.0	297.0	2.0	7.0	840.0	0.0	1.0	2586.0	0.0	0.0	298.0	0.0	0.0	0.0	4.0	0.0	0.0	7602.0	3.0	0.0	0.0	3138.0	304.0	9608.0	0.0	0.0	0.0	245.0	1.0	1098.0	0.0	0.0	65.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	274.0	0.0	0.0	4.0	4.0	0.0	16.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	2693.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	380.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1534.0	0.0	0.0	1.0	1.0	26.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	20.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	17.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18A	0.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	21.0	3.0	0.0	4.0	3.0	1.0	66.0	2.0	0.0	0.0	0.0	21376.0	683.0	1.0	91.0	2035.0	6.0	8.0	972.0	116.0	184.0	0.0	0.0	3049.0	7.0	12.0	1.0	0.0	0.0	6.0	1.0	2.0	6.0	0.0	2.0	0.0	2.0	3.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	41.0	6.0	0.0	2339.0	15.0	1.0	98.0	1.0	1.0	135.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	7337.0	185.0	2452.0	1.0	771.0	673.0	0.0	778.0	157.0	0.0	1.0	772.0	0.0	0.0	226.0	18.0	0.0	0.0	0.0	1.0	0.0	6889.0	2.0	0.0	1.0	1158.0	864.0	1917.0	0.0	0.0	8.0	96.0	0.0	2209.0	0.0	0.0	2.0	0.0	0.0	71.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	204.0	2.0	0.0	0.0	23.0	0.0	5.0	0.0	0.0	0.0	248.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1732.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	494.0	4.0	1.0	1.0	0.0	0.0	2.0	2.0	1.0	0.0	18.0	0.0	36.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	30.0	0.0	0.0	0.0	4.0	0.0	4.0	1.0	0.0	0.0	8.0	1.0	2.0	26.0	3.0	2.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0	1.0	1.0
082A	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	1.0	9.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	22215.0	102.0	0.0	27.0	669.0	2.0	0.0	119.0	41.0	92.0	0.0	1.0	1242.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	16.0	3.0	1810.0	5.0	0.0	48.0	2.0	0.0	314.0	8.0	83.0	0.0	0.0	0.0	0.0	0.0	4480.0	122.0	521.0	0.0	278.0	198.0	1.0	1.0	439.0	0.0	0.0	3387.0	1.0	0.0	96.0	28.0	0.0	0.0	1.0	0.0	0.0	13100.0	1.0	0.0	0.0	1044.0	509.0	2484.0	0.0	0.0	1318.0	0.0	1.0	0.0	0.0	0.0	281.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	524.0	1.0	0.0	0.0	31.0	1.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1527.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	51.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0
37A	108.0	0.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	28.0	0.0	0.0	17.0	0.0	1.0	38.0	0.0	3.0	0.0	0.0	315.0	33.0	0.0	20559.0	82.0	1.0	494.0	6.0	25.0	5.0	76.0	0.0	0.0	1822.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0	10.0	0.0	0.0	4.0	18.0	82.0	1.0	1.0	0.0	650.0	24.0	116.0	71.0	1.0	196.0	3524.0	1.0	0.0	1557.0	267.0	0.0	62.0	4.0	0.0	220.0	3.0	2.0	0.0	2.0	0.0	0.0	0.0	2848.0	2.0	638.0	0.0	822.0	216.0	0.0	9.0	153.0	0.0	2.0	399.0	0.0	0.0	107.0	2.0	19.0	0.0	0.0	1.0	0.0	5839.0	0.0	0.0	0.0	3419.0	171.0	371.0	33.0	0.0	5.0	0.0	0.0	1229.0	0.0	0.0	363.0	0.0	0.0	22.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	224.0	0.0	4.0	0.0	358.0	0.0	0.0	0.0	4.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	5.0	36.0	0.0	1.0	0.0	0.0	552.0	0.0	0.0	0.0	0.0	1.0	1365.0	0.0	11.0	3.0	643.0	42.0	22.0	0.0	0.0	1203.0	0.0	0.0	0.0	5.0	14.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	4.0	49.0	1.0	0.0	262.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	3.0	0.0	0.0	0.0
28A	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	13.0	0.0	0.0	6.0	0.0	0.0	4.0	0.0	0.0	10.0	0.0	514.0	30.0	0.0	26757.0	79.0	0.0	1213.0	5.0	32.0	18.0	0.0	309.0	25.0	1429.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	1086.0	22.0	0.0	204.0	4.0	0.0	87.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	1189.0	1.0	322.0	0.0	468.0	114.0	0.0	483.0	601.0	0.0	1.0	53.0	0.0	0.0	51.0	8.0	0.0	0.0	0.0	0.0	0.0	3684.0	0.0	0.0	0.0	1555.0	290.0	68.0	0.0	0.0	0.0	0.0	0.0	1691.0	0.0	0.0	20.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	104.0	0.0	0.0	0.0	8.0	0.0	209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	510.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	0.0	0.0	0.0	0.0
108A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	14862.0	380.0	0.0	35.0	36.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	1704.0	42.0	0.0	58.0	0.0	0.0	961.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2369.0	77.0	383.0	1.0	416.0	51.0	0.0	2.0	316.0	0.0	0.0	848.0	0.0	0.0	88.0	7.0	0.0	3.0	0.0	0.0	0.0	3672.0	5.0	0.0	0.0	971.0	554.0	503.0	0.0	0.0	103.0	3.0	0.0	9.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4437.0	1.0	130.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	36.0	0.0	0.0	301.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	13351.0	0.0	0.0	1.0	0.0	237.0	0.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
20A	0.0	0.0	0.0	2.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	41.0	0.0	800.0	0.0	0.0	0.0	0.0	1.0	86.0	20.0	0.0	0.0	0.0	11939.0	1204.0	1.0	17085.0	295.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3950.0	3.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	3.0	3.0	0.0	0.0	7.0	0.0	15.0	0.0	0.0	0.0	8.0	1.0	0.0	27.0	0.0	16.0	184.0	4.0	0.0	1521.0	0.0	0.0	72.0	3.0	0.0	2333.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	5240.0	3.0	1946.0	0.0	429.0	822.0	2.0	47.0	112.0	0.0	2.0	1575.0	0.0	1.0	196.0	0.0	0.0	0.0	1.0	2.0	0.0	5086.0	0.0	0.0	0.0	221.0	690.0	172.0	0.0	0.0	309.0	737.0	48.0	2343.0	0.0	0.0	71.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	6.0	0.0	21.0	0.0	0.0	23.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1136.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	745.0	0.0	0.0	0.0	18.0	24.0	1.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	68.0	3.0	0.0	0.0	18.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
39A	0.0	0.0	0.0	0.0	12.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	3.0	2.0	1.0	51.0	2.0	0.0	0.0	1.0	18250.0	415.0	0.0	408.0	46.0	0.0	5.0	60.0	6.0	9.0	1.0	0.0	354.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	22.0	11.0	2.0	1646.0	3.0	0.0	696.0	36.0	0.0	113.0	124.0	18.0	0.0	0.0	0.0	0.0	1.0	9933.0	78.0	1412.0	0.0	798.0	643.0	8.0	0.0	2494.0	1.0	3.0	1700.0	0.0	0.0	587.0	0.0	0.0	0.0	63.0	1.0	0.0	4508.0	0.0	0.0	0.0	384.0	64.0	163.0	1036.0	0.0	1.0	10.0	2.0	60.0	0.0	0.0	15.0	0.0	0.0	4.0	3.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	474.0	2.0	0.0	3.0	2.0	0.0	15.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	2235.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	23.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
118A	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	25809.0	672.0	0.0	169.0	622.0	0.0	8.0	0.0	0.0	136.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	3293.0	0.0	0.0	108.0	12.0	0.0	86.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	14093.0	21.0	976.0	1.0	293.0	455.0	0.0	0.0	1110.0	0.0	1.0	1767.0	0.0	0.0	197.0	0.0	1.0	0.0	0.0	1.0	0.0	2669.0	0.0	15.0	0.0	142.0	1166.0	892.0	0.0	0.0	0.0	0.0	6.0	1548.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	176.0	1.0	0.0	12.0	22.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	222.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
